      104m     137l     169l  1a28  1a2a    19hc  105m    153l    154l    157d     176l    180l     1a3a     1a01  1a02  1a0o  1a2a  1a2j    135l
6437   1.0   151.90   357.52   1.0   1.0   20.41   1.0  180.85   77.17     NaN   327.88  444.29    64.31    71.20   1.0   1.0   1.0   1.0   35.53
6438   1.0   135.68   322.41   1.0   1.0  188.86   1.0  168.01   71.32     NaN   297.19  409.38    56.88   264.42   1.0   1.0   1.0   1.0   43.08
6439   0.0   166.21   257.47   1.0   1.0   15.75   1.0  120.36   58.24     NaN   536.75  395.74    29.24   243.02   1.0   1.0   1.0   1.0   27.67
6440   1.0   117.39   191.81   1.0   0.0   44.80   1.0  153.01   49.93     NaN   165.07  234.47    56.39   323.74   1.0   1.0   0.0   1.0   31.27
6441   1.0    74.36   411.60   1.0   1.0   81.90   1.0   80.65   58.35     NaN   467.54   58.28    42.14   161.82   1.0   1.0   1.0   1.0   21.80
6442   1.0   102.93   411.63   1.0   1.0   46.94   1.0  102.58  151.36     NaN   129.00  388.27    84.90   118.59   1.0   1.0   1.0   1.0   26.95
6443   0.0    57.35   389.55   1.0   1.0   67.80   1.0  203.86  396.58     NaN   119.10  121.32   180.08   137.64   1.0   1.0   1.0   1.0   25.23
6444   1.0   411.83   294.62   0.0   1.0  139.39   0.0  105.39  198.57     NaN   303.62  202.04   128.06   124.36   0.0   1.0   1.0   1.0   53.71
6445   1.0   607.03   225.05   1.0   1.0   71.93   1.0  181.61  152.39     NaN   550.32  191.55    69.30   139.88   1.0   1.0   1.0   1.0   80.52
6446   1.0   632.10   189.94   1.0   1.0  106.89   1.0   67.69  488.46     NaN   322.79   96.21   124.06   160.47   1.0   1.0   1.0   1.0  123.03
6447   1.0  1107.64   389.67   1.0   1.0   94.86   0.0   34.34  314.92     NaN   149.47  248.15   120.18   124.65   0.0   1.0   1.0   1.0   25.95
6448   1.0   303.26   318.14   1.0   0.0   47.07   1.0   47.98   85.23     NaN   781.38  122.59    55.70   127.25   1.0   1.0   0.0   1.0   67.27
6449   1.0   545.32   370.87   1.0   1.0   42.82   1.0   29.70  272.57     NaN   506.97  116.93    46.51   125.87   1.0   1.0   1.0   1.0  131.83
6450   0.0   418.05   113.23   1.0   1.0   83.09   0.0  210.00   47.98     NaN   234.01   41.76   140.06   106.59   1.0   1.0   1.0   1.0  121.03
6451   1.0   223.82   580.52   1.0   1.0  114.86   1.0  311.03  269.15     NaN    55.84  132.39    49.70   118.63   1.0   1.0   1.0   0.0  242.06
6452   1.0   118.58   365.54   1.0   1.0   54.28   1.0  236.11   63.17     NaN   371.48   66.83    74.32    62.33   1.0   1.0   1.0   0.0  113.96
6453   1.0   450.24   671.97   1.0   1.0  152.50   1.0  376.78  399.99     NaN   190.64   91.81    96.27   236.48   1.0   1.0   1.0   1.0   89.68
6454   1.0   308.62   755.69   1.0   1.0  131.01   1.0  393.27   29.87     NaN   469.24   67.78   153.34   234.46   1.0   0.0   1.0   1.0  126.78
6455   1.0   340.92   279.80   1.0   1.0   90.73   1.0  227.59  116.63     NaN   101.70  160.02    63.81   280.26   1.0   1.0   1.0   1.0   65.44
6456   1.0   582.16   469.35   1.0   0.0   98.91   1.0  212.39  197.03     NaN   100.80  101.06    74.04   176.36   0.0   1.0   0.0   1.0   82.96
6457   1.0   165.93   556.98   1.0   1.0   66.51   0.0  188.45   95.38     NaN   115.96   55.28    72.62   112.41   1.0   1.0   1.0   1.0  109.46
6458   1.0    76.23   294.06   1.0   1.0   16.72   1.0  145.92   60.84     NaN   824.32   65.19   108.64   201.88   1.0   1.0   1.0   1.0   74.57
6459   1.0   514.05   638.10   1.0   1.0   73.06   1.0  243.45   78.35     NaN   211.43   56.15    39.83    70.30   1.0   1.0   1.0   1.0  107.05
6460   1.0   427.93   505.02   1.0   1.0   79.89   0.0  133.92  111.32     NaN   226.02   43.88    72.10    70.34   1.0   1.0   1.0   0.0   65.20
6461   1.0   341.95   673.79   1.0   1.0  111.30   1.0  130.25  128.85     NaN    89.58   40.74    62.38   127.07   1.0   1.0   1.0   1.0  108.03
6462   1.0   303.58   334.30   0.0   1.0   28.88   1.0  111.11    9.70     NaN   329.82   36.22    97.30   160.91   1.0   1.0   1.0   1.0   31.91
6463   1.0   185.69   428.54   1.0   1.0   86.62   1.0   83.05  115.56     NaN   366.85   18.09    77.87   258.49   1.0   1.0   1.0   1.0   90.57
6464   1.0   117.31   353.28   0.0   1.0  121.62   1.0  140.70   51.83     NaN   336.36   16.63    46.75   116.79   0.0   1.0   1.0   1.0   46.52
6465   1.0   163.42   465.05   0.0   1.0   44.48   1.0  197.94   32.36     NaN   154.46  156.97   112.91   354.18   1.0   1.0   1.0   1.0   35.80
6466   1.0   138.63   416.37   1.0   1.0   67.78   1.0  144.41   28.05     NaN    72.15  342.71    55.47   264.28   1.0   1.0   1.0   1.0   54.15
6467   1.0   109.21   350.15   1.0   1.0  149.19   0.0  107.61  392.08     NaN   141.54  181.93   101.82   148.40   1.0   1.0   1.0   1.0   80.72
6468   1.0    78.94   487.91   1.0   1.0  100.08   0.0  106.39  171.08     NaN    97.45  239.63    95.54   282.00   1.0   1.0   1.0   1.0   41.86
6469   1.0   122.86   538.18   0.0   1.0   69.47   1.0   91.07  260.93     NaN   512.51  105.66   111.11    62.56   1.0   1.0   1.0   1.0   27.26
6470   1.0    74.88   365.01   0.0   1.0   26.12   1.0   42.29  209.17     NaN   233.06  258.27    36.75   104.41   1.0   1.0   1.0   1.0   27.26
6471   1.0    56.97   239.87   1.0   1.0   31.85   1.0   56.98  170.19     NaN   120.69   59.97    47.20    62.36   1.0   1.0   1.0   1.0   30.04
6472   1.0   150.97   281.35   1.0   1.0   70.62   1.0   66.69  176.72     NaN   295.08   23.48    62.84   242.35   1.0   1.0   1.0   1.0   22.55
6473   1.0    71.59   480.36   1.0   0.0  121.98   1.0  247.91  118.48     NaN   199.00  445.28    98.17    62.84   1.0   1.0   0.0   1.0   73.71
6474   1.0    59.36   236.60   1.0   1.0   72.14   1.0  127.50  336.02     NaN   113.57  149.27    79.98    51.41   1.0   1.0   1.0   0.0  123.60
6475   1.0    70.31   427.17   1.0   0.0  123.06   1.0  177.13  136.32     NaN   329.47   87.83    56.21   254.24   1.0   1.0   0.0   1.0   59.98
6476   1.0   522.91   305.95   1.0   1.0   56.70   1.0  367.92  182.14     NaN   165.28  193.86    45.05    81.87   1.0   1.0   1.0   1.0   59.68
6477   1.0   444.72   436.23   1.0   0.0  118.44   1.0  387.42   60.15     NaN    91.74  200.17   107.41   109.40   1.0   1.0   0.0   1.0   46.16
6478   1.0    92.80   305.94   1.0   1.0  106.40   1.0   90.44  136.65     NaN   194.57  180.48    96.46   130.83   1.0   1.0   1.0   1.0   38.63
6479   1.0   578.95   563.92   1.0   1.0  123.54   1.0  103.01  312.57     NaN   415.56  267.78    63.48    58.71   1.0   1.0   1.0   1.0  106.59
6480   1.0   655.60   432.34   1.0   1.0   16.10   1.0  244.31   99.34     NaN   272.74   55.18   168.52   171.84   1.0   1.0   1.0   1.0   78.22
6481   1.0   328.30   436.87   1.0   1.0   59.47   1.0   63.26   40.15     NaN   234.95  124.93    24.52   164.58   1.0   1.0   1.0   1.0   43.32
6482   1.0   275.64   270.40   1.0   1.0  101.68   1.0   41.08  151.48     NaN   307.54   86.39    68.20   129.47   0.0   1.0   1.0   1.0  110.29
6483   1.0   183.73   342.40   1.0   1.0   95.07   1.0  251.30   56.05     NaN   252.12  165.61    72.99    81.58   1.0   1.0   1.0   1.0   74.51
6484   1.0   346.32   331.40   1.0   1.0   88.76   1.0   58.05   96.61     NaN   118.89   85.79    39.71   160.39   1.0   1.0   1.0   1.0   89.50
6485   1.0   273.52   428.06   1.0   1.0   95.00   1.0   89.02   47.29     NaN   145.99   89.99    42.83    10.85   1.0   1.0   1.0   0.0   45.77
6486   1.0   246.63   270.48   0.0   1.0  100.36   1.0  202.33  145.55     NaN   210.84   77.95    29.22   381.28   1.0   1.0   1.0   1.0   34.63
6487   1.0   434.71   406.72   1.0   0.0   82.96   1.0   63.64   30.67     NaN   690.59   67.82    32.75    69.53   1.0   1.0   0.0   1.0  101.94
6488   1.0   527.04  1036.54   0.0   1.0   91.07   1.0  115.48   37.46     NaN   515.36   74.31    66.75   149.84   1.0   1.0   1.0   0.0   26.56
6489   1.0   168.87   359.93   1.0   1.0   52.98   1.0   27.80   48.51     NaN   580.94   40.02    49.27   292.72   1.0   1.0   1.0   1.0   25.36
6490   1.0   216.39   254.40   0.0   1.0   68.27   1.0  147.69   40.42     NaN   195.17   24.06    33.99   231.32   1.0   1.0   1.0   0.0   25.90
6491   1.0   180.95   556.03   1.0   1.0  108.89   1.0   26.10  115.33     NaN   339.36   13.54    14.46    98.04   1.0   1.0   1.0   1.0   24.42
6492   1.0   307.30   439.50   1.0   1.0  169.35   1.0  116.40  168.56     NaN   640.79   17.82   174.07   133.81   0.0   1.0   1.0   0.0   48.32
6493   1.0   340.21   561.82   1.0   1.0  115.38   0.0  129.16  179.99     NaN   188.57    9.45   103.83   283.47   1.0   1.0   1.0   1.0   28.98
6494   1.0   269.55   339.15   1.0   1.0   64.36   1.0  108.27  102.37     NaN   169.95   14.66   210.30   282.70   1.0   1.0   1.0   1.0   37.80
6495   1.0   118.48   293.19   1.0   0.0   21.02   1.0   88.73  202.12     NaN    59.13  169.65   477.15   135.39   1.0   1.0   0.0   1.0   26.74
6496   1.0   231.89   333.32   1.0   1.0   80.36   1.0   42.08   96.48     NaN   154.16  248.89   107.88   123.41   1.0   1.0   1.0   1.0   34.08
6497   1.0   178.61   260.83   1.0   1.0  141.77   1.0  260.66  216.67     NaN   124.97   71.53   174.66   277.11   1.0   1.0   1.0   1.0   23.51
6498   0.0    52.84   119.73   0.0   1.0  104.27   0.0  310.11  153.34     NaN   261.82  387.59   243.12    42.25   1.0   1.0   1.0   1.0   22.97
6499   1.0    81.94   555.95   1.0   1.0  103.60   1.0   76.43  131.65     NaN   312.84  198.73   443.92    98.40   1.0   1.0   1.0   1.0   21.77
6500   1.0   190.85   326.84   1.0   1.0   61.56   1.0   71.46  151.50     NaN   103.01   69.73   598.36   132.01   1.0   1.0   1.0   1.0   30.76
6501   1.0    58.18   372.15   1.0   1.0   84.97   1.0  427.08  174.40     NaN   573.22  153.06   478.66   251.44   1.0   1.0   1.0   1.0   28.69
6502   1.0    65.55   308.21   1.0   1.0   33.40   1.0  322.97  146.83     NaN   319.44  205.88    67.45   153.58   1.0   1.0   1.0   1.0  147.18
6503   1.0   147.64   148.29   1.0   1.0   71.59   1.0  209.06   42.12     NaN   177.60  146.51    88.01   203.34   0.0   1.0   1.0   1.0   97.79
6504   0.0   100.69   270.07   1.0   1.0   77.56   1.0  108.63   47.60     NaN   288.01  236.25    58.04    45.97   1.0   1.0   1.0   0.0   28.71
6505   1.0    66.97   382.04   1.0   1.0   60.32   1.0  230.76   98.09     NaN   279.81   76.69   137.93    69.11   1.0   1.0   1.0   1.0  104.20
6506   1.0    64.03   376.84   0.0   1.0   71.60   1.0  390.30   67.65     NaN   294.96  201.61    30.86   181.34   1.0   1.0   1.0   1.0  113.26
6507   1.0    60.16   333.52   1.0   1.0   28.90   1.0  379.98   85.12     NaN   132.81  145.33   150.80    49.94   1.0   1.0   1.0   0.0   98.93
6508   1.0   593.34   310.88   1.0   1.0  103.59   1.0  193.60   51.25     NaN   293.91  144.53   195.35    96.72   1.0   1.0   1.0   1.0   38.68
6509   1.0   580.14   354.17   1.0   1.0   62.56   1.0  103.27   36.35     NaN   213.04   48.14    53.63   217.87   1.0   1.0   1.0   0.0   82.04
6510   1.0   390.68   641.10   0.0   1.0   34.87   1.0  185.71   71.44     NaN   473.59  162.94    54.38   167.06   1.0   1.0   1.0   1.0  137.01
6511   1.0   432.88   605.54   1.0   0.0   60.36   1.0  120.69  100.50     NaN   256.54   61.44    49.15    82.95   1.0   1.0   0.0   0.0   25.85
6512   1.0   200.17   171.90   0.0   1.0  108.63   0.0  190.82   45.94     NaN   381.93   91.01    27.01   278.28   1.0   1.0   1.0   1.0   32.48
6513   1.0   561.21   398.72   0.0   1.0   97.72   1.0   55.87   42.45     NaN   269.65   69.72    72.75   205.12   1.0   1.0   1.0   1.0  219.24
6514   1.0    45.96   767.70   1.0   1.0   21.78   1.0  129.77   29.01     NaN   242.22  165.79     5.60   202.06   1.0   0.0   1.0   1.0   77.47
6515   1.0   266.13   557.67   1.0   1.0  139.22   1.0   83.63   34.60     NaN   243.40   93.50   239.12   255.42   1.0   1.0   1.0   1.0   25.38
6516   1.0   330.15   327.62   1.0   1.0  164.37   1.0   35.50  167.25     NaN   188.98  153.28    84.49    81.41   1.0   1.0   1.0   1.0   59.72
6517   1.0   253.48   679.80   1.0   1.0   26.59   1.0  175.73   70.12     NaN    73.40   38.00   228.70   152.71   1.0   1.0   1.0   1.0   27.19
6518   1.0   404.39   177.71   0.0   1.0   74.64   1.0   63.42  314.90     NaN   180.02   44.90   674.51    64.91   1.0   1.0   1.0   1.0   27.07
6519   1.0   559.86   301.13   1.0   1.0  104.07   1.0   32.69  169.64     NaN   111.61   54.56    54.24   161.42   1.0   1.0   1.0   1.0   88.27
6520   1.0   302.64   377.39   1.0   1.0   25.34   1.0   36.46  102.76     NaN    61.21   29.67   234.37   410.34   1.0   1.0   1.0   1.0   29.84
6521   1.0   181.24   269.61   1.0   1.0   40.40   1.0  434.52  383.60     NaN   241.17   29.38   109.20    71.19   1.0   1.0   1.0   1.0   25.66
6522   1.0   280.18   254.93   1.0   1.0   31.90   1.0  118.74  205.10     NaN   135.42   19.66   509.63    43.35   1.0   1.0   1.0   0.0   28.72
6523   1.0   336.05   185.86   1.0   1.0   70.64   1.0  122.44   98.19     NaN   259.28   15.78   565.70   165.71   1.0   1.0   1.0   1.0   72.64
6524   1.0   133.13   298.77   0.0   1.0  103.18   1.0  371.92  140.98     NaN   150.75   28.05   205.96   186.90   1.0   1.0   1.0   1.0   29.19
6525   1.0    75.03   405.22   1.0   0.0  142.66   1.0  292.69  102.80     NaN   131.02  100.21   359.19    71.85   1.0   1.0   0.0   1.0   66.58
6526   1.0    63.55   253.58   1.0   1.0   30.08   1.0  480.64   52.84     NaN   443.80   31.78    77.92    39.01   1.0   1.0   1.0   1.0   25.75
6527   1.0   150.59   257.44   1.0   1.0  141.56   1.0  402.36   40.83     NaN   244.00  179.20   134.40   112.48   1.0   1.0   1.0   1.0   31.59
6528   1.0    93.62   338.08   1.0   1.0  187.80   0.0  331.65   58.53     NaN   512.92  413.26   354.27    47.06   1.0   1.0   1.0   1.0   34.93
6529   1.0   133.12   636.79   0.0   1.0   80.60   0.0  203.34   47.10     NaN   320.85  300.53   403.64    96.00   1.0   1.0   1.0   1.0   29.27
6530   1.0   205.46   596.78   1.0   1.0   97.61   1.0  374.47   47.86     NaN   299.64   86.67    35.17    66.98   1.0   1.0   1.0   0.0   74.21
6531   1.0   104.42   404.52   1.0   1.0   51.76   1.0  206.77  132.57     NaN   303.66   43.90    41.91    55.35   1.0   1.0   1.0   1.0   52.09
6532   0.0    92.95   352.90   1.0   1.0  450.93   1.0  183.14   91.90     NaN   457.96   85.02    94.99   429.61   0.0   1.0   1.0   1.0   94.72
6533   1.0   127.43   188.39   1.0   1.0  168.18   1.0  114.65   76.10     NaN   127.78   87.62   183.30   277.60   1.0   1.0   1.0   1.0   46.92
6534   1.0    45.82   349.68   0.0   1.0  131.46   1.0   72.98  156.93     NaN   122.10  178.69    80.86   207.25   1.0   1.0   1.0   1.0   45.20
6535   0.0    64.37   243.23   1.0   1.0  371.99   1.0  129.52  100.05     NaN    64.32  141.21    26.69   136.11   1.0   1.0   1.0   1.0   97.07
6536   1.0    72.60   343.88   0.0   1.0   79.40   1.0  158.79   29.82     NaN   204.28   24.97   206.84   109.33   1.0   1.0   1.0   1.0   52.22
6537   1.0    59.43   409.78   0.0   1.0  289.92   1.0  166.07   25.98     NaN   178.24  127.87    15.89   247.00   1.0   1.0   1.0   1.0  169.67
6538   1.0   287.21   326.65   1.0   1.0   87.89   1.0   35.37   33.40     NaN   312.39   71.98    27.55    89.90   1.0   1.0   1.0   1.0  139.31
6539   1.0   348.63   563.04   1.0   1.0   25.56   1.0  202.59  129.96     NaN   235.70   74.51    68.56   199.76   1.0   1.0   1.0   1.0   33.65
6540   1.0   395.70   358.17   1.0   1.0  115.31   1.0   96.02   85.04     NaN   499.42  178.49    87.30   216.41   1.0   1.0   1.0   1.0   52.92
6541   1.0   130.33   347.85   1.0   1.0  144.36   1.0  109.82  158.07     NaN   165.07   80.07   234.06   268.01   1.0   1.0   1.0   1.0   35.73
6542   0.0   507.04   401.94   1.0   1.0  328.96   1.0  143.93   54.11     NaN   243.79  190.38   360.45   138.94   1.0   1.0   1.0   1.0   33.25
6543   1.0   435.17   401.93   1.0   1.0  158.75   1.0   22.90  111.04     NaN   137.81   77.75   113.61   213.82   1.0   1.0   1.0   1.0   85.02
6544   1.0   252.08   373.58   0.0   1.0   70.20   1.0   72.38  106.54     NaN   217.63  124.64   479.06    89.19   1.0   1.0   1.0   1.0   59.89
6545   1.0   202.21   655.69   1.0   1.0   71.27   1.0  353.18  235.03     NaN   382.41  115.84   316.43    43.59   1.0   1.0   1.0   0.0   50.12
6546   1.0   206.95   168.75   1.0   0.0  125.10   1.0  460.29   71.05     NaN   357.95  142.01   251.63    94.00   1.0   1.0   0.0   1.0   43.59
6547   0.0   240.40   559.07   1.0   1.0   37.30   1.0   36.32  145.46     NaN   151.03   47.10   252.80    92.34   1.0   1.0   1.0   1.0   63.55
6548   1.0   352.29   291.77   1.0   1.0   95.27   1.0  322.04   80.48     NaN   693.92   77.71   210.89    73.12   1.0   1.0   1.0   1.0   26.99
6549   1.0   114.82   168.75   1.0   1.0   65.47   1.0  347.93   63.48     NaN   407.60  111.62   257.85   251.05   1.0   1.0   1.0   1.0   70.32
6550   1.0   360.48   331.71   1.0   1.0   89.65   1.0  290.44  223.37     NaN    52.30   37.61    78.75    50.58   1.0   1.0   1.0   1.0   32.71
6551   1.0   595.26   177.13   1.0   0.0  190.46   1.0  233.95   79.48     NaN   194.06   28.75   207.22    92.38   1.0   1.0   0.0   1.0   29.60
6552   1.0   526.97   468.92   1.0   1.0  137.46   1.0  104.69   94.08     NaN   232.70   17.13   322.27   177.81   1.0   1.0   1.0   1.0   26.92
6553   1.0    30.52   204.54   1.0   1.0  164.33   1.0  151.76   28.17     NaN    80.02   35.59   217.62    42.80   1.0   1.0   1.0   1.0   24.42
6554   1.0   110.52   314.50   1.0   1.0  110.51   1.0  190.67   95.41     NaN   311.35   67.96   136.20   100.87   1.0   1.0   1.0   1.0   27.49
6555   1.0   292.17   362.07   1.0   1.0   94.85   1.0   84.67  172.75     NaN   360.73  100.39    97.27   144.61   1.0   1.0   1.0   1.0   27.00
6556   1.0    55.13   526.04   1.0   1.0   93.82   1.0  128.13   91.68     NaN   204.93   83.98    91.25   148.12   1.0   1.0   1.0   0.0   27.87
6557   1.0   374.95   326.03   1.0   1.0   75.72   1.0  220.63   36.28     NaN   243.07  148.96   121.76   140.71   1.0   1.0   1.0   1.0   25.35
6558   1.0   125.12   598.67   0.0   1.0   34.97   1.0   58.05   39.63     NaN   326.00  104.96    34.38    56.51   1.0   1.0   1.0   1.0   37.88
6559   1.0   255.53   392.24   1.0   1.0  227.09   1.0  107.95   31.21     NaN   213.18  134.15   137.14    58.48   1.0   1.0   1.0   1.0   57.64
6560   1.0   218.27   290.00   1.0   1.0   99.45   0.0   87.59   48.24     NaN   132.58   87.91   110.78    74.80   0.0   1.0   1.0   1.0   61.66
6561   1.0    64.14   372.94   1.0   1.0   30.80   1.0   73.71   36.83     NaN   329.16   77.26   134.74   154.07   1.0   1.0   1.0   1.0   73.35
6562   1.0    98.86   249.48   1.0   1.0   45.93   1.0   39.73   61.87     NaN   294.15   93.34   104.39   132.82   1.0   1.0   1.0   0.0   31.99
6563   1.0    56.38   444.95   1.0   1.0  305.43   1.0  117.70  121.77     NaN   162.57  230.69    49.48    97.84   1.0   1.0   1.0   1.0   66.99
6564   1.0   152.86   320.21   1.0   1.0   60.69   0.0  108.33   33.60     NaN   150.27  194.93   136.51   102.54   1.0   1.0   1.0   1.0   92.33
6565   1.0   157.21   205.76   1.0   1.0  185.45   1.0  108.61   96.20     NaN   181.09   70.52    55.65   206.60   1.0   1.0   1.0   1.0   41.75
6566   1.0   107.38   371.65   1.0   1.0  233.90   1.0   50.35  117.65     NaN   216.72   44.23   183.82   194.22   1.0   1.0   1.0   1.0   63.37
6567   0.0    54.96   257.84   1.0   1.0  164.15   1.0   59.21  191.55     NaN    42.13  124.90   432.32   111.08   1.0   1.0   1.0   1.0  111.41
6568   1.0    67.84   265.57   1.0   0.0  171.63   1.0   14.84  147.39     NaN   208.14   31.34   345.25    98.84   1.0   1.0   0.0   1.0   44.34
6569   1.0   266.41   410.25   1.0   1.0   78.36   1.0  301.93   94.32     NaN   239.91  107.51   111.63   127.50   1.0   1.0   1.0   1.0   49.58
