                    h          k          l       FREE         FP      SIGFP      FCalc    PHICalc
      2863         -8         18          2          1      64.13      15.61      81.51      -0.91
      2864         -8         18          3          1      38.32      13.98      58.75       2.02
      2865         -8         18          4          1      31.76      14.40      33.30       2.80
      2866         -8         18          5          1      19.40      14.32      20.15      -0.88
      2867         -8         18          6          1      88.17      17.23      99.54       2.39
      2868         -8         18          7          1     140.17      31.25     134.41      -1.43
      2869         -8         18          8          1      14.19      14.61       5.92      -2.38
      2870         -8         18          9          1      73.62      19.22      94.06       3.02
      2871         -8         18         10          1      75.47      19.95      68.03      -2.58
      2872         -8         18         11          1      87.06      20.90     108.95       0.39
      2873         -8         18         12          1      44.50      16.62      38.20       1.95
      2874         -8         18         13          1      45.27      16.96      48.99       1.37
      2875         -8         18         14          0      68.69      19.74      82.20      -3.10
      2876         -8         19          1          1      50.12      14.95      73.45      -2.41
      2877         -8         19          2          1      26.23      12.68      17.86       1.88
      2878         -8         19          3          1      26.12      13.38      28.03       0.77
      2879         -8         19          4          1      67.22      17.17      86.31      -1.50
      2880         -8         19          5          1     109.43      25.27     127.67       0.44
      2881         -8         19          6          1      52.51      15.71      61.96      -1.36
      2882         -8         19          7          0      36.82      14.88      17.21      -0.11
      2883         -8         19          8          1     118.00      26.71      77.43      -0.46
      2884         -8         19          9          1      37.32      15.76      31.07      -2.62
      2885         -8         19         10          1      66.75      17.10      86.86      -2.13
      2886         -8         19         11          0      52.55      16.35      57.58       1.17
      2887         -8         19         12          1      43.62      15.37      31.25      -2.35
      2888         -8         20          1          1     112.60      24.58     103.12       0.58
      2889         -8         20          2          1      78.38      19.10      70.01      -2.08
      2890         -8         20          3          1      74.08      17.93      32.25       1.24
      2891         -8         20          4          1     171.33      37.65     156.11      -1.30
      2892         -8         20          5          1      82.57      20.62      58.10      -2.64
      2893         -8         20          6          0     102.09      23.72     124.45       0.87
      2894         -8         20          7          1      22.89      14.05      28.29      -2.00
      2895         -8         20          8          1      43.32      15.47      41.42       1.87
      2896         -8         20          9          1      61.66      16.18      72.15       2.06
      2897         -8         20         10          0      25.99      13.64      22.82       1.84
      2898         -8         20         11          1      56.09      15.82      60.51      -0.99
      2899         -8         21          1          1      99.37      22.75      88.88       1.87
      2900         -8         21          2          1      75.10      18.67      44.50      -0.02
      2901         -8         21          3          1     111.58      25.15     120.52      -2.34
      2902         -8         21          4          0      48.66      13.95      31.28       0.62
      2903         -8         21          5          1     111.14      25.11     118.35      -1.00
      2904         -8         21          6          1      41.19      14.56      38.63       3.13
      2905         -8         21          7          1      58.61      15.49      58.79      -2.68
      2906         -8         21          8          1      31.95      12.95      34.91      -2.32
      2907         -8         21          9          1      71.67      18.57      69.72       1.93
      2908         -8         21         10          1      59.32      16.55      74.99      -2.15
      2909         -8         22          1          1      29.75      11.40      31.68       3.11
      2910         -8         22          2          1      27.18      10.35      33.33       2.96
      2911         -8         22          3          1      94.89      21.63      99.17      -2.87
      2912         -8         22          4          1      72.04      17.57      67.08      -1.73
      2913         -8         22          5          1      20.28      12.93      10.32      -2.00
      2914         -8         22          6          1     100.27      22.50     109.26       0.20
      2915         -8         22          7          1      82.65      19.81      76.27      -2.21
      2916         -8         22          8          1     103.86      24.45     116.66       0.38
      2917         -8         23          1          1      25.31       9.86      43.08       0.58
      2918         -8         23          2          1      55.56      14.16      33.73       1.07
      2919         -8         23          3          1      68.68      16.30      76.31      -3.11
      2920         -8         23          4          1       6.16       8.92      25.69      -1.75
      2921         -8         23          5          1      39.37      11.66      59.63      -1.89
      2922         -7          0          1          1     120.75      27.20      25.45       0.00
      2923         -7          0          2          1     327.32      63.75     351.12       0.00
      2924         -7          0          3          1      67.87      21.40      24.88       0.00
      2925         -7          0          4          1      74.72      22.29      70.24       0.00
      2926         -7          0          5          0     180.44      37.85      90.39       3.14
      2927         -7          0          6          1     276.53      58.29     290.32       0.00
      2928         -7          0          7          1     230.96      46.89     192.35       0.00
      2929         -7          0          8          1     282.99      56.97     312.97       3.14
      2930         -7          0          9          1      64.77      25.49      23.61       0.00
      2931         -7          0         10          1      67.11      29.90      39.26       0.00
      2932         -7          0         11          1     249.16      51.80     206.34       3.14
      2933         -7          0         12          1     200.72      40.71     180.15       0.00
      2934         -7          0         13          1     268.14      66.25     249.96       0.00
      2935         -7          0         14          1     213.07      44.24     214.13       3.14
      2936         -7          0         15          1      41.20      25.56      11.11       0.00
      2937         -7          0         16          1      85.55      27.60      98.93       3.14
      2938         -7          0         17          1      45.38      22.81      47.65       0.00
      2939         -7          0         18          1      89.43      27.74      88.09       3.14
      2940         -7          0         19          0     104.97      33.29      78.93       3.14
      2941         -7          1          1          1     224.40      39.29     345.47       2.13
      2942         -7          1          2          1     203.58      33.60     200.58      -2.43
      2943         -7          1          3          1     148.88      25.73     304.51       0.14
      2944         -7          1          4          1     116.88      22.35     110.59      -0.01
      2945         -7          1          5          1     138.76      27.72     170.05      -2.27
      2946         -7          1          6          1      18.94      18.36      84.89       2.31
      2947         -7          1          7          1     655.94     106.22     678.10       0.09
      2948         -7          1          8          1     267.90      46.22     299.09       2.23
      2949         -7          1          9          1     281.12      47.66     323.78      -1.40
      2950         -7          1         10          1     208.25      37.19     202.20       0.04
      2951         -7          1         11          1     204.09      35.68     146.46      -1.24
      2952         -7          1         12          0      80.55      22.61      76.96      -2.02
      2953         -7          1         13          1      61.32      22.43      70.13       1.21
      2954         -7          1         14          1      34.86      21.59      16.48       0.05
      2955         -7          1         15          1     140.65      30.95     115.86       0.63
      2956         -7          1         16          1     118.30      26.13     121.15      -2.16
      2957         -7          1         17          1      42.76      19.32      61.44       0.35
      2958         -7          1         18          1      77.56      22.39      76.86       1.44
      2959         -7          1         19          1      76.83      24.58      43.50      -3.01
      2960         -7          1         20          1      44.89      26.94      28.88       1.77
      2961         -7          2          1          1     111.30      19.19     106.82      -0.75
      2962         -7          2          2          1     357.90      63.47     303.15      -2.57
      2963         -7          2          3          1     299.91      49.05     327.05       1.33
      2964         -7          2          4          1     242.05      41.64     218.01       1.05
      2965         -7          2          5          1     437.78      74.69     453.24       1.79
      2966         -7          2          6          1      97.17      20.79     134.43      -2.47
      2967         -7          2          7          1     228.11      38.93     320.95      -2.91
      2968         -7          2          8          0     406.27      67.73     401.70       0.79
      2969         -7          2          9          1      41.34      22.53      70.80       0.33
      2970         -7          2         11          1     151.74      28.39     160.62       1.30
      2971         -7          2         12          1      70.76      20.87      39.96       1.78
      2972         -7          2         13          1     267.66      46.11     266.20       1.32
      2973         -7          2         14          1     102.40      24.50     119.41      -1.70
      2974         -7          2         15          1     100.49      26.21      94.41       0.14
      2975         -7          2         16          1      85.58      24.61     101.33      -1.97
      2976         -7          2         17          1     122.96      23.63     109.37      -3.01
      2977         -7          2         18          1      70.90      22.23      49.80       1.00
      2978         -7          2         19          1      33.12      22.52      39.00       0.02
      2979         -7          2         20          1      36.58      25.41      27.26      -2.00
      2980         -7          3          1          1     254.12      39.41     259.14       1.19
      2981         -7          3          2          1     247.67      38.89     265.85       1.99
      2982         -7          3          3          1      96.71      19.06     189.71       0.47
      2983         -7          3          4          1      34.76      16.93      64.08      -1.21
      2984         -7          3          5          1     186.70      32.65     219.00      -2.01
      2985         -7          3          6          1     152.28      27.42     198.63       3.13
      2986         -7          3          7          1     215.15      36.36     287.43      -3.09
      2987         -7          3          8          1      84.41      22.37      63.19      -1.64
      2988         -7          3          9          1     379.03      65.69     332.78      -3.13
      2989         -7          3         10          0      33.04      19.89      32.58      -0.46
      2990         -7          3         11          1     272.92      45.73     256.44      -3.13
      2991         -7          3         12          1     221.59      38.37     179.97      -1.07
      2992         -7          3         13          1     185.54      34.60     235.25       2.55
      2993         -7          3         14          1     190.62      34.95     180.59      -2.81
      2994         -7          3         16          1     154.25      28.51     153.12       1.01
      2995         -7          3         17          1      53.10      19.19      39.51       1.40
      2996         -7          3         18          1      42.15      20.59      74.96      -0.99
      2997         -7          3         19          1      31.16      22.63      10.93      -0.39
      2998         -7          3         20          1      75.59      27.05      76.78       2.55
      2999         -7          4          1          1      56.13      17.29      42.18      -1.09
      3000         -7          4          2          1     308.19      47.87     272.01       1.22
      3001         -7          4          3          1     102.98      19.86     127.45      -0.19
      3002         -7          4          4          1     490.74      81.45     524.25       0.47
      3003         -7          4          5          1     293.18      48.09     279.84       0.76
      3004         -7          4          6          1      76.88      20.44     128.84       0.46
      3005         -7          4          7          1     192.11      33.74     155.49       0.07
      3006         -7          4          8          1     260.08      43.93     269.24      -2.56
      3007         -7          4          9          1     220.33      38.03     263.87      -0.05
      3008         -7          4         10          1      37.74      19.61      43.35      -1.85
      3009         -7          4         11          1     153.66      28.42     173.45       1.67
      3010         -7          4         12          1      22.90      20.11      33.48      -0.08
      3011         -7          4         13          1     100.61      24.14     102.79       0.51
      3012         -7          4         14          1      51.77      21.94      20.29      -2.92
      3013         -7          4         15          1      85.94      23.06      85.49      -1.70
      3014         -7          4         16          1      63.79      20.45      64.07       0.69
      3015         -7          4         17          1     159.66      27.82     153.22       2.50
      3016         -7          4         18          0     117.63      27.29     116.05      -1.91
      3017         -7          4         19          1      31.44      22.18      37.62       1.23
      3018         -7          4         20          1      55.29      24.02      42.02       0.42
      3019         -7          5          1          1     369.34      57.59     416.45      -0.96
      3020         -7          5          2          0     288.94      44.76     274.60       2.71
      3021         -7          5          3          1     194.55      31.98     138.80      -0.71
      3022         -7          5          4          1     264.06      42.30     350.75      -0.87
      3023         -7          5          5          1     453.16      73.88     409.20       2.64
      3024         -7          5          6          1     378.65      62.80     379.53      -0.42
      3025         -7          5          7          1     372.80      63.99     349.81       2.69
      3026         -7          5          8          1     126.54      25.39     134.26      -1.38
      3027         -7          5          9          1     290.00      50.71     237.23      -1.51
      3028         -7          5         10          1     336.35      58.96     325.66       0.78
      3029         -7          5         11          1      85.08      20.34     101.20      -0.19
      3030         -7          5         12          1     105.45      24.33     109.19      -3.14
      3031         -7          5         13          1      90.29      23.19      80.73      -0.78
      3032         -7          5         14          1      86.33      23.78     106.28      -1.44
      3033         -7          5         15          1      77.34      22.22      70.45       2.61
      3034         -7          5         16          0      83.51      21.65      82.09       0.15
      3035         -7          5         17          0      93.34      21.54     100.52       2.26
      3036         -7          5         18          1      55.58      21.43      86.64      -2.15
      3037         -7          5         19          1      27.72      22.42      35.29      -0.03
      3038         -7          5         20          0     108.94      28.76     106.94       2.62
      3039         -7          6          1          1     123.68      23.67     161.63       0.43
      3040         -7          6          2          1     338.95      54.91     380.57      -2.03
      3041         -7          6          3          1      94.48      19.32     171.17       1.80
      3042         -7          6          4          1     216.54      36.45     218.59       0.23
      3043         -7          6          5          1     366.32      57.70     323.63       0.43
      3044         -7          6          6          1     120.97      23.91     155.62       2.91
      3045         -7          6          7          1     234.32      39.46     230.03       0.59
      3046         -7          6          8          1     243.89      41.07     201.84       2.35
      3047         -7          6          9          0      54.59      20.21      46.02       0.75
      3048         -7          6         10          1     129.16      26.87      81.70       0.85
      3049         -7          6         11          1      30.38      19.05      93.24       2.26
      3050         -7          6         12          1      40.25      19.94      33.48       3.06
      3051         -7          6         13          1      90.59      21.63      59.78       2.20
      3052         -7          6         14          1      75.17      23.17      83.06       0.47
      3053         -7          6         15          1      37.02      20.17      18.34      -0.11
      3054         -7          6         16          1      19.50      19.22      11.07       3.05
      3055         -7          6         17          1     144.85      31.66     123.69      -2.61
      3056         -7          6         18          0      70.77      23.05      77.88      -0.75
      3057         -7          6         19          1      39.84      23.22      55.27       2.44
      3058         -7          6         20          1      43.64      25.08      46.26      -1.56
      3059         -7          7          1          1     449.34      69.31     505.10      -2.02
      3060         -7          7          2          1     132.02      23.21     143.80       0.20
      3061         -7          7          3          1      47.47      17.86      69.24       0.03
      3062         -7          7          4          1     220.15      36.07     207.33      -1.34
      3063         -7          7          5          1     256.84      40.45     250.49       1.75
      3064         -7          7          6          1     210.26      34.14     306.80      -1.41
      3065         -7          7          7          1     161.83      28.59     181.33      -0.74
      3066         -7          7          8          1     136.51      27.27     172.42       2.27
      3067         -7          7          9          0     142.16      28.14     139.24      -1.49
      3068         -7          7         10          1     178.04      32.37     143.50      -0.70
      3069         -7          7         11          1     138.18      26.18     160.30       2.85
      3070         -7          7         12          1      58.55      19.70      28.20      -1.72
      3071         -7          7         13          1     118.15      25.50     135.02      -2.48
      3072         -7          7         14          1     178.52      33.84     187.99       2.92
      3073         -7          7         15          1      96.66      23.31     106.39       1.65
      3074         -7          7         16          1      39.86      18.82      34.13       2.51
      3075         -7          7         17          0      59.21      20.66      67.23      -1.25
      3076         -7          7         18          1      74.48      23.23      58.35       0.27
      3077         -7          7         19          0      55.42      24.37      76.10      -1.51
      3078         -7          7         20          1      17.23      23.25      16.67       2.25
      3079         -7          8          1          1     253.25      38.32     245.99      -0.48
      3080         -7          8          2          1     423.15      67.84     422.86       2.19
      3081         -7          8          3          1     120.30      21.99     120.11      -2.11
      3082         -7          8          4          1     131.54      23.75     174.30      -1.91
      3083         -7          8          5          1     208.16      33.40     203.87      -2.89
      3084         -7          8          6          1     105.94      21.88      66.40      -1.77
      3085         -7          8          7          1     253.48      40.51     305.47      -0.03
      3086         -7          8          8          1     379.82      63.14     331.76      -1.08
      3087         -7          8          9          1     411.86      69.07     408.91      -2.81
      3088         -7          8         10          0     115.82      24.32     139.98       0.54
      3089         -7          8         11          1      66.69      20.08      89.99      -0.64
      3090         -7          8         12          1      63.04      19.45      68.62       2.37
      3091         -7          8         13          1     191.22      34.24     207.00       2.70
      3092         -7          8         14          1      95.64      22.42      96.02       0.31
      3093         -7          8         15          1     115.20      23.38     123.98      -1.90
      3094         -7          8         16          1      27.08      19.54      36.14       1.90
      3095         -7          8         17          1      49.37      20.10      45.30       0.52
      3096         -7          8         18          1     105.31      27.47      50.17      -3.13
      3097         -7          8         19          1       7.91      21.77      34.45       0.27
      3098         -7          9          1          1     109.46      20.62     137.29      -1.67
      3099         -7          9          2          1     137.03      23.33     101.78       2.57
      3100         -7          9          3          1     263.17      41.31     240.22      -1.50
      3101         -7          9          4          1     275.71      43.81     275.69       0.22
      3102         -7          9          5          1     132.02      23.70     143.61       0.30
      3103         -7          9          6          1     255.39      40.99     229.83      -0.66
      3104         -7          9          7          1     273.87      43.87     247.13      -2.59
      3105         -7          9          8          1     221.05      36.04     165.05      -2.49
      3106         -7          9          9          1     161.49      29.16     186.42      -1.45
      3107         -7          9         10          1     213.93      36.89     202.65      -2.50
      3108         -7          9         11          1     123.32      24.91     107.39       2.13
      3109         -7          9         12          1      74.46      20.10      56.39       1.78
      3110         -7          9         13          1      32.27      20.08      64.86       2.00
      3111         -7          9         14          1      29.65      20.74      51.05       2.26
      3112         -7          9         15          1      30.68      19.28      31.70      -1.35
      3113         -7          9         16          1     128.07      29.41     113.53       0.41
      3114         -7          9         17          1      99.19      25.37      91.92       2.43
      3115         -7          9         18          1      76.83      23.70      57.34      -1.38
      3116         -7          9         19          1      24.24      21.49      17.85       1.75
      3117         -7         10          1          1     512.34      80.03     517.99       0.79
      3118         -7         10          2          1     140.52      25.07     100.91      -2.49
      3119         -7         10          3          1     222.26      35.53     164.92      -3.10
      3120         -7         10          4          0     186.18      31.29     170.56       2.63
      3121         -7         10          5          1     229.00      36.99     224.74       1.72
      3122         -7         10          6          1     237.95      38.99     218.45       1.68
      3123         -7         10          7          1      46.76      17.46      90.30       2.68
      3124         -7         10          8          1      90.36      19.70      75.69      -1.95
      3125         -7         10          9          1     116.63      24.46     101.70       2.29
      3126         -7         10         10          1      53.49      18.43      68.80       0.87
      3127         -7         10         11          1     157.66      28.62     138.72      -1.81
      3128         -7         10         12          1     101.22      23.82      91.42       2.22
      3129         -7         10         13          1      58.58      21.84      75.01      -1.36
      3130         -7         10         15          1      85.05      20.15      60.13      -1.31
      3131         -7         10         16          1      55.76      19.91      81.56       0.50
      3132         -7         10         17          1      64.90      21.12      43.39       3.12
      3133         -7         10         18          1      35.32      21.34      38.60      -2.01
      3134         -7         11          1          1      60.94      18.19      96.03      -0.95
      3135         -7         11          2          1     142.45      24.49     166.29       2.13
      3136         -7         11          3          0     104.10      20.30     164.48      -1.58
      3137         -7         11          4          1      88.25      18.09      80.21      -2.91
      3138         -7         11          5          1     146.41      25.98     145.48       0.97
      3139         -7         11          6          1      67.43      17.86      74.25      -2.64
      3140         -7         11          7          1     197.77      32.67     139.30       1.12
      3141         -7         11          8          0      47.14      17.25      57.21       0.74
      3142         -7         11          9          0     165.16      29.81      70.15      -0.35
      3143         -7         11         10          0      66.54      18.27      96.63       2.57
      3144         -7         11         11          1     110.67      21.90      75.14      -0.53
      3145         -7         11         12          1     112.37      23.12     101.71      -2.91
      3146         -7         11         13          0      59.84      19.75      21.93      -0.06
      3147         -7         11         14          1     153.46      26.94     181.87      -1.29
      3148         -7         11         15          1      12.13      17.02      53.07      -1.97
      3149         -7         11         16          1      69.67      21.71      62.88       1.02
      3150         -7         11         17          1      55.85      20.87      57.00       3.06
      3151         -7         11         18          1      81.24      24.82     104.27      -1.12
      3152         -7         12          1          0     243.30      37.39     245.78      -2.47
      3153         -7         12          2          1      96.28      18.43     121.87       2.55
      3154         -7         12          3          1      31.83      17.62      55.89       0.54
      3155         -7         12          4          0     176.09      28.63     180.79      -1.35
      3156         -7         12          5          1     100.21      19.70      80.56       0.17
      3157         -7         12          6          1      93.71      18.69      86.64       1.63
      3158         -7         12          7          1     100.88      20.17      84.03      -0.44
      3159         -7         12          8          1     106.64      21.82      94.05      -2.30
      3160         -7         12          9          1     256.12      40.81     202.77      -2.36
      3161         -7         12         10          1      37.13      16.96      48.03       1.45
      3162         -7         12         11          1     150.19      26.10     156.11       0.97
      3163         -7         12         12          1      95.54      21.95      93.33      -0.99
      3164         -7         12         13          1      81.17      21.70     109.74      -2.73
      3165         -7         12         14          0      36.70      17.84      19.40      -1.69
      3166         -7         12         15          1     116.89      26.17      92.38       0.07
      3167         -7         12         16          1      32.35      18.11      28.55      -0.61
      3168         -7         12         17          1     103.26      27.02      85.57      -2.87
      3169         -7         12         18          1     110.32      28.16      90.52      -2.22
      3170         -7         13          1          1     193.42      30.81     193.10       0.44
      3171         -7         13          2          1     241.87      37.77     231.77       0.66
      3172         -7         13          3          1      45.59      14.52      31.46      -0.59
      3173         -7         13          4          1      54.46      15.73      51.56       1.85
      3174         -7         13          5          1     182.69      30.46     167.99       1.62
      3175         -7         13          6          1      19.83      15.05      32.65      -0.22
      3176         -7         13          7          1     230.86      37.11     193.38       2.60
      3177         -7         13          8          1     148.81      26.07     148.94       0.68
      3178         -7         13          9          1     150.08      26.32     174.74      -0.33
      3179         -7         13         10          1      73.99      18.72      91.14      -0.84
      3180         -7         13         11          1      19.41      16.92      37.36      -2.28
      3181         -7         13         12          1     165.63      28.84     152.50       1.63
      3182         -7         13         13          0      55.45      17.76      74.31      -1.67
      3183         -7         13         14          1      99.67      22.89      60.73      -1.55
      3184         -7         13         15          1      12.19      17.95      19.49      -0.89
      3185         -7         13         16          1      79.52      22.01      74.33      -2.81
      3186         -7         13         17          1      45.00      19.49      93.91       0.19
      3187         -7         14          1          1     124.26      21.63     119.55      -1.33
      3188         -7         14          2          1     124.80      23.40     153.47      -0.70
      3189         -7         14          3          1     130.07      22.77     116.02       1.21
      3190         -7         14          4          1     119.65      21.60      92.99      -3.03
      3191         -7         14          5          1     140.06      24.29     110.55      -0.92
      3192         -7         14          6          0     132.40      25.03     123.82       1.47
      3193         -7         14          7          0      73.11      18.72      42.64      -2.84
      3194         -7         14          8          1     244.06      39.25     218.49      -2.36
      3195         -7         14          9          1     126.38      22.94     106.68       0.86
      3196         -7         14         10          1      66.84      18.55      79.25       2.40
      3197         -7         14         11          0     181.63      30.49     201.52      -0.07
      3198         -7         14         12          1      38.24      17.95      32.88       2.10
      3199         -7         14         13          1      83.31      21.38      65.38       2.00
      3200         -7         14         14          1      28.15      16.53      31.65       2.07
      3201         -7         14         15          1      50.05      18.03      40.25      -0.37
      3202         -7         14         16          1      90.62      23.52     110.12      -1.01
      3203         -7         14         17          0      80.71      23.52      56.33      -2.71
      3204         -7         15          1          1     131.92      22.91     153.24      -1.41
      3205         -7         15          2          1     150.86      25.17     177.71       0.02
      3206         -7         15          3          0     129.22      22.05     139.30      -1.09
      3207         -7         15          4          1     136.87      23.66     177.37       3.06
      3208         -7         15          5          1     210.24      33.72     237.44      -0.47
      3209         -7         15          6          1     110.87      20.52     147.76       2.06
      3210         -7         15          7          1      66.22      16.78      88.72       2.33
      3211         -7         15          8          1      49.58      16.03      40.72       0.04
      3212         -7         15          9          1     110.74      21.49     108.48      -0.25
      3213         -7         15         10          1      49.00      16.59      66.13      -2.90
      3214         -7         15         11          1      54.09      18.01      41.76      -2.67
      3215         -7         15         12          1     115.94      25.64     109.08       1.99
      3216         -7         15         13          1      59.71      17.42      52.71       0.78
      3217         -7         15         14          1      60.57      18.73      32.38       2.27
      3218         -7         15         15          1     164.44      36.27     149.80      -1.75
      3219         -7         15         16          1     114.44      27.85     122.45       1.15
      3220         -7         16          1          1      74.17      16.76      99.02      -2.68
      3221         -7         16          2          1      14.93      13.83      53.35      -1.91
      3222         -7         16          3          1     112.66      20.62     105.31       2.08
      3223         -7         16          4          1     177.71      30.21     171.17      -1.75
      3224         -7         16          5          1      58.57      14.55      64.30      -1.58
      3225         -7         16          6          1      53.81      14.25      61.87       1.57
      3226         -7         16          7          1      63.04      16.86      88.89      -1.95
      3227         -7         16          8          1      84.76      17.99      82.40       1.01
      3228         -7         16          9          1      23.47      15.39      14.84      -1.33
      3229         -7         16         10          1      41.56      17.42      60.13       1.61
      3230         -7         16         11          1      93.42      22.27      69.96      -0.01
      3231         -7         16         12          1      44.78      17.18      80.95      -1.95
      3232         -7         16         13          1      57.28      18.92      75.01      -2.18
      3233         -7         16         14          1      99.09      23.76      93.01      -2.81
      3234         -7         16         15          1      36.46      18.69      43.17       0.01
      3235         -7         16         16          1      26.73      18.40      37.23      -1.02
      3236         -7         17          1          1     224.85      36.42     198.88       1.20
      3237         -7         17          2          1      77.20      15.91      46.99      -2.59
      3238         -7         17          3          1      28.14      12.04      31.95       1.16
      3239         -7         17          4          1      24.22      12.75      17.89      -1.03
      3240         -7         17          5          1      53.37      14.50      56.86      -3.02
      3241         -7         17          6          0      43.84      13.88      54.30      -0.67
      3242         -7         17          7          1      83.27      18.41      91.44       1.24
      3243         -7         17          8          0      46.12      16.39      64.42      -0.79
      3244         -7         17          9          1     107.54      20.92      92.22       1.24
      3245         -7         17         10          0      57.46      16.45      25.66       1.77
      3246         -7         17         11          1      81.88      19.66      73.70       0.78
      3247         -7         17         12          1       1.41      14.72      26.70       1.93
      3248         -7         17         13          1      44.76      18.22      32.15      -1.99
      3249         -7         17         14          0      55.79      18.25      62.75      -0.73
      3250         -7         18          1          0      57.51      14.05      70.52       1.89
      3251         -7         18          2          1     135.19      25.03     134.58       2.02
      3252         -7         18          3          1     103.15      19.05     113.73       1.09
      3253         -7         18          4          1      40.05      13.28      28.00      -0.69
      3254         -7         18          5          1      61.27      14.27      41.64      -0.50
      3255         -7         18          6          1      31.44      13.73      30.26      -1.31
      3256         -7         18          7          1      43.40      14.33      47.19      -2.97
      3257         -7         18          8          1      54.85      15.44      57.97      -2.07
      3258         -7         18          9          1      58.00      15.87      88.98       0.66
      3259         -7         18         10          1      75.75      18.65      50.18      -0.69
      3260         -7         18         11          1      49.50      15.15      61.86       2.99
      3261         -7         18         12          1      44.38      16.62      25.43      -2.24
      3262         -7         18         13          1      58.59      18.36      59.64       1.41
      3263         -7         18         14          1      42.98      18.37      44.70       0.63
      3264         -7         19          1          1      85.86      16.49      94.92       1.18
      3265         -7         19          2          1      70.93      14.43      62.43      -0.67
      3266         -7         19          4          1      51.93      13.34      65.86      -1.20
      3267         -7         19          5          1      39.73      13.04      20.21       1.55
      3268         -7         19          6          1     106.05      24.20     124.36       0.90
      3269         -7         19          7          1      25.92      13.17      22.64      -2.48
      3270         -7         19          8          1     102.03      22.41      84.94      -1.94
      3271         -7         19          9          1     100.52      22.24      72.52      -1.73
      3272         -7         19         10          1      25.98      13.40      43.47       1.86
      3273         -7         19         11          1      49.06      15.61      82.53      -2.18
      3274         -7         19         12          0      60.73      18.19      70.93       0.65
      3275         -7         19         13          1      17.97      16.57      19.01      -2.53
      3276         -7         20          1          1      81.61      19.59      86.46      -2.64
      3277         -7         20          2          0      91.56      21.14      95.62       1.69
      3278         -7         20          3          1     144.37      31.18     112.34      -0.30
      3279         -7         20          4          1      94.20      21.78     102.73       2.60
      3280         -7         20          5          0     138.63      34.34     159.57       0.39
      3281         -7         20          6          1      11.10      12.86      11.94       0.04
      3282         -7         20          7          1      25.78      15.13      17.06      -2.53
      3283         -7         20          8          0      54.43      15.64      24.87      -2.32
      3284         -7         20          9          1      44.19      14.70      64.28      -0.52
      3285         -7         20         10          1      60.97      16.20      46.16      -0.76
      3286         -7         20         11          1      90.34      22.39      65.97       2.74
      3287         -7         20         12          1      45.36      16.17      34.06       0.39
      3288         -7         21          1          1     120.17      27.08      97.26       0.03
      3289         -7         21          2          1      95.12      21.97     113.26      -1.32
      3290         -7         21          3          1      83.85      19.99      68.57       1.54
      3291         -7         21          4          1      86.78      20.99      69.76       0.65
      3292         -7         21          5          1      43.24      12.47      37.63      -1.21
      3293         -7         21          6          1      44.15      13.19      15.57       2.69
      3294         -7         21          7          1      61.56      16.27      53.94       2.43
      3295         -7         21          8          1      16.14      10.73      13.02      -0.46
      3296         -7         21          9          1      38.17      13.17      60.46      -2.88
      3297         -7         21         10          1     131.89      29.44     116.35       1.32
      3298         -7         22          1          1      23.27       8.86      27.59      -0.27
      3299         -7         22          2          1      22.65       7.73      33.70       0.57
      3300         -7         22          3          1      72.54      17.46      76.46       0.15
      3301         -7         22          4          1      43.82      12.79      30.87      -1.11
      3302         -7         22          5          1      48.85      13.24      36.41      -0.50
      3303         -7         22          6          1      68.70      16.91      70.71      -1.89
      3304         -7         22          7          1      63.31      15.63      58.12      -0.41
      3305         -7         22          8          1      31.05      11.68      41.31      -2.59
      3306         -7         22          9          1      22.73      12.04      38.41      -0.40
      3307         -7         23          1          1      22.67      12.20      41.85      -0.39
      3308         -7         23          2          1      65.83      19.52      54.13      -1.62
      3309         -7         23          3          1      37.57      17.21      40.56       0.68
      3310         -7         23          4          1      29.20      12.46      14.17      -2.76
      3311         -7         23          5          1      26.22       8.44      36.05       1.86
      3312         -7         23          6          1      45.86      12.37      56.83       0.43
      3313         -7         23          7          1      24.83      10.98      29.46      -0.16
      3314         -6          0          1          1      82.42      21.74     107.40       3.14
      3315         -6          0          2          1      63.50      19.71     153.56       3.14
      3316         -6          0          3          1     186.12      37.00     209.54       3.14
      3317         -6          0          4          1     101.57      22.74     145.22       0.00
