                    h          k          l         FP      SIGFP      FCalc    PHICalc
      1646        -11         27          9     121.11       0.90     115.70       0.13
      1647        -11         28          1      27.39       0.92      48.07       1.22
      1648        -11         28          2     112.32       1.29      76.18      -1.71
      1649        -11         28          3     131.40       0.92     165.26      -0.96
      1650        -11         28          5     221.29       0.91     181.27       1.74
      1651        -11         28          7     110.03       0.91     139.24      -2.23
      1652        -11         28          9     146.24       0.90     198.76      -1.35
      1653        -11         29          2     192.16       1.29     215.04      -0.07
      1654        -11         29          3     159.08       0.92     183.71       0.73
      1655        -11         29          5     171.18       0.91     113.34      -1.32
      1656        -11         29          9      88.13       0.90      96.61      -3.08
      1657        -11         30          1     144.26       1.29     143.15      -2.27
      1658        -11         30          2      91.25       1.28      77.51      -0.89
      1659        -11         30          3     326.11       0.91     232.09      -0.40
      1660        -11         30          5     104.72       0.91      92.30      -1.51
      1661        -11         30          7      83.56       0.90     116.59      -0.02
      1662        -11         31          1     117.17       0.92      75.04      -2.51
      1663        -11         31          3     102.46       0.91      94.48      -0.36
      1664        -11         31          7      83.91       0.90      91.08       0.74
      1665        -11         31          9      95.57       0.90     103.22       1.23
      1666        -11         32          1     141.90       0.92      59.56       1.67
      1667        -11         32          3      85.46       0.91     115.98      -2.12
      1668        -11         32          7      82.01       0.90      38.11       1.08
      1669        -11         33          1      45.38       0.92      89.25      -1.71
      1670        -11         33          3     140.38       0.91      74.83      -0.06
      1671        -11         33          7      71.00       0.90      83.52      -1.61
      1672        -11         33          9     176.51       0.90     186.47       2.00
      1673        -11         34          1     158.20       0.92     104.14       1.64
      1674        -11         34          3     145.65       0.91      95.98       1.93
      1675        -11         34          7     178.45       0.90     224.97       1.71
      1676        -11         34          9     118.95       0.90     154.41      -1.85
      1677        -11         35          1      97.74       0.91      86.49       2.67
      1678        -11         35          3     150.46       0.91     212.37      -2.63
      1679        -11         35          5      62.24       0.90     123.21      -1.28
      1680        -11         35          7     171.83       0.90     160.93      -1.22
      1681        -11         35          9      81.49       0.89      81.49      -0.72
      1682        -11         36          1     125.00       0.91     111.37      -2.95
      1683        -11         36          3      99.72       0.91      83.72       2.76
      1684        -11         36          5     277.59       0.90     269.51      -0.60
      1685        -11         36          7     149.34       0.90     135.67      -0.12
      1686        -11         36          8     186.77       0.90     152.23       2.84
      1687        -11         37          1     118.17       0.91     122.64       0.65
      1688        -11         37          3      61.34       0.91      91.15       0.16
      1689        -11         37          5     119.82       0.90      81.22       2.41
      1690        -11         37          6      50.67       0.90      96.12      -1.76
      1691        -11         37          7     229.07       0.90     261.51       1.54
      1692        -11         38          1     125.37       0.91     174.86       0.93
      1693        -11         38          3      38.27       0.90      29.22       1.89
      1694        -11         38          5     109.66       0.90      64.06       1.68
      1695        -11         38          7      70.43       0.89      92.12      -0.98
      1696        -11         38          8     161.42       0.89     130.25       2.43
      1697        -11         39          1     125.19       0.91     150.21       2.59
      1698        -11         39          3     168.58       0.90     165.18       0.03
      1699        -11         39          7      90.08       0.89     132.66      -2.82
      1700        -11         40          1      60.28       0.91      53.64       0.93
      1701        -11         40          2     108.40       0.90     101.16      -0.50
      1702        -11         40          3     140.00       0.90     172.59      -2.15
      1703        -11         40          7      43.01       0.89      63.06      -3.03
      1704        -11         41          1     135.41       0.91     131.25      -0.66
      1705        -11         41          2      81.22       0.90     126.13       2.99
      1706        -11         41          3     122.58       0.90     123.23      -1.48
      1707        -11         41          5     130.56       0.90     124.04       2.67
      1708        -11         41          7      93.54       0.89     104.34      -1.02
      1709        -11         42          1     119.45       0.90     115.70      -1.59
      1710        -11         42          2      44.83       0.90      96.33      -2.02
      1711        -11         42          3      70.59       0.90      82.80       1.31
      1712        -11         42          7      92.15       0.89      93.67      -0.70
      1713        -11         43          1     165.69       0.90     173.08       2.63
      1714        -11         43          2      71.86       0.90      94.55      -2.24
      1715        -11         43          3     186.82       0.90     202.37      -1.60
      1716        -11         43          5     138.00       0.89     122.03      -0.68
      1717        -11         44          1     113.91       0.90     126.03      -0.62
      1718        -11         44          2     125.06       0.90     101.00      -2.51
      1719        -11         44          3     133.90       0.90     107.91       2.51
      1720        -11         44          5     121.82       0.89      99.22      -1.83
      1721        -11         45          1      63.93       0.90      54.04       1.41
      1722        -11         45          2      69.11       0.90      46.50      -1.86
      1723        -11         45          3     188.97       0.89     222.70       2.11
      1724        -11         45          5      79.00       0.89      93.44      -0.33
      1725        -11         46          1      60.49       0.90      94.10      -1.89
      1726        -11         46          2     111.01       0.90     195.41       0.21
      1727        -11         46          3      91.73       0.89      76.71      -2.35
      1728        -11         47          1     166.88       0.90     172.68      -0.54
      1729        -11         47          3      74.80       0.89      48.85       2.97
      1730        -11         47          5     137.76       0.89     112.51      -0.96
      1731        -11         48          1      73.62       0.90     101.83       2.32
      1732        -11         48          3      70.49       0.89      65.86       0.27
      1733        -11         49          1      85.46       0.89      71.30       1.93
      1734        -11         49          2     125.01       0.89     132.61      -2.17
      1735        -11         49          3     123.56       0.89     125.48      -0.82
      1736        -11         50          1      86.01       0.89     115.05       2.32
      1737        -11         50          2      60.39       0.89      67.23       0.20
      1738        -10          0          1     273.72       1.50     200.40       0.00
      1739        -10          0          2     196.30       1.49      55.95       0.00
      1740        -10          0          3     226.16       0.93     192.75       3.14
      1741        -10          0          4     320.13       1.48     240.04       0.00
      1742        -10          0          5     141.12       1.39     130.05       3.14
      1743        -10          0          7     165.06       0.92     209.30       0.00
      1744        -10          1          1     510.50       0.93     543.75       2.63
      1745        -10          1          2     128.72       1.49     146.26      -1.53
      1746        -10          1          3     528.80       0.93     485.81      -1.41
      1747        -10          1          4     187.73       1.48     218.11       2.41
      1748        -10          1          5      77.96       1.39      67.36      -1.67
      1749        -10          1          6     181.75       0.92     167.35       0.50
      1750        -10          1          7     185.77       0.92     189.45       1.30
      1751        -10          2          1     185.36       0.93     193.14      -1.56
      1752        -10          2          2     233.01       0.93     258.31      -0.01
      1753        -10          2          3     191.47       0.93     216.18      -0.66
      1754        -10          2          4     125.06       1.48     141.41       1.69
      1755        -10          2          5     203.07       1.39     214.42      -1.91
      1756        -10          2          6     234.88       1.38     241.38      -1.21
      1757        -10          2          7     199.93       0.92     200.49      -3.05
      1758        -10          2         11      49.70       0.91      66.34       1.08
      1759        -10          3          1     454.99       0.93     518.41      -0.54
      1760        -10          3          2     152.19       0.93     206.83       2.49
      1761        -10          3          3     235.88       0.93     257.28       2.54
      1762        -10          3          4     326.10       1.48     306.08       2.77
      1763        -10          3          5     241.05       0.92     191.40       0.17
      1764        -10          3          6     373.23       0.92     265.61       0.44
      1765        -10          3          7     244.83       0.92     267.99       0.02
      1766        -10          4          1     348.40       0.93     301.87       1.65
      1767        -10          4          2     157.85       0.93     181.65      -1.81
      1768        -10          4          3     109.74       0.93     181.74      -3.09
      1769        -10          4          4     531.62       0.93     497.98       2.93
      1770        -10          4          5     111.77       1.39     113.09       1.40
      1771        -10          4          6     262.22       0.92     244.10       1.02
      1772        -10          4          7     125.80       0.92     108.96      -1.89
      1773        -10          4         11     123.59       0.91     103.46       1.67
      1774        -10          5          1     138.47       0.93     178.34       0.65
      1775        -10          5          2     215.03       0.93     264.49       2.31
      1776        -10          5          3      82.50       0.93     105.49      -1.23
      1777        -10          5          4     558.77       0.93     553.03      -2.16
      1778        -10          5          5     113.05       1.39     100.88      -0.68
      1779        -10          5          6     335.12       0.92     335.30      -0.66
      1780        -10          5          7     247.79       0.92     206.28       2.24
      1781        -10          5          9     100.44       0.92      66.84      -2.08
      1782        -10          5         11     128.87       0.91      96.74       1.17
      1783        -10          6          1     251.95       0.93     331.12       0.15
      1784        -10          6          2      57.56       1.49      80.45      -0.33
      1785        -10          6          3     162.28       0.93     113.54      -3.07
      1786        -10          6          4     178.25       0.93     233.97      -1.23
      1787        -10          6          5     250.17       0.92     182.60       0.02
      1788        -10          6          6     127.51       0.92     170.68       0.05
      1789        -10          6          7     247.83       0.92     222.10       0.88
      1790        -10          6          9     203.96       0.92     234.03      -2.74
      1791        -10          6         11     149.75       0.91     130.97       1.08
      1792        -10          7          1     128.14       0.93     140.98      -1.67
      1793        -10          7          2     309.36       1.49     340.32       3.14
      1794        -10          7          3     133.54       0.93     115.56      -2.28
      1795        -10          7          4     333.81       0.93     388.51       0.35
      1796        -10          7          5     226.36       0.92     198.01      -3.05
      1797        -10          7          6      99.83       0.92     107.56       0.16
      1798        -10          7          7     105.31       0.92     107.15      -1.99
      1799        -10          7          9     213.80       0.92     236.03       1.28
      1800        -10          8          1     195.89       0.93     168.88      -1.71
      1801        -10          8          2     351.81       1.49     425.06      -2.37
      1802        -10          8          3     400.88       0.93     428.61      -0.21
      1803        -10          8          4     287.23       0.93     224.03       1.76
      1804        -10          8          5     254.28       0.92     158.63       2.54
      1805        -10          8          6     146.42       0.92     198.71      -0.79
      1806        -10          8          7     293.12       0.92     308.99      -0.54
      1807        -10          8          9     117.95       0.92      96.55      -1.28
      1808        -10          9          1      96.79       0.93     184.58      -0.85
      1809        -10          9          2     360.63       1.49     400.51      -1.26
      1810        -10          9          3     448.18       0.93     502.90       1.64
      1811        -10          9          4     268.90       0.93     248.83       0.46
      1812        -10          9          5     204.52       0.92     277.21      -0.08
      1813        -10          9          6      55.36       0.92      29.59       0.91
      1814        -10          9          7      97.61       0.92     115.21      -0.36
      1815        -10          9          9      89.35       0.92     103.89       1.58
      1816        -10         10          1     314.71       0.93     350.17       0.92
      1817        -10         10          2     108.85       1.49     145.69      -1.18
      1818        -10         10          3     277.86       0.93     293.55       1.29
      1819        -10         10          4      52.65       1.39      60.95      -1.27
      1820        -10         10          5     109.19       0.92     117.76       0.56
      1821        -10         10          6     270.18       1.38     296.74       1.69
      1822        -10         10          7     110.90       0.92     141.37      -2.26
      1823        -10         10          9     197.95       0.92      87.22      -2.91
      1824        -10         10         11     215.05       0.91     247.30       2.23
      1825        -10         11          1     309.74       0.93     364.32      -0.98
      1826        -10         11          2     384.07       1.49     411.36      -0.91
      1827        -10         11          3     662.43       0.93     536.75      -2.53
      1828        -10         11          4     281.00       0.92     287.06      -2.83
      1829        -10         11          5     183.05       0.92     151.36      -1.67
      1830        -10         11          6     162.00       1.38     157.91      -2.38
      1831        -10         11          7     100.75       0.92     122.59      -0.30
      1832        -10         11          9     105.02       0.91     178.57       2.18
      1833        -10         11         11     142.12       0.91      87.83      -0.35
      1834        -10         12          1     309.13       0.93     325.60      -1.53
      1835        -10         12          2     384.18       1.49     456.52       2.24
      1836        -10         12          3     569.72       0.93     565.72       2.06
      1837        -10         12          4     353.45       1.39     363.67       0.25
      1838        -10         12          5     360.87       0.92     384.56      -1.61
      1839        -10         12          7     201.97       0.92     161.44       1.61
      1840        -10         12          9      84.85       0.91      86.21      -2.91
      1841        -10         13          1     520.41       0.93     476.59       1.91
      1842        -10         13          2     520.11       1.49     541.69       2.26
      1843        -10         13          3     192.62       0.93      96.20      -2.23
      1844        -10         13          4     150.44       1.39      91.93       1.73
      1845        -10         13          5     187.86       0.92     224.92       2.87
      1846        -10         13          7      82.31       0.92      90.37      -2.66
      1847        -10         13          8     123.07       0.92      93.44      -2.73
      1848        -10         13          9     181.14       0.91     177.65      -2.70
      1849        -10         14          1     722.61       0.93     675.62      -2.90
      1850        -10         14          2     314.71       0.93     422.57      -1.00
      1851        -10         14          3     302.54       0.93     249.21       1.61
      1852        -10         14          4     183.25       1.39     185.53       2.13
      1853        -10         14          5     347.52       0.92     326.89      -0.76
      1854        -10         14          9      99.93       0.91     170.36       2.58
      1855        -10         14         11      85.30       0.91     131.30      -2.51
      1856        -10         15          1      79.77       0.93     113.65       2.09
      1857        -10         15          2     260.15       1.48     266.68      -1.02
      1858        -10         15          3     318.75       0.93     354.70       1.94
      1859        -10         15          4     208.90       0.92     215.56      -2.37
      1860        -10         15          5     165.10       0.92     237.96      -1.05
      1861        -10         15          6     111.25       1.38      37.97       1.08
      1862        -10         15          7     146.48       0.92     160.38       1.14
      1863        -10         15          9     138.13       0.91     122.77       2.38
      1864        -10         15         11     138.47       0.91     211.50      -2.51
      1865        -10         16          1     109.58       0.93     117.34       2.51
      1866        -10         16          2     220.66       1.39     204.82       0.81
      1867        -10         16          3     157.89       0.92     128.03      -2.22
      1868        -10         16          4     367.36       0.92     380.27      -1.19
      1869        -10         16          5     273.87       0.92     249.94      -1.35
      1870        -10         16          7      98.48       0.92      71.35       0.67
      1871        -10         16          8      45.62       0.91      66.29       1.16
      1872        -10         16          9      65.24       0.91      67.47      -2.96
      1873        -10         17          1     364.80       0.93     378.44      -1.31
      1874        -10         17          2     168.71       0.93     154.14       1.37
      1875        -10         17          3     391.30       0.92     467.04      -1.52
      1876        -10         17          4      68.32       0.92      92.75      -2.72
      1877        -10         17          5     243.26       0.92     246.81       1.99
      1878        -10         17          6      34.41       0.92      42.41       1.82
      1879        -10         17          7      63.17       0.92     103.87       0.88
      1880        -10         17          9     121.55       0.91     177.84      -0.84
      1881        -10         18          1     628.58       0.93     626.28      -3.06
      1882        -10         18          3     214.32       0.92     261.41      -0.11
      1883        -10         18          4     354.90       0.92     366.98       0.81
      1884        -10         18          5      70.12       0.92      79.46       2.25
      1885        -10         18          7     166.05       0.91     203.54       2.97
      1886        -10         18          9      68.25       0.91      94.53       0.26
      1887        -10         19          1     196.91       0.93     185.40      -2.87
      1888        -10         19          2      36.19       0.93      55.51       0.68
      1889        -10         19          3     192.38       0.92     263.82       0.18
      1890        -10         19          5     430.55       0.92     433.09       2.64
      1891        -10         19          7     169.68       0.91     158.32      -2.19
      1892        -10         19          9     108.45       0.91     121.42      -1.19
      1893        -10         19         11     159.07       0.91     102.55       1.86
      1894        -10         20          1     417.83       0.93     479.81       1.27
      1895        -10         20          2     140.32       0.92     180.48       1.18
      1896        -10         20          3     259.39       0.92     236.99      -0.77
      1897        -10         20          4     310.87       0.92     244.26      -2.69
      1898        -10         20          5     126.37       0.92      75.16      -2.52
      1899        -10         20          7     114.83       0.91     114.74      -1.23
      1900        -10         20          8     164.55       0.91     108.73      -1.29
      1901        -10         20          9     113.28       0.91     104.64       1.27
      1902        -10         21          1     215.61       0.93     172.01       0.50
      1903        -10         21          2     298.91       0.92     291.91       1.74
      1904        -10         21          3     162.96       0.92     190.49       2.33
      1905        -10         21          4     165.47       0.92     140.00       2.60
      1906        -10         21          5     161.67       0.92     113.85       0.97
      1907        -10         21          7      85.17       0.91     138.01      -2.66
      1908        -10         21          9      80.92       0.91      89.49      -0.37
      1909        -10         22          1     234.60       0.93     282.82      -0.08
      1910        -10         22          2     285.92       0.92     273.31       2.71
      1911        -10         22          3     209.52       0.92     135.89       3.02
      1912        -10         22          4     134.93       0.92      88.06       1.57
      1913        -10         22          5     223.01       0.92     201.14       1.79
      1914        -10         22          7     128.69       0.91     139.05       1.69
      1915        -10         22          9     163.97       0.91     267.05      -1.93
      1916        -10         23          1      76.44       0.93      84.59       0.69
      1917        -10         23          2     232.15       0.92     233.29      -0.13
      1918        -10         23          3     186.88       0.92     195.38      -0.57
      1919        -10         23          5     136.22       0.92     124.73      -2.83
      1920        -10         23          7     109.35       0.91      98.28      -0.76
      1921        -10         23          8     184.61       0.91     236.52      -2.42
      1922        -10         23          9     124.89       0.91     153.19      -2.59
      1923        -10         23         11     242.32       0.90     239.05       0.94
      1924        -10         24          1     132.21       0.92      85.44       0.79
      1925        -10         24          2     371.88       0.92     458.51      -0.91
      1926        -10         24          3     193.33       0.92     134.37       2.79
      1927        -10         24          4     107.37       1.38     114.42       1.83
      1928        -10         24          5     147.44       0.91     139.40       0.43
      1929        -10         24          7     192.93       0.91     248.53      -1.25
      1930        -10         24          9     177.56       0.91     173.13      -0.10
      1931        -10         25          1     289.85       0.92     282.67      -2.04
      1932        -10         25          2     305.22       0.92     311.23       2.65
      1933        -10         25          3      49.41       1.38      96.35      -2.81
      1934        -10         25          4     163.61       1.37      80.35       2.11
      1935        -10         25          5     152.05       0.91     174.19       0.68
      1936        -10         25          7      93.60       0.91     108.23       1.65
      1937        -10         25          9     109.17       0.91     145.99       0.76
      1938        -10         26          1     164.90       0.92     154.23       0.28
      1939        -10         26          2     236.84       1.38     284.15       1.91
      1940        -10         26          3     279.77       1.38     251.74      -1.67
      1941        -10         26          5     266.56       0.91     225.71       2.67
      1942        -10         26          7     156.30       0.91     181.36      -2.79
      1943        -10         27          1     230.74       0.92     220.92       0.26
      1944        -10         27          2     202.49       1.38     181.39      -1.93
      1945        -10         27          3     110.91       0.92      69.35      -0.29
      1946        -10         27          5     255.89       0.91     208.21       2.77
      1947        -10         27          7     340.70       0.91     324.16      -1.76
      1948        -10         28          1     292.29       0.92     267.45       1.34
      1949        -10         28          3     249.79       0.92     241.75       1.18
      1950        -10         28          5     184.57       0.91     163.02       0.76
      1951        -10         28          7     165.32       0.91      97.78       0.49
      1952        -10         29          1     203.02       0.92     197.63       1.78
      1953        -10         29          2       3.39       1.38      74.77      -1.41
      1954        -10         29          3     230.68       0.91     223.63       0.86
      1955        -10         29          4     219.13       1.28     259.17       2.14
      1956        -10         29          5     110.38       1.27     129.59      -1.93
      1957        -10         29          7     182.08       0.91     214.30       0.49
      1958        -10         30          1     224.84       0.92     278.14      -2.79
      1959        -10         30          3     155.59       0.91     149.56      -1.26
      1960        -10         30          7     148.30       0.90     121.87      -2.85
      1961        -10         31          1      91.68       0.92      43.58       2.56
      1962        -10         31          3     177.31       0.91     122.75       2.95
      1963        -10         31          5     259.84       1.27     228.33      -0.03
      1964        -10         31          6     146.28       0.91     110.57      -0.88
      1965        -10         31          7      76.10       0.90     191.87       1.61
      1966        -10         32          1     123.66       0.92     143.57      -0.59
      1967        -10         32          3     143.56       0.91     142.97       1.16
      1968        -10         32          5     117.25       0.91     116.47       0.73
      1969        -10         32          6     228.07       0.90     270.62       1.77
      1970        -10         32          7     114.28       0.90     121.95       1.91
      1971        -10         33          1     176.05       0.92     219.82      -2.11
      1972        -10         33          3     138.10       0.91      69.06       1.45
      1973        -10         33          7     132.35       0.90     171.25       2.93
      1974        -10         34          1     120.33       0.91      85.98       2.92
      1975        -10         34          2     220.81       1.28     131.72      -2.77
      1976        -10         34          3     225.83       0.91     182.61      -1.91
      1977        -10         34          5     114.69       0.90      64.28      -0.46
      1978        -10         34          7     166.30       0.90     125.26      -0.34
      1979        -10         35          1     123.00       0.91      89.28       2.43
      1980        -10         35          3      31.42       0.91      91.99      -1.03
      1981        -10         35          6     111.57       0.90      65.18       2.95
      1982        -10         35          7      76.16       0.90      55.03       2.45
      1983        -10         36          1      69.39       0.91      74.57       1.31
      1984        -10         36          3     164.03       0.91     199.23       0.80
      1985        -10         36          5      75.14       0.90      79.37       2.54
      1986        -10         36          7      66.63       0.90      38.14      -1.92
      1987        -10         37          1      47.99       0.91      30.40      -1.67
      1988        -10         37          2     119.31       0.91     129.75       0.43
      1989        -10         37          3      92.08       0.91     144.78       2.62
      1990        -10         37          5     120.08       0.90     138.28      -3.13
      1991        -10         38          1     121.21       0.91      34.41      -2.17
      1992        -10         38          2     232.01       0.91     170.84       2.94
      1993        -10         38          3     165.01       0.90     144.78       2.12
      1994        -10         38          5     133.85       0.90     158.36      -1.21
      1995        -10         38          7      75.66       0.90      80.95      -2.50
      1996        -10         39          1     109.14       0.91     125.76       1.59
      1997        -10         39          2      89.17       0.91     130.78       1.29
      1998        -10         39          3     230.85       0.90     232.35      -1.08
      1999        -10         39          5      95.84       0.90     129.45      -2.36
      2000        -10         39          7     130.90       0.89     191.53       1.22
      2001        -10         40          1     150.04       0.91     152.30       1.91
      2002        -10         40          2     122.03       0.90     107.16      -0.25
      2003        -10         40          3     125.75       0.90     103.34       1.67
      2004        -10         40          5      71.84       0.90      96.98       1.74
      2005        -10         41          1      81.83       0.91      43.26      -1.83
      2006        -10         41          2     237.55       0.90     232.86      -0.58
      2007        -10         41          3      88.30       0.90      93.03       2.31
      2008        -10         41          5      73.34       0.90      78.13       1.46
      2009        -10         41          7     112.05       0.89     142.54      -1.79
      2010        -10         42          1     133.30       0.90     172.64      -1.26
      2011        -10         42          2     229.06       0.90     205.28      -0.60
      2012        -10         42          3     106.04       0.90     100.37      -0.16
      2013        -10         42          7      68.79       0.89      58.44      -0.86
      2014        -10         43          1      96.72       0.90      77.78      -0.47
      2015        -10         43          2     116.41       0.90      96.07       2.30
      2016        -10         43          3      80.83       0.90      69.58      -0.33
      2017        -10         43          5      96.22       0.89      63.45       1.79
      2018        -10         43          7      71.79       0.89     143.08       1.02
      2019        -10         44          1     134.30       0.90     125.89      -0.63
      2020        -10         44          3      98.70       0.90      74.62      -3.03
      2021        -10         44          5     118.16       0.89      67.73      -0.58
      2022        -10         44          7      47.90       0.89      71.91      -0.67
      2023        -10         45          1      95.23       0.90     106.42       1.30
      2024        -10         45          2      34.16       0.90      57.49      -1.42
      2025        -10         45          3     139.57       0.89      91.46      -2.08
      2026        -10         45          5      86.82       0.89     107.60      -1.22
      2027        -10         46          1     114.63       0.90     142.35       2.38
      2028        -10         46          3     162.90       0.89     122.16      -1.90
      2029        -10         46          5     136.22       0.89     169.00       1.62
      2030        -10         47          1     122.76       0.90     120.44      -1.31
      2031        -10         47          2     132.86       0.89     121.07      -2.40
      2032        -10         47          3      91.42       0.89      74.29       2.45
      2033        -10         47          5     124.28       0.89      78.10       0.86
      2034        -10         48          1     145.88       0.89     107.29       0.88
      2035        -10         48          2      92.30       0.89      59.38       0.08
      2036        -10         48          3     108.86       0.89      88.86       0.67
      2037        -10         49          1      78.83       0.89      95.18      -1.91
      2038        -10         49          2     132.55       0.89     152.36       1.74
      2039        -10         49          3     111.14       0.89      87.78       1.67
      2040        -10         50          1      69.68       0.89     107.27      -0.78
      2041        -10         50          2      73.74       0.89      55.68      -2.53
      2042        -10         50          3     116.69       0.89      80.31       1.91
      2043        -10         51          1      57.18       0.89      29.37       0.89
      2044        -10         51          2     153.06       0.89     124.91       2.36
      2045         -9          0          1     121.57       1.49     106.99       3.14
      2046         -9          0          2     480.01       1.49     619.38       0.00
      2047         -9          0          3     601.00       0.93     650.95       0.00
      2048         -9          0          4     588.77       1.48     521.16       0.00
      2049         -9          0          5     139.93       1.48     127.80       3.14
      2050         -9          0          6     106.05       1.38      45.69       3.14
      2051         -9          0          7      53.16       0.92      73.69       0.00
      2052         -9          0          9      95.85       1.29      47.65       3.14
      2053         -9          1          1     198.98       0.93     325.35       0.20
      2054         -9          1          2     269.71       1.49     350.65       3.01
      2055         -9          1          3     369.94       0.93     314.70      -1.65
      2056         -9          1          4     387.90       1.48     412.26       2.14
      2057         -9          1          5     360.70       0.92     338.69       0.53
      2058         -9          1          6     294.43       0.92     269.69      -0.80
      2059         -9          1          7      82.63       0.92     115.96       2.97
      2060         -9          2          1     133.80       0.93     131.60       2.79
      2061         -9          2          2     258.61       0.93     250.64       3.13
      2062         -9          2          3      86.02       0.93     127.01       1.78
      2063         -9          2          4     464.99       1.48     533.44      -2.14
      2064         -9          2          5     230.83       0.92     294.53      -0.21
      2065         -9          2          6     479.18       0.92     463.05       2.14
      2066         -9          2          7     340.56       0.92     265.22       3.13
      2067         -9          2          9     100.16       1.29     122.06       0.08
      2068         -9          2         11      78.00       0.92      89.08       0.38
      2069         -9          3          1     144.52       0.93     229.83       0.79
      2070         -9          3          2     211.19       0.93     260.77       0.85
      2071         -9          3          3     167.85       0.93     206.49       0.56
      2072         -9          3          4     401.46       0.93     440.75      -2.21
      2073         -9          3          5     320.51       0.92     343.03      -0.84
      2074         -9          3          6     334.90       0.92     307.21       1.72
      2075         -9          3          7     202.27       0.92     226.73      -0.28
      2076         -9          3          9     204.98       0.92     246.89      -1.59
      2077         -9          3         11     138.68       0.92     217.25       2.29
      2078         -9          4          1     350.33       0.93     496.70       1.59
      2079         -9          4          2     289.18       0.93     287.13      -1.95
      2080         -9          4          3     220.77       0.93     210.59      -1.88
      2081         -9          4          4     380.19       1.48     457.82      -1.00
      2082         -9          4          5     117.42       0.92     117.06       2.86
      2083         -9          4          6     214.90       0.92     212.26       0.18
      2084         -9          4          7     253.36       0.92     199.75       1.74
      2085         -9          4          9     149.70       0.92     192.48       0.61
      2086         -9          4         11     113.13       0.92      58.09      -1.19
      2087         -9          5          1     120.58       0.93     127.50       2.13
      2088         -9          5          2     410.71       0.93     447.54      -1.83
      2089         -9          5          3     116.17       0.93      91.54      -2.33
      2090         -9          5          4     207.90       0.93     334.78      -1.10
      2091         -9          5          5     444.38       0.92     455.30       2.68
      2092         -9          5          6     238.76       0.92     272.04       0.48
      2093         -9          5          7     180.39       0.92     114.46       1.95
      2094         -9          6          1     343.20       0.93     242.18       1.01
      2095         -9          6          2     304.24       1.49     316.04      -1.31
      2096         -9          6          3     143.16       0.93     150.52       0.82
      2097         -9          6          4     168.21       0.93     240.71       2.34
      2098         -9          6          5     111.00       0.92     186.06      -0.02
      2099         -9          6          6     217.68       0.92     259.91       0.92
      2100         -9          6          7     110.93       0.92      73.29      -0.80
      2101         -9          6          9     143.04       0.92     167.33       2.17
      2102         -9          7          1      48.14       0.93      56.42       2.61
      2103         -9          7          2     213.08       0.93     233.26       0.57
      2104         -9          7          3     263.60       0.93     369.58       2.64
      2105         -9          7          4      99.27       0.93     106.66       0.96
      2106         -9          7          5     192.01       0.92     229.50       0.37
      2107         -9          7          7     232.30       0.92     153.74       2.44
      2108         -9          7          9     145.94       0.92     111.93       2.37
      2109         -9          7         11     105.37       0.91     134.77       2.05
      2110         -9          8          1     194.17       0.93     175.13       1.25
      2111         -9          8          2     131.90       0.93     223.06      -0.26
      2112         -9          8          3     206.55       0.93     245.41      -2.84
      2113         -9          8          4     328.65       1.48     301.57       0.92
      2114         -9          8          5      52.56       0.92      85.36       1.26
      2115         -9          8          7     124.49       0.92     191.32       1.78
      2116         -9          8         11     159.48       0.91     177.98       1.77
      2117         -9          9          1     137.05       0.93     229.30       0.62
      2118         -9          9          2     292.73       0.93     269.35      -0.71
      2119         -9          9          3     334.68       0.93     300.37       2.03
      2120         -9          9          4      19.99       0.93     105.01      -2.48
      2121         -9          9          5     274.26       0.92     331.02      -2.11
      2122         -9          9          7     205.40       0.92     144.66      -0.61
      2123         -9          9          9     116.42       0.92     145.40       0.93
      2124         -9         10          1     321.99       0.93     402.04      -0.54
      2125         -9         10          2     261.85       0.93     257.05      -3.09
      2126         -9         10          3     343.37       0.93     348.37      -0.99
      2127         -9         10          4     212.78       1.48     200.95       2.71
      2128         -9         10          5     360.66       0.92     356.08      -0.66
      2129         -9         10          6      64.76       1.38     126.48       0.51
      2130         -9         10          7     112.54       1.38      78.23      -1.50
      2131         -9         10          9     244.67       0.92     246.43      -1.44
      2132         -9         11          1     117.38       0.93     137.32      -1.07
      2133         -9         11          2     146.44       0.93     140.33      -1.77
      2134         -9         11          3     132.36       0.93     206.37       2.52
      2135         -9         11          4     578.43       1.48     629.54       1.26
      2136         -9         11          5     344.55       0.92     372.04       0.24
      2137         -9         11          7     162.04       1.38     133.44      -2.34
      2138         -9         11          8      95.42       0.92     125.56      -2.86
      2139         -9         11         11     131.44       0.91      66.42       0.60
      2140         -9         12          1     129.90       0.93     170.90       1.17
      2141         -9         12          2     438.84       0.93     404.60      -0.39
      2142         -9         12          3     154.72       0.93     262.91       1.43
      2143         -9         12          5     108.01       0.92     147.72       3.14
      2144         -9         12          6     221.37       1.38     199.11       2.04
      2145         -9         12          7     114.93       0.92      98.50       0.71
      2146         -9         12          8      95.29       0.92      97.45       2.41
      2147         -9         13          1     256.23       0.93     186.90      -1.08
      2148         -9         13          2     291.59       0.93     317.91      -2.84
      2149         -9         13          3     423.39       0.93     440.90      -2.84
      2150         -9         13          5     438.82       0.92     434.35       0.57
      2151         -9         13          7     257.30       0.92     247.28       1.12
      2152         -9         13          9     248.56       0.92     275.57      -3.04
      2153         -9         14          1     531.45       0.93     558.81      -2.07
