                    h          k          l         FP      SIGFP      FCalc    PHICalc
      2644        -18         11         10      28.40       4.72      28.08      -1.80
      2645        -18         11         11      71.46       4.19      86.35       1.33
      2646        -18         11         12      32.78       5.02      40.34      -0.96
      2647        -18         11         13      31.14       4.44      14.49       2.27
      2648        -18         11         14      31.16       3.33      56.89       2.52
      2649        -18         11         15      35.14       5.24      18.56      -0.21
      2650        -18         11         16      27.13       3.76      19.66      -2.86
      2651        -18         11         17      29.00       7.88      62.21       2.60
      2652        -18         11         18      26.58       3.82      34.43      -0.62
      2653        -18         11         19      29.72       8.11      61.86       0.72
      2654        -18         11         20      38.66      12.40      35.18      -3.09
      2655        -18         11         21      35.02       8.73      48.57       1.37
      2656        -18         11         22      26.36       6.76      34.39      -2.13
      2657        -18         11         23      34.86      10.70      66.78      -0.88
      2658        -18         11         25      26.65       2.54      41.22      -2.94
      2659        -18         11         26      35.79       3.00      19.22       2.83
      2660        -18         11         27      32.46       6.53      51.73      -1.78
      2661        -18         11         28      37.75       5.72      10.27       0.67
      2662        -18         11         29      29.07       7.00      36.21      -2.77
      2663        -18         12          1      38.35       5.05      56.88       0.63
      2664        -18         12          2      24.88       8.06      19.02       1.14
      2665        -18         12          3      28.13       5.34      36.54       0.76
      2666        -18         12          4      30.87       7.23      42.40       0.85
      2667        -18         12          5      29.15       7.83      36.22       1.29
      2668        -18         12          6      25.96       4.76      23.14      -1.77
      2669        -18         12          7      25.60       5.25      22.87      -1.90
      2670        -18         12          8      25.81       5.58      36.29       0.38
      2671        -18         12          9      35.82       4.84      53.89      -0.13
      2672        -18         12         10      29.11       7.37      29.94      -0.66
      2673        -18         12         11      56.15       4.09      58.79       1.87
      2674        -18         12         12      31.42       6.57      42.29      -0.27
      2675        -18         12         13      30.66       6.36      35.03      -2.55
      2676        -18         12         14      44.95       5.90      53.11       2.94
      2677        -18         12         15      27.20       5.78      29.83       2.74
      2678        -18         12         16      31.41       5.75      19.12      -2.47
      2679        -18         12         17      41.45       6.10      29.41      -2.93
      2680        -18         12         18      35.52       8.77      35.81      -0.46
      2681        -18         12         19      72.39       4.37      58.94      -1.21
      2682        -18         12         20      21.81       6.77      24.81       2.24
      2683        -18         12         21      28.90       6.60      27.39      -2.38
      2684        -18         12         22      19.99       6.39      36.74       1.88
      2685        -18         12         23      18.10       5.77      31.95       2.34
      2686        -18         12         24      24.37       7.71      16.08      -0.49
      2687        -18         12         26      22.14       5.61      41.75       2.67
      2688        -18         12         27      30.30       7.41      37.46       2.35
      2689        -18         13          1      40.56       4.41      52.69      -2.01
      2690        -18         13          2      40.98      10.60      55.93      -0.39
      2691        -18         13          3      36.26       4.76      45.76      -0.77
      2692        -18         13          4      27.87       5.84      29.27      -2.74
      2693        -18         13          5      33.34      10.86      33.00       1.89
      2694        -18         13          6      28.34       4.46      14.44      -0.02
      2695        -18         13          7      27.40       4.33       7.40      -0.16
      2696        -18         13          8      48.75       3.99      64.76       0.32
      2697        -18         13          9      58.17       6.03      72.28       1.78
      2698        -18         13         11      59.57       2.31      68.32       2.49
      2699        -18         13         12      32.76       8.12      27.25       1.28
      2700        -18         13         13      36.71       5.03      45.79      -1.44
      2701        -18         13         14      26.39       4.15      45.03      -2.83
      2702        -18         13         16      23.94       5.19      28.52       2.06
      2703        -18         13         17      33.50       6.45      43.79      -2.24
      2704        -18         13         18      74.45       7.48      88.57       2.02
      2705        -18         13         19      39.81      12.61      75.69       2.17
      2706        -18         13         22      48.91      13.90      81.91      -0.12
      2707        -18         13         23      47.16       7.34      59.40       1.05
      2708        -18         13         25      25.84       7.19      46.42      -1.68
      2709        -18         14          1      84.05       3.41      97.11      -1.44
      2710        -18         14          2      33.69       6.11      25.02      -1.45
      2711        -18         14          3      27.73       6.00      26.34      -0.83
      2712        -18         14          4      30.51       8.37      14.01       0.53
      2713        -18         14          5      32.70       9.23      29.03      -1.77
      2714        -18         14          6      51.20       4.70      63.18      -0.35
      2715        -18         14          7      34.54       3.64      49.11       1.85
      2716        -18         14          8      32.24       7.42      26.20       0.97
      2717        -18         14          9      23.14       3.40      16.76       1.09
      2718        -18         14         10      27.92       5.44      22.25      -2.07
      2719        -18         14         11      30.92       4.40      32.18      -1.98
      2720        -18         14         12      28.87       6.81      15.03      -0.05
      2721        -18         14         13      50.12       3.05      51.23      -1.07
      2722        -18         14         14      26.94       4.93      26.60      -2.95
      2723        -18         14         15      49.58       6.95      57.67      -1.08
      2724        -18         14         19      28.66       7.88      57.85       2.02
      2725        -18         14         22      33.58       6.87      17.91       1.80
      2726        -18         15          1      42.61       2.73      32.31      -2.10
      2727        -18         15          2      38.70       7.88      51.06       0.13
      2728        -18         15          3      31.53       3.20      59.48       1.72
      2729        -18         15          4      59.64       2.27      59.23      -0.52
      2730        -18         15          5      29.65       6.60      44.03       1.45
      2731        -18         15          6      35.60      10.31      59.46      -1.80
      2732        -18         15          7      29.50       6.78      30.63      -0.14
      2733        -18         15          8      62.56       3.04      77.09       2.10
      2734        -18         15          9      43.27       4.80      53.74       3.06
      2735        -18         15         11      28.20       4.30      46.74      -2.87
      2736        -18         15         12      22.52       3.13      38.83      -1.93
      2737        -18         15         13      45.65       7.38      82.11      -1.08
      2738        -18         15         16      26.91       7.39      44.87      -0.72
      2739        -18         15         20      50.31       8.57      54.65      -2.13
      2740        -18         16          1      25.12       5.05      35.75      -1.49
      2741        -18         16          2      43.04       6.51      75.23      -0.84
      2742        -18         16          4      27.51       7.77      17.33      -2.81
      2743        -18         16          5      31.37       5.85      13.78      -0.74
      2744        -18         16          6      36.05       7.56      41.22       2.17
      2745        -18         16         10      35.83       5.99      32.26      -1.11
      2746        -18         16         11      49.02       2.35      53.06      -0.43
      2747        -18         16         12      38.98       4.33      69.87       2.48
      2748        -18         16         13      31.63       7.14      54.13      -1.36
      2749        -18         17          1      29.56       4.05      13.36      -2.70
      2750        -18         17          2      30.54       5.67      40.46       1.86
      2751        -18         17          3      28.39       5.83      31.68       2.69
      2752        -18         17          4      35.34       5.09      38.99       2.26
      2753        -18         17          5      34.21       4.86      47.06       2.42
      2754        -18         17          6      28.15       6.71      33.32      -0.91
      2755        -18         17          7      30.97       9.83      36.30       2.74
      2756        -18         17          8      36.56       7.64      30.92      -3.10
      2757        -18         17          9      41.00       4.92      35.20      -2.75
      2758        -18         17         10      48.83       7.62      64.36       2.44
      2759        -18         17         11      46.20      12.96      35.73       0.11
      2760        -18         17         12      58.36       9.80      63.50      -0.27
      2761        -18         17         13      46.35       4.59      31.23       2.22
      2762        -18         17         14      44.35       5.83      30.46      -2.68
      2763        -18         17         15      38.09       8.36       3.44      -2.12
      2764        -18         17         18      64.05      16.22      78.46      -1.61
      2765        -18         18          1      19.35       5.31      14.30       3.12
      2766        -18         18          2      30.13       5.87      41.25      -2.26
      2767        -18         18          3      35.24       4.86       9.69      -1.00
      2768        -18         18          4      36.45       7.52      73.11      -2.18
      2769        -18         18          5      28.68       6.11      41.56      -2.35
      2770        -18         18          6      32.04       9.69      15.71      -0.12
      2771        -18         18          7      34.37       6.84      52.42      -1.19
      2772        -18         18          8      55.88      10.46      55.60      -2.33
      2773        -18         18          9      30.91       8.47      51.92       3.00
      2774        -18         18         11      39.04      10.80      32.07       2.17
      2775        -18         18         12      28.54       9.11      19.02       0.57
      2776        -18         18         13      38.10      11.07      22.81       1.30
      2777        -18         18         14      40.19       6.38      38.12       2.80
      2778        -18         18         15      38.57       8.42      39.72       2.28
      2779        -18         18         16      38.04       8.06      51.21      -1.18
      2780        -18         18         17      39.43       6.47      27.36       2.92
      2781        -18         19          1      32.53       5.34      62.57       1.14
      2782        -18         19          2      39.29       6.78      49.40      -2.91
      2783        -18         19          3      24.33       4.77      19.20      -2.23
      2784        -18         19          4      25.47       5.50      22.30      -2.82
      2785        -18         19          5      33.82       9.06      23.38      -1.42
      2786        -18         19          6      35.98       5.28      36.60      -0.26
      2787        -18         19          7      30.17       8.21      30.06       1.39
      2788        -18         19          8      38.22       9.27      58.76      -0.40
      2789        -18         19          9      40.87      11.57      22.06       1.88
      2790        -18         19         10      40.64       5.07      11.02      -2.65
      2791        -18         19         11      43.67       5.07      32.20       2.08
      2792        -18         19         12      36.50      11.67      20.54      -0.41
      2793        -18         19         13      43.67       5.45      34.74      -1.56
      2794        -17          0          1      70.87       2.23      77.73       3.14
      2795        -17          0          2      96.56       3.50     117.77       3.14
      2796        -17          0          3      40.82       3.86      60.19       3.14
      2797        -17          0          4      36.59       4.28      50.25       0.00
      2798        -17          0          5      27.50       6.70      62.57       3.14
      2799        -17          0          6     105.05       5.45      59.14       0.00
      2800        -17          0          7      49.54       8.54      11.97       0.00
      2801        -17          0          8     244.78      12.25     203.55       0.00
      2802        -17          0          9     187.68       8.81     183.19       0.00
      2803        -17          0         10      56.18       4.02      48.60       3.14
      2804        -17          0         11      94.83       5.17     116.49       3.14
      2805        -17          0         12     116.12       6.29      95.74       3.14
      2806        -17          0         13     172.50       6.45     143.29       3.14
      2807        -17          0         14     119.65       7.00     133.17       3.14
      2808        -17          0         15      92.57       4.89      91.23       3.14
      2809        -17          0         16      28.37       5.21       7.60       3.14
      2810        -17          0         17      32.04       6.89      15.32       3.14
      2811        -17          0         18     226.43       9.29     206.86       0.00
      2812        -17          0         19      28.02       4.57      33.64       3.14
      2813        -17          0         20      45.37       3.96      13.07       0.00
      2814        -17          0         21      32.35       6.21      32.41       3.14
      2815        -17          0         22      27.44       7.65      16.81       3.14
      2816        -17          0         23      27.91       8.96      33.78       3.14
      2817        -17          0         24      40.19       7.65      44.27       3.14
      2818        -17          0         25      25.90       6.50       9.69       0.00
      2819        -17          0         26      79.06       5.19      38.40       3.14
      2820        -17          0         28      78.01      12.04      92.06       3.14
      2821        -17          0         30      59.97       4.20      48.72       3.14
      2822        -17          0         31      30.22       7.46      30.56       3.14
      2823        -17          0         32      40.70      11.57      25.12       3.14
      2824        -17          0         33      26.16       8.62      19.24       3.14
      2825        -17          1          1      87.23       4.06      79.68       2.10
      2826        -17          1          2     162.61       4.22     155.78       2.53
      2827        -17          1          3      75.37       3.72      69.02      -2.20
      2828        -17          1          4      96.80       2.30      80.85       0.55
      2829        -17          1          5     130.11       4.57     100.42      -2.80
      2830        -17          1          6      70.07       2.92      92.64      -2.08
      2831        -17          1          7      72.69       2.72      56.77       0.55
      2832        -17          1          8      89.72       5.57      98.09       2.19
      2833        -17          1          9     227.74      11.97     215.93      -0.38
      2834        -17          1         10     159.17       8.09     138.86       0.10
      2835        -17          1         11      35.22       3.91      20.06      -3.00
      2836        -17          1         12      48.91       3.17      80.23      -1.96
      2837        -17          1         13      46.72       2.53      22.46      -0.86
      2838        -17          1         14      39.74       2.92      20.34       0.92
      2839        -17          1         15      97.79       2.21     112.09       3.08
      2840        -17          1         16      94.43       1.72     103.68      -1.16
      2841        -17          1         17      34.82       5.20       7.98       0.69
      2842        -17          1         18      57.13       3.75      67.07       2.40
      2843        -17          1         19      29.81       6.09      30.23      -0.62
      2844        -17          1         20      82.70       2.04      87.12       2.85
      2845        -17          1         21      57.93       1.83      86.74       0.24
      2846        -17          1         22      47.44       2.38      51.47       2.35
      2847        -17          1         23      46.61       2.15      45.81       0.10
      2848        -17          1         24      37.99       5.40      62.42       2.34
      2849        -17          1         25      60.29       4.49      55.63       0.98
      2850        -17          1         26      37.64       7.96      36.62      -0.63
      2851        -17          1         27      29.66       5.30      50.53       0.47
      2852        -17          1         28      32.38       7.28      34.61       1.54
      2853        -17          1         29      27.74       8.50      15.97      -2.73
      2854        -17          1         30      47.89      10.50      63.24      -0.80
      2855        -17          1         33      36.88      11.01      27.28      -1.87
      2856        -17          2          1      56.05       2.31      57.90       2.58
      2857        -17          2          2      68.80       3.45      78.07      -2.80
      2858        -17          2          3      84.86       2.75      81.44      -2.48
      2859        -17          2          4      64.99       1.85      66.89      -2.31
      2860        -17          2          5     134.01       4.81     123.66       0.21
      2861        -17          2          6      73.17       2.69      52.63      -2.62
      2862        -17          2          7     185.29       6.82     170.06       1.81
      2863        -17          2          8     228.91       9.52     178.55       0.90
      2864        -17          2          9     159.68       6.45     147.18       1.81
      2865        -17          2         10      65.66       2.72      63.41       2.65
      2866        -17          2         11     124.60       5.19      91.86       2.94
      2867        -17          2         12      62.95       7.42      72.86       2.69
      2868        -17          2         13     103.74       2.80      85.71      -2.14
      2869        -17          2         14     213.86       5.58     178.52      -0.74
      2870        -17          2         15     210.51       5.01     186.51      -1.01
      2871        -17          2         16      32.71       6.87      63.23      -1.51
      2872        -17          2         17      41.82       2.73      37.27      -2.09
      2873        -17          2         18      57.58       2.30      54.36       2.82
      2874        -17          2         19      42.05       3.14      42.02       2.24
      2875        -17          2         20     106.75       3.27     104.74      -2.74
      2876        -17          2         21     109.06       2.47     115.85       3.04
      2877        -17          2         22      51.33       3.37      70.39      -2.81
      2878        -17          2         23      63.13       1.77      84.65       2.51
      2879        -17          2         24      32.81       3.43      13.99      -1.20
      2880        -17          2         25      31.72       9.31      28.80      -0.96
      2881        -17          2         26      30.79       9.12      29.34      -2.85
      2882        -17          2         27      49.54       5.76      71.05      -2.63
      2883        -17          2         28      31.69       8.53      59.08      -0.97
      2884        -17          2         30      31.34       3.75      46.91      -3.07
      2885        -17          2         32      26.41       7.02      25.49       1.11
      2886        -17          2         33      36.50       9.80       7.19      -2.96
      2887        -17          3          1      59.49       2.49      62.80       2.15
      2888        -17          3          2     147.04       2.98     155.95      -1.13
      2889        -17          3          3      30.28       4.37      24.75       1.46
      2890        -17          3          4      28.94       5.74      23.67       0.16
      2891        -17          3          5      65.41       2.92      34.84      -2.95
      2892        -17          3          6      49.48       2.55      34.90       1.31
      2893        -17          3          7     106.30       5.63     130.32       3.06
      2894        -17          3          8     108.81       5.19      75.82      -1.86
      2895        -17          3          9     106.67       4.21      97.02      -0.43
      2896        -17          3         10      28.39       5.45      38.54      -0.35
      2897        -17          3         11      54.07       2.27      48.78      -2.32
      2898        -17          3         12     199.54       8.26     175.70      -0.36
      2899        -17          3         13      85.72       3.09      83.50       0.69
      2900        -17          3         14      99.21       3.44      94.86       2.28
      2901        -17          3         15      74.94       2.42      92.97      -1.72
      2902        -17          3         16      90.54       2.01      63.66      -0.19
      2903        -17          3         17      79.91       2.90      97.86       0.30
      2904        -17          3         18      67.75       2.14      57.05       2.16
      2905        -17          3         19      27.90       8.42      14.46       1.69
      2906        -17          3         20      66.25       2.88      32.79      -1.81
      2907        -17          3         21      25.79       7.32      34.03       1.20
      2908        -17          3         22      55.23       2.24      32.22      -0.31
      2909        -17          3         23      27.91       5.22      30.21      -0.00
      2910        -17          3         24      78.41       2.58      86.65      -3.01
      2911        -17          3         25      37.79       6.68      46.85       0.63
      2912        -17          3         28      26.40       6.36      19.07       2.54
      2913        -17          3         29      61.67       3.09      61.63      -0.07
      2914        -17          3         30      36.14       6.33      51.91       0.24
      2915        -17          3         31      40.58       6.50      52.17       1.61
      2916        -17          3         32      32.84       5.05      44.32       0.29
      2917        -17          3         33      29.50       3.79      24.32      -0.92
      2918        -17          4          1      63.50       2.14      51.41      -3.09
      2919        -17          4          2      74.99       2.28      55.69      -0.95
      2920        -17          4          3     138.49       5.52     134.08       0.40
      2921        -17          4          4      25.64       3.79      26.90       1.06
      2922        -17          4          5      28.07       5.24       7.59       0.59
      2923        -17          4          6      42.66       3.29      31.59       2.95
      2924        -17          4          7     138.05       6.02     142.98       2.65
      2925        -17          4          8     172.56       8.67     131.67       2.29
      2926        -17          4          9     164.42       9.89     152.96       2.62
      2927        -17          4         10      34.50       3.48      61.37       1.23
      2928        -17          4         11      47.57       1.90      70.66      -2.73
      2929        -17          4         12      75.07       4.00      76.06       2.03
      2930        -17          4         13      44.74       2.43      47.60       0.39
      2931        -17          4         14      74.16       3.07      69.80       0.52
      2932        -17          4         15      27.01       5.75      55.33       0.80
      2933        -17          4         16      69.62       1.98      76.28      -2.38
      2934        -17          4         17      50.99       2.96      44.87       1.12
      2935        -17          4         18      69.56       3.01      66.49      -1.06
      2936        -17          4         19      32.81       6.95      22.37      -2.99
      2937        -17          4         20      51.43       2.69      62.94      -0.61
      2938        -17          4         21      47.12       2.22      78.58      -2.26
      2939        -17          4         22      36.07       5.76      57.59      -2.73
      2940        -17          4         23      25.71       6.65      20.26       1.21
      2941        -17          4         24      55.56       2.40      50.78       2.76
      2942        -17          4         25      48.56       2.23      56.45       2.55
      2943        -17          4         26      26.43       4.33      38.93       0.10
      2944        -17          4         27      26.54       4.35      37.25       0.22
      2945        -17          4         28      41.61       7.96      62.85       0.26
      2946        -17          4         30      44.22       6.36      77.33      -0.56
      2947        -17          4         31      38.95       4.20      43.75       2.16
      2948        -17          4         32      25.44       8.07      47.15       1.12
      2949        -17          4         33      48.99       8.01      52.25      -1.39
      2950        -17          5          1      51.72       2.57      47.95      -2.47
      2951        -17          5          2      80.89       2.94      91.59      -1.62
      2952        -17          5          3     148.58       4.37     130.05      -0.73
      2953        -17          5          4     107.05       2.64     117.29      -0.95
      2954        -17          5          5     133.39       5.25     122.94      -2.39
      2955        -17          5          6      79.16       3.57      90.60      -1.87
      2956        -17          5          7      57.64       2.70      82.54      -2.30
      2957        -17          5          8      56.39       2.28      93.37      -0.25
      2958        -17          5          9      99.52       4.55      91.48      -2.61
      2959        -17          5         10      91.32       5.23      96.63      -1.94
      2960        -17          5         11      24.65       6.71      11.45       1.95
      2961        -17          5         12      95.54       5.02      99.14       1.76
      2962        -17          5         13     162.26       7.56     165.68       2.21
      2963        -17          5         14      57.29       2.28      49.17      -2.44
      2964        -17          5         15      51.31       2.76      59.58       1.91
      2965        -17          5         16      28.66       4.70      36.82       1.46
      2966        -17          5         17     120.47       4.29      89.11       3.10
      2967        -17          5         18      31.52       5.61      56.91       2.33
      2968        -17          5         19      85.40       2.75      93.29      -2.25
      2969        -17          5         20      37.75       3.38      32.92      -1.60
      2970        -17          5         21      26.09       7.02      34.98      -0.95
      2971        -17          5         22      32.32       6.07      74.51       1.36
      2972        -17          5         23      70.67       2.41      46.76      -2.11
      2973        -17          5         24      76.09       2.76      92.01      -1.42
      2974        -17          5         25      25.73       7.19      16.16      -2.28
      2975        -17          5         26      19.66       4.33      30.47      -1.38
      2976        -17          5         27      28.60       8.43      23.49      -1.11
      2977        -17          5         28      25.13       7.60      33.89       1.00
      2978        -17          5         29      33.87       9.86      72.81       1.88
      2979        -17          5         31      28.24       6.67      39.17       2.96
      2980        -17          6          1      89.04       3.84      82.50       0.06
      2981        -17          6          2      84.12       3.91     105.96      -1.02
      2982        -17          6          3     120.91       4.61      89.12      -2.90
      2983        -17          6          4      28.97       5.56      27.64      -0.97
      2984        -17          6          5      27.43       3.86      37.34      -2.55
      2985        -17          6          6      62.66       6.73      59.93       1.30
      2986        -17          6          7      90.82       4.16      91.59       0.35
      2987        -17          6          8      62.57       3.00      63.03       1.55
      2988        -17          6          9      50.94       3.12      61.76      -0.17
      2989        -17          6         10      45.96       2.88      73.80      -1.69
      2990        -17          6         11     150.73       8.97     163.43      -0.75
      2991        -17          6         12      72.12       3.28      66.92       0.65
      2992        -17          6         13      84.52       3.07      97.98      -2.09
      2993        -17          6         14      29.54       8.52      27.96      -1.59
      2994        -17          6         15      72.16       3.82      75.62      -0.86
      2995        -17          6         16      28.33       6.61      11.74      -1.26
      2996        -17          6         17      31.06       5.52      32.38       2.64
      2997        -17          6         18      42.24       3.38      45.30      -0.31
      2998        -17          6         19      35.25       4.95      38.03      -0.48
      2999        -17          6         20      41.14       5.38      47.57       1.80
      3000        -17          6         21      50.66       3.10      68.99      -0.10
      3001        -17          6         22      35.97       5.58      84.22      -2.44
      3002        -17          6         23      46.97       2.85      40.21       1.81
      3003        -17          6         24      30.54       6.78      31.14       2.95
      3004        -17          6         25      42.00       7.99      40.21      -1.82
      3005        -17          6         26      70.37       2.18      85.26      -2.47
      3006        -17          6         27      57.57       5.59      85.67       2.43
      3007        -17          6         28      24.36       4.24      27.54      -1.31
      3008        -17          7          1     160.68       6.05     181.62      -1.98
      3009        -17          7          2      66.89       2.69      62.24       0.83
      3010        -17          7          3     123.76       4.94     107.15      -1.38
      3011        -17          7          4      26.59       4.37       9.63       0.65
      3012        -17          7          5     187.31       8.25     198.43      -1.14
      3013        -17          7          6      82.02       2.82      67.29      -2.12
      3014        -17          7          7      73.78       5.00     123.61      -0.76
      3015        -17          7          8     224.53      13.40     204.06       2.12
      3016        -17          7          9     127.76       7.18     107.96      -1.28
      3017        -17          7         10      32.35       2.96      20.49      -0.25
      3018        -17          7         11      91.87       4.66      55.67      -0.22
      3019        -17          7         12      47.06       2.04      22.37      -0.66
      3020        -17          7         13      31.81       6.50      28.56       3.12
      3021        -17          7         14      30.24       6.25      46.57      -2.58
      3022        -17          7         15      37.27       3.59      33.67       0.21
      3023        -17          7         16      65.71       3.45      71.11      -0.50
      3024        -17          7         17      58.95       1.84      60.87       2.94
      3025        -17          7         18      25.80       5.20      34.00       2.07
      3026        -17          7         19      36.32       4.32      54.51      -0.58
      3027        -17          7         20      45.80       2.89      64.28      -3.12
      3028        -17          7         21      48.01       2.29      59.35      -0.50
      3029        -17          7         22      75.04       3.18      76.87      -0.49
      3030        -17          7         23      35.86       7.73      58.71      -0.52
      3031        -17          7         24      25.80       5.90      25.77       0.08
      3032        -17          7         25      22.10       5.08      45.29       1.48
      3033        -17          7         26      56.24       4.21      68.97      -0.85
      3034        -17          7         27      31.00       2.40      59.71      -1.17
      3035        -17          7         28      35.80       3.79      43.90       1.92
      3036        -17          7         29      25.81       7.35      28.76      -2.61
      3037        -17          7         30      26.08       5.38      42.45       2.83
      3038        -17          7         31      30.12       6.12      32.84       1.06
      3039        -17          8          1      63.51       2.60      97.79       1.00
      3040        -17          8          2      81.59       3.56     109.39       1.49
      3041        -17          8          3      54.23       1.78      79.53       0.81
      3042        -17          8          4      67.82       2.17      89.05       2.96
      3043        -17          8          5      61.63       1.92      59.01      -0.59
      3044        -17          8          6      28.28       5.87      15.74      -2.03
      3045        -17          8          7     112.37       6.12     110.30      -0.27
      3046        -17          8          8      43.24       1.65      57.66       1.52
      3047        -17          8          9      35.93       2.85      49.36      -2.96
      3048        -17          8         10      82.50       5.28     127.51      -0.56
      3049        -17          8         11     122.10       7.61     171.74       1.77
      3050        -17          8         12      56.52       2.49      65.35       1.65
      3051        -17          8         13      28.04       2.73      39.45       2.58
      3052        -17          8         14      24.85       4.81      53.44       0.28
      3053        -17          8         15      23.48       6.22      17.15      -1.93
      3054        -17          8         16      29.27       8.82      43.20      -0.03
      3055        -17          8         17      44.85       5.51      65.95       2.69
      3056        -17          8         18      27.83       7.11      33.95       2.35
      3057        -17          8         19      61.60       2.91      61.87      -1.13
      3058        -17          8         21      34.67       6.14      36.70      -3.04
      3059        -17          8         22      78.62       2.33      72.22      -0.79
      3060        -17          8         23      70.35       3.42     104.76      -1.01
      3061        -17          8         24      29.17       9.28       9.79       1.79
      3062        -17          8         25      37.71       7.33      50.66       0.24
      3063        -17          8         26      24.93       4.79      11.45      -1.22
      3064        -17          8         29      30.85       9.65      46.93      -0.25
      3065        -17          8         30      39.60       7.13      18.53      -1.18
      3066        -17          8         31      53.17       8.53      15.96       0.50
      3067        -17          9          1      56.62       2.13      47.77       1.72
      3068        -17          9          2      57.91       3.86      92.98      -3.07
      3069        -17          9          3      42.63       3.08      25.00       2.73
      3070        -17          9          4      34.72       3.66      29.82       1.72
      3071        -17          9          5      36.09       2.29      43.34      -2.46
      3072        -17          9          6      34.01       3.40      46.76       1.57
      3073        -17          9          7      79.54       4.54      68.04      -2.29
      3074        -17          9          8      96.41       5.70     108.49      -2.14
      3075        -17          9          9      52.56       3.08      57.96      -2.86
      3076        -17          9         10      67.74       3.33      81.28      -1.86
      3077        -17          9         11      74.27       4.39      89.31       1.39
      3078        -17          9         12      28.42       7.17      23.79       1.13
      3079        -17          9         13      28.74       5.08      10.57       3.13
      3080        -17          9         14      33.56       3.91      43.97      -2.68
      3081        -17          9         15      28.95       5.20      28.10       1.73
      3082        -17          9         16      24.70       4.31      32.28       1.42
      3083        -17          9         17      62.51       4.81      72.85      -2.26
      3084        -17          9         18      28.79       6.44      33.28      -1.42
      3085        -17          9         19      27.48       6.73      19.61       1.98
      3086        -17          9         20      30.19       5.00      53.03      -2.56
      3087        -17          9         21      25.93       7.34      21.46       2.10
      3088        -17          9         22      41.84       5.45      73.25       2.78
      3089        -17          9         23      36.19      10.21      39.72       0.21
      3090        -17          9         24      30.91       5.70      53.66      -2.47
      3091        -17          9         25      31.11       7.14      45.74       2.37
      3092        -17          9         26      21.13       6.76      45.74       3.09
      3093        -17          9         27      25.03       7.79      23.53      -0.44
      3094        -17          9         28      34.54       6.83      26.46       2.51
      3095        -17          9         30      25.29       8.28      11.84      -0.12
      3096        -17          9         31      33.30       7.68      38.56       1.72
      3097        -17         10          1      31.38       4.43      15.31       0.21
      3098        -17         10          2      78.52       3.12     113.87       2.38
      3099        -17         10          3      34.53       6.48      48.93      -2.58
      3100        -17         10          4      26.58       7.65      44.80       0.88
      3101        -17         10          5      27.16       6.24      16.61       0.16
      3102        -17         10          6      80.19       4.20     130.27       2.91
      3103        -17         10          7      28.74       4.69       9.84      -0.52
      3104        -17         10          8      42.53       3.01      51.66      -1.45
      3105        -17         10          9      48.65       2.30      68.67      -0.07
      3106        -17         10         10      28.47       4.09      32.73      -1.28
      3107        -17         10         11      28.63       6.04      36.76      -1.18
      3108        -17         10         12      42.27       3.40      61.79       3.13
      3109        -17         10         13      35.60       6.20      34.00      -3.07
      3110        -17         10         14      52.19       3.29      58.41       2.61
      3111        -17         10         15      94.06       6.98     123.07       2.49
      3112        -17         10         16      31.48       7.15      39.29       2.98
      3113        -17         10         17      55.45       4.15      61.72       2.08
      3114        -17         10         18      44.46       2.82      37.72      -2.36
      3115        -17         10         19      26.43       7.59      14.66       1.06
      3116        -17         10         20      29.20       6.38      59.40       1.42
      3117        -17         10         21      58.07       3.41      61.16      -0.91
      3118        -17         10         23      35.05       4.13      42.05      -0.12
      3119        -17         10         24      25.68       4.48      32.74       0.54
      3120        -17         10         25      27.22       5.79      30.61      -0.39
      3121        -17         10         27      32.63      10.66      52.86      -1.45
      3122        -17         10         28      31.10       9.01      38.99      -1.10
      3123        -17         10         29      27.19       7.81      19.76      -1.27
      3124        -17         10         30      35.67       7.53      46.31      -1.84
      3125        -17         11          1      31.20       7.76      17.85       2.10
      3126        -17         11          2      39.96       2.79      32.69      -1.60
      3127        -17         11          3      44.09       1.45      58.38       1.47
      3128        -17         11          4      66.66       2.08      75.44      -2.98
      3129        -17         11          5      43.91       2.65      59.45       1.59
      3130        -17         11          6      32.56       3.99      41.50      -1.91
      3131        -17         11          7      31.40       4.40      45.91      -0.58
      3132        -17         11          8      81.82       4.13      71.43      -1.50
      3133        -17         11          9      35.91       2.55      66.56      -1.03
      3134        -17         11         10      26.73       6.46      23.03       2.31
      3135        -17         11         11      27.12       3.84      23.41      -2.02
      3136        -17         11         12      41.48       1.92      50.47      -2.51
      3137        -17         11         13      36.14       1.96      65.58       2.62
      3138        -17         11         14      51.63       2.28      76.21      -1.47
      3139        -17         11         15      32.41       8.54      39.14      -0.85
      3140        -17         11         16      31.32       4.96      38.17       3.07
      3141        -17         11         17      56.14       2.13      71.60      -0.82
      3142        -17         11         18      31.44       2.54      64.05       0.99
      3143        -17         11         19      80.73       3.72     101.81      -2.21
      3144        -17         11         20      31.42       9.76      12.65      -2.82
      3145        -17         11         21      27.14       7.66      29.16       1.71
      3146        -17         11         23      62.61       3.78      68.67       2.30
      3147        -17         11         24      38.05       5.31      47.47       2.69
      3148        -17         11         25      28.67       5.45      45.77       3.14
      3149        -17         11         26      21.74       3.54      18.24      -2.32
      3150        -17         11         28      30.88       3.61      31.82       1.97
      3151        -17         11         29      38.40       5.90      49.02       0.81
