                    h          k          l         FP      SIGFP      FCalc    PHICalc
        65        -27          4          2      29.03       5.66      20.43       1.18
        66        -27          4          3      28.92       6.76      21.30       2.16
        67        -27          4          4      22.44       6.74      34.99      -0.93
        68        -27          4         14      34.98       9.87      46.33       2.97
        69        -27          5          2      34.88      10.04      13.37      -3.01
        70        -27          5          4      35.77       5.28      38.58       2.76
        71        -27          5          5      27.17       4.13      34.59       3.11
        72        -27          5          6      34.51       8.53      56.08       1.03
        73        -27          5          7      47.20       9.85       6.63      -0.82
        74        -27          5         11      28.34       5.64      41.15       0.25
        75        -27          5         14      32.97       8.14      48.54      -2.86
        76        -27          6          3      23.64       6.63      27.85       2.35
        77        -27          6          5      31.64       8.98      66.18       3.09
        78        -27          6          7      28.54       4.57      44.63       1.05
        79        -27          6          8      26.08       5.51      35.31       3.01
        80        -27          6          9      26.80       4.67      51.09       0.51
        81        -27          6         11      26.19       5.47      34.94       2.19
        82        -27          7          5      28.74       7.29      58.27       2.70
        83        -27          7          6      25.36       8.29      29.51      -2.99
        84        -27          7          8      24.80       7.68      17.12      -1.06
        85        -27          7         11      28.23       7.97      33.94      -1.11
        86        -27          7         13      28.71       6.60      25.23       0.56
        87        -27          7         14      26.28       6.93      39.56      -1.35
        88        -27          7         15      23.82       6.85      26.53       0.13
        89        -27          8          7      28.37       5.24      28.15      -1.74
        90        -27          8          8      32.44       6.50      68.81       2.99
        91        -27          8         14      26.40       5.87      52.76       0.61
        92        -27          9         10      43.50       8.91      46.52      -0.95
        93        -27          9         11      25.88       6.68      41.12      -2.84
        94        -26          0          6      27.99       8.04      11.10       3.14
        95        -26          0          8      39.14      11.64      78.42       3.14
        96        -26          0         10      30.85       7.35      46.75       3.14
        97        -26          0         13      39.75      13.00      56.93       3.14
        98        -26          0         19      72.02       9.09      55.40       3.14
        99        -26          0         21      77.56       6.43      44.01       3.14
       100        -26          1          1      30.84       8.16      24.23      -1.35
       101        -26          1          3      25.26       5.81      30.04      -1.02
       102        -26          1          5      27.76       3.63      35.72      -1.62
       103        -26          1          6      36.30       7.57      25.63       2.70
       104        -26          1          7      49.81       4.08      60.62       1.23
       105        -26          1          8      46.46      10.23      45.04       1.81
       106        -26          1         12      39.47       6.54      17.36       0.42
       107        -26          1         14      59.80       5.01      50.84      -1.85
       108        -26          1         22      61.41       5.27      91.98       1.48
       109        -26          2          1      34.46       5.15      17.14       0.50
       110        -26          2          3      26.10       7.10      37.07      -1.80
       111        -26          2          8      40.64       3.38      23.16      -2.47
       112        -26          2          9      27.52       6.87      35.50       2.01
       113        -26          2         11      24.72       7.90      27.41      -1.24
       114        -26          2         14      37.29       7.79      28.41      -3.09
       115        -26          2         19      72.44       6.61      56.48      -1.97
       116        -26          3          2      27.30       6.56      28.49       0.71
       117        -26          3          4      25.36       6.23      32.66      -2.36
       118        -26          3          5      40.16      10.63      39.07      -0.13
       119        -26          3          6      36.06       9.45      55.76      -0.22
       120        -26          3          7      27.76       6.91      40.21       2.27
       121        -26          3          8      48.71       3.12      45.68       1.16
       122        -26          3          9      27.08       4.39      27.02      -0.88
       123        -26          3         10      34.34       7.52      20.30       0.83
       124        -26          3         11      23.79       7.58      14.91      -0.07
       125        -26          3         12      33.06       8.99      34.96       1.48
       126        -26          4          2      26.31       5.26      26.17       0.48
       127        -26          4          3      33.19       3.10      32.13      -0.95
       128        -26          4          4      80.90      16.79      68.59      -2.33
       129        -26          4          7      30.88       7.22      49.58      -0.19
       130        -26          4          8      29.48       9.29      23.80       1.69
       131        -26          4          9      29.98       4.71      26.86       0.42
       132        -26          4         11      24.08       7.33      12.50       0.44
       133        -26          4         12      28.32       6.26      32.32       0.66
       134        -26          4         14      38.20       7.64      35.39      -0.92
       135        -26          5          2      21.86       6.93      10.20      -1.82
       136        -26          5          8      30.28       7.84      48.00       1.21
       137        -26          5          9      46.53       6.46      52.37       2.41
       138        -26          5         11      40.60       5.74      58.48      -3.09
       139        -26          5         12      54.47       9.58      35.82      -0.49
       140        -26          5         13      28.23       4.92      43.08      -1.59
       141        -26          5         14      49.42       5.06      68.74      -2.83
       142        -26          5         15      69.16       4.64      49.99      -1.17
       143        -26          5         17      55.11       7.29      35.81       0.70
       144        -26          6          1      34.16      10.93      33.73       2.93
       145        -26          6          4      27.55       4.79      44.83      -1.60
       146        -26          6          5      31.55       6.96      39.78      -2.72
       147        -26          6          6      20.35       6.63      33.23       0.12
       148        -26          6          7      22.71       6.43      29.93       2.24
       149        -26          6          9      26.67       7.20      38.31       0.90
       150        -26          6         10      26.57       7.66      34.42       0.01
       151        -26          6         12      54.36      14.35      66.32       3.07
       152        -26          6         13      57.44       9.60      57.47      -0.68
       153        -26          6         16      23.67       7.48      21.97      -0.29
       154        -26          7          2      24.43       7.03      16.78      -1.59
       155        -26          7         11      28.19       8.16      31.25      -0.74
       156        -26          7         17      25.75       6.97      52.57       2.12
       157        -26          8          1      40.07       5.95      44.34      -2.64
       158        -26          8          4      31.48       7.60      11.70      -2.00
       159        -26          8          5      30.84       4.33      50.77      -2.70
       160        -26          8          9      23.39       3.74      29.32       0.72
       161        -26          8         12      40.45      11.66      35.60      -0.14
       162        -26          8         13      71.70      16.85      65.92       0.52
       163        -26          8         17      65.64      17.62      10.99       2.73
       164        -26          8         20      81.30       5.42      69.47       1.30
       165        -26          9          3      23.05       6.70      24.51      -0.09
       166        -26          9          5      27.31       8.26      10.90       2.59
       167        -26          9          6      30.41       4.33      50.91       2.77
       168        -26          9          7      26.46       6.58       9.26       0.14
       169        -26          9          8      24.22       7.17      22.53      -2.54
       170        -26          9          9      22.73       7.34      18.73      -1.39
       171        -26          9         10      28.56       7.26      31.80       2.66
       172        -26          9         11      24.67       5.65      42.51       2.47
       173        -26         10          5      27.92       7.30      39.58       0.35
       174        -26         10          6      30.57       7.09      10.54       1.07
       175        -26         10          8      25.93       7.91      11.41       1.78
       176        -26         10         10      32.67       7.06      42.07      -1.98
       177        -26         10         11      27.72       6.80      51.83      -2.83
       178        -26         10         15      29.50       6.74      25.84      -3.03
       179        -26         10         16      26.19       7.13      48.95       1.43
       180        -26         10         18      27.61       6.26      50.18       0.19
       181        -25          0          7      67.29      16.80      75.15       3.14
       182        -25          0          8      29.14       5.34      26.66       3.14
       183        -25          0          9      44.43       9.15      42.89       3.14
       184        -25          0         10      24.91       8.19      19.75       0.00
       185        -25          0         11      52.27      10.58      63.67       0.00
       186        -25          0         12      36.48       5.76      31.48       3.14
       187        -25          0         14      86.03      23.30      89.25       0.00
       188        -25          0         18      64.93       9.87      78.79       3.14
       189        -25          1          2      37.36       8.00       3.27       1.34
       190        -25          1          3      35.41       4.18      29.99      -2.78
       191        -25          1          5      36.25       7.34      33.88       2.75
       192        -25          1          7      24.81       6.32      32.78       2.35
       193        -25          1         10      44.67       8.04      42.79       2.69
       194        -25          1         13      43.58      11.73      42.73      -2.16
       195        -25          2          1      31.46       8.75      35.65      -0.04
       196        -25          2          3      64.91       4.80      58.11       2.02
       197        -25          2          4      38.72       3.52      45.76      -0.04
       198        -25          2          6      23.25       5.34       9.97       0.35
       199        -25          2          8      36.09       3.56      51.78      -2.80
       200        -25          2          9      28.44       4.24      23.67      -0.64
       201        -25          2         10      32.07       5.83      41.85      -1.34
       202        -25          2         11      45.76       6.66      62.64       0.29
       203        -25          2         13      29.77       5.62      44.72      -2.59
       204        -25          2         15      31.07       8.00      36.19      -1.12
       205        -25          2         16      46.99      14.19      35.62      -1.15
       206        -25          2         18      42.87      13.23      76.79      -2.25
       207        -25          2         25      47.66       7.98      26.16       2.72
       208        -25          3          1      52.71       9.87      65.14       1.02
       209        -25          3          2      24.40       7.03      37.19      -0.23
       210        -25          3          3      41.30       5.45      48.69      -1.52
       211        -25          3          4      23.37       6.39      37.68      -0.60
       212        -25          3          7      34.10       5.05      64.53       1.72
       213        -25          3          8      27.82       4.61      30.96       1.76
       214        -25          3          9      80.18       8.79      68.03       2.89
       215        -25          3         10      54.32      11.38      51.22      -3.07
       216        -25          3         11      24.42       5.91       2.86      -0.01
       217        -25          3         12      48.00      12.50      46.17       0.98
       218        -25          3         13      34.70       5.47      47.34      -1.68
       219        -25          3         14      30.21       5.40      52.01      -0.91
       220        -25          3         15      29.88       4.77      48.98      -0.88
       221        -25          3         16      47.77       5.84      68.54      -1.12
       222        -25          3         18      69.37       2.95      67.33      -1.33
       223        -25          3         25      52.02       7.14      50.66       1.17
       224        -25          4          1      31.76       3.61      48.69       1.23
       225        -25          4          3      28.21       9.23      35.97      -1.97
       226        -25          4          4      27.75       8.27      29.69      -0.29
       227        -25          4          5      49.48       6.05      65.00       0.83
       228        -25          4          6      33.85       7.36      35.81       0.02
       229        -25          4          7      25.75       6.07      37.72       2.83
       230        -25          4          8      23.75       6.53      28.96       1.32
       231        -25          4          9      35.18       6.25      49.32       1.59
       232        -25          4         10      34.60       5.06      49.66       2.49
       233        -25          4         12      64.97      13.68      82.96       2.29
       234        -25          4         13      26.06       5.88       7.95      -0.44
       235        -25          4         14      23.57       6.22      51.26      -1.32
       236        -25          4         15      32.59       7.67      19.38       1.36
       237        -25          4         16      28.23       5.53      18.38       1.94
       238        -25          4         19      27.99       9.10      45.90       2.49
       239        -25          4         20      28.53       7.51      56.20       1.29
       240        -25          4         25      35.37       9.99      11.23      -1.05
       241        -25          5          3      56.94       3.41      49.14      -1.26
       242        -25          5          4      45.14       8.46      49.87      -0.86
       243        -25          5          5      23.13       5.94      29.38       0.08
       244        -25          5          7      45.88       6.26      45.51       1.75
       245        -25          5          8      62.18      10.74      74.50       2.63
       246        -25          5          9      33.31       6.45      37.84      -1.04
       247        -25          5         10      35.01       5.05      52.83       2.64
       248        -25          5         13      30.28       8.54      36.73       2.98
       249        -25          5         14      44.19      10.99      70.29      -0.32
       250        -25          5         16      25.63       7.54      20.11      -0.35
       251        -25          6          1      39.04      10.95      53.46       0.36
       252        -25          6          2      26.84       5.29      49.13      -0.01
       253        -25          6          3      24.19       5.24      39.78      -0.20
       254        -25          6          4      23.97       7.19      11.12      -1.28
       255        -25          6          5      23.43       5.70      29.01      -0.04
       256        -25          6          6      39.51       6.40      30.42      -1.42
       257        -25          6          7      30.62       4.70      29.46      -1.35
       258        -25          6         10      28.53       5.42      45.15      -2.22
       259        -25          6         11      93.47       6.19     108.71       2.75
       260        -25          6         12      55.15      12.09      55.10       0.60
       261        -25          6         13      33.53       7.45      42.23       1.31
       262        -25          6         14      30.30       8.68      35.21       1.16
       263        -25          6         15      32.41       5.94       8.74       1.23
       264        -25          6         17      32.92       6.07      48.35      -2.77
       265        -25          6         18      28.02       6.39      39.07       2.72
       266        -25          6         19      32.95       6.56      45.60      -0.30
       267        -25          6         20      23.51       6.57      41.53      -3.09
       268        -25          6         22      32.62       5.87      22.15      -0.49
       269        -25          7          2      26.89       8.32      29.67      -0.49
       270        -25          7          3      29.59       5.78      27.59       1.34
       271        -25          7          4      23.13       6.93      36.91       0.11
       272        -25          7          8      36.41       8.67      18.78      -1.90
       273        -25          7         11      22.90       7.18      14.01       1.42
       274        -25          7         12      30.48       7.04      37.66       2.62
       275        -25          7         14      44.29      10.38      47.95       1.77
       276        -25          7         17      27.13       6.17      57.72      -1.98
       277        -25          7         18      27.41       7.78      34.71      -2.62
       278        -25          7         19      30.50       6.05      48.02       2.08
       279        -25          7         24      38.04       8.24      28.67      -1.05
       280        -25          8          4      30.75       7.09      43.25      -2.20
       281        -25          8          5      28.47       8.06      37.60      -0.99
       282        -25          8          6      25.69       5.66      28.73       0.36
       283        -25          8          8      27.56       5.96      32.97       1.03
       284        -25          8          9      46.81      10.85      50.65      -0.10
       285        -25          8         11      60.13      15.26      55.75      -1.59
       286        -25          8         15      25.13       7.47      55.64      -2.28
       287        -25          8         18      60.70      18.18      50.31      -1.39
       288        -25          8         19      27.18       8.49      59.18       1.36
       289        -25          8         20      35.20       4.93      19.06      -1.90
       290        -25          8         23      59.36       4.69      55.82      -1.39
       291        -25          9          3      42.17       9.32      84.90      -2.82
       292        -25          9          6      26.54       6.27      25.96      -0.14
       293        -25          9         10      21.51       5.93      21.24       1.15
       294        -25          9         13      25.04       8.13      32.69       2.08
       295        -25         10          1      27.54       6.90      48.38      -2.46
       296        -25         10          2      43.82       8.46      63.87       0.98
       297        -25         10          3      26.28       7.31      24.39      -2.58
       298        -25         10          4      35.73       7.71      56.78      -1.66
       299        -25         10          6      23.09       5.28      16.82      -2.49
       300        -25         10          7      22.47       7.21      40.38      -2.38
       301        -25         10          8      23.48       7.13      43.64      -1.14
       302        -25         10          9      26.14       8.57      31.08      -1.55
       303        -25         10         12      22.39       7.22      56.18      -0.32
       304        -25         10         15      30.56       8.99      17.20       1.14
       305        -25         11          7      29.00       8.69      31.96       0.49
       306        -25         11          8      28.77       6.25      69.69       2.18
       307        -25         11          9      30.36       5.80      54.44      -0.35
       308        -25         11         10      26.23       6.96      14.40       0.22
       309        -25         12         15      34.57       6.04      38.32       0.46
       310        -24          0          1      85.45       7.15      67.65       3.14
       311        -24          0          3      41.48       6.75      14.67       3.14
       312        -24          0          4      30.69       6.21      54.12       3.14
       313        -24          0          5      35.95       5.84      30.78       3.14
       314        -24          0          6      24.73       6.97      10.69       0.00
       315        -24          0          8      46.95       6.20      64.27       3.14
       316        -24          0          9      69.98       8.08      67.89       0.00
       317        -24          0         10      53.85       9.22      43.54       0.00
       318        -24          0         11      89.85      12.15      79.06       0.00
       319        -24          0         12      38.32       8.98      61.96       0.00
       320        -24          0         13      96.52       5.69      68.94       0.00
       321        -24          0         14      55.09      17.90      51.90       0.00
       322        -24          0         15      40.80       9.86      50.12       3.14
       323        -24          0         22      62.43       5.56      38.04       0.00
       324        -24          0         25      49.93      14.34      27.66       3.14
       325        -24          1          1      27.59       7.85       1.47      -2.66
       326        -24          1          2      25.38       7.19      34.26      -2.48
       327        -24          1          3      34.12       6.73      29.98      -0.83
       328        -24          1          4      32.39       7.09      40.63      -0.60
       329        -24          1          5     112.35       6.11      84.62      -1.16
       330        -24          1          6      30.31       5.70      13.05       2.94
       331        -24          1          7     102.57       6.75      88.95      -1.00
       332        -24          1         11      42.79      12.28      33.23       2.15
       333        -24          1         12      55.39       6.73      58.72       1.22
       334        -24          1         13      52.77       9.03      55.31       2.37
       335        -24          1         14      32.05       8.00       5.55      -1.04
       336        -24          1         15      42.30       5.66      40.81      -0.43
       337        -24          1         16      57.26       5.04      56.99       0.24
       338        -24          1         17      41.00       8.30      30.65       1.30
       339        -24          1         18      69.17      10.06      75.52      -0.26
       340        -24          1         19      30.30       5.05      27.02      -1.22
       341        -24          1         20      78.30       3.16      73.70      -0.79
       342        -24          2          1      25.66       6.26      32.88      -1.50
       343        -24          2          2      72.30       4.01      76.13       2.13
       344        -24          2          3      35.95       4.22      49.73      -0.66
       345        -24          2          4      27.24       4.18      33.39       0.17
       346        -24          2          6      26.72       7.73      32.79       2.53
       347        -24          2          8      73.11       4.55      66.35      -1.51
       348        -24          2         10      69.93       4.07      73.66      -0.53
       349        -24          2         12      52.79       5.06      64.09      -3.01
       350        -24          2         13      37.05       4.86      43.54       0.63
       351        -24          2         14      29.87       8.60      22.17       1.12
       352        -24          2         16      37.00       7.85      45.52      -0.19
       353        -24          2         17      44.79      14.16      64.78      -2.64
       354        -24          2         18      50.60      16.69      42.74       1.59
       355        -24          2         19      28.49       6.50      45.51       1.18
       356        -24          2         27      42.35       6.01      55.72      -1.12
       357        -24          3          1      28.76       5.70      26.34      -0.09
       358        -24          3          2      40.88       6.58      35.67      -2.40
       359        -24          3          3      30.27       3.63      52.15       2.82
       360        -24          3          4      33.17       5.77      64.08       0.86
       361        -24          3          5      60.74       7.97      76.91       2.26
       362        -24          3          6      57.40       6.15      69.98       2.66
       363        -24          3          7      37.32       4.39      41.07       1.81
       364        -24          3          8      33.60      10.69      13.76      -2.06
       365        -24          3          9      45.10      13.09      46.89       2.75
       366        -24          3         11      36.92      11.34      16.64       2.09
       367        -24          3         13      36.78       9.03      35.85      -1.41
       368        -24          3         14      28.83       7.84      27.42       0.81
       369        -24          3         15      29.45       4.45      36.66       2.65
       370        -24          3         16      34.12       7.06      41.70       1.34
       371        -24          3         17      24.87       6.42      30.03      -2.57
       372        -24          3         21      62.46       3.27      62.17       2.92
       373        -24          3         26      44.68      11.83      35.38      -2.47
       374        -24          3         27      42.23       9.76      28.29       2.39
       375        -24          4          2      28.73       5.07      43.31      -0.43
       376        -24          4          3      52.23       9.40      57.31       1.11
       377        -24          4          4      49.82       5.95      68.03       0.97
       378        -24          4          5      24.89       7.59      23.64      -0.04
       379        -24          4          7      29.06       5.46      23.13       0.61
       380        -24          4          8      34.30      10.10      10.52      -1.04
       381        -24          4          9      81.16       5.90      81.19      -2.44
       382        -24          4         10      69.56       9.57      69.26      -2.55
       383        -24          4         11      36.56      10.70      22.32      -2.48
       384        -24          4         14      31.92       6.66      42.10       1.37
       385        -24          4         15      28.19       8.45      33.52       1.10
       386        -24          4         16      85.90       6.50      61.09       0.38
       387        -24          4         17      52.66      16.42      96.80       0.08
       388        -24          4         18      25.90       8.32      17.29       2.56
       389        -24          4         20      57.21       3.31      56.58      -0.55
       390        -24          4         23      43.21       5.77      12.40      -1.02
       391        -24          4         24      36.51       9.86      41.65       2.98
       392        -24          4         25      54.14       6.37      23.44       0.57
       393        -24          5          1      27.15       3.72      40.78       2.13
       394        -24          5          2      28.49       5.36      23.27      -2.93
       395        -24          5          3      27.87       5.00      51.93       0.03
       396        -24          5          4      40.91       4.45      68.91       2.07
       397        -24          5          5      43.92       9.89      46.48       2.93
       398        -24          5          6      23.31       5.19      13.26       2.40
       399        -24          5          7      31.76       4.22      30.88       2.22
       400        -24          5          8      23.90       4.07      42.15      -0.23
       401        -24          5         10      37.19       3.69      44.86      -2.76
       402        -24          5         11      30.29       9.41      15.58      -1.03
       403        -24          5         13      26.14       5.76      42.77      -0.27
       404        -24          5         17      30.18       5.44      59.57      -0.02
       405        -24          5         18      28.92       5.87      29.86       1.51
       406        -24          5         26      47.85      13.66      42.20      -0.47
       407        -24          6          1      27.53       7.30      49.26       1.15
       408        -24          6          2      22.30       6.93      45.80       2.33
       409        -24          6          3      31.37       6.28      31.37      -2.97
       410        -24          6          5      25.36       4.44      35.83      -2.96
       411        -24          6          6      25.38       6.45      30.82      -2.24
       412        -24          6          7      45.90       9.45      50.01       1.41
       413        -24          6          8      25.38       6.83      29.19      -2.34
       414        -24          6         10      51.22       3.65      46.94       3.03
       415        -24          6         11      41.06       4.77      51.80       0.84
       416        -24          6         13      20.25       5.30      22.22      -0.52
       417        -24          6         16      30.20       6.66      21.46       0.36
       418        -24          6         17      33.49       6.66       5.31       1.39
       419        -24          6         19      25.07       5.88      24.47      -2.45
       420        -24          6         20      32.92       5.17      21.51       0.90
       421        -24          6         21      23.71       6.87       7.43      -1.30
       422        -24          6         26      56.25      12.23      34.15       1.67
       423        -24          7          1      27.00       5.76      43.50      -0.69
       424        -24          7          3      38.61       5.84      36.82       2.03
       425        -24          7          4      24.54       6.31      36.75      -0.68
       426        -24          7          5      30.24       4.48      27.73       0.30
       427        -24          7          6      26.52       5.06      11.06      -2.58
       428        -24          7          7      25.60       5.82      39.03      -0.28
       429        -24          7          8      22.75       5.51      17.37       0.95
       430        -24          7          9      19.88       5.08      38.01       0.86
       431        -24          7         11      26.70       7.91      37.86      -2.81
       432        -24          7         12      20.75       6.48      22.72       0.74
       433        -24          7         13      28.22       6.65      29.75       2.03
       434        -24          7         14      31.65       5.77      38.72      -0.43
       435        -24          7         18      31.41       6.45      31.26       2.25
       436        -24          7         19      30.58       6.17      38.04      -1.03
       437        -24          7         20      38.21       4.78      27.99      -1.88
       438        -24          7         22      38.65       4.28      37.10      -0.21
       439        -24          7         24      46.08       6.57      33.50       0.72
       440        -24          8          2      66.67       1.64      70.69      -0.46
       441        -24          8          5      20.64       6.17      20.81       0.86
       442        -24          8          7      30.94       6.46      16.17       1.41
       443        -24          8          8      32.44       7.42      37.35      -0.28
       444        -24          8          9      23.47       4.44      29.22       2.87
       445        -24          8         10      38.60       4.41      40.27      -2.53
       446        -24          8         11      28.84       3.82      44.18       2.03
       447        -24          8         12      23.13       6.21       8.38      -0.15
       448        -24          8         13      36.72       7.32      26.82      -2.74
       449        -24          8         14      37.29       6.02      24.35      -1.98
       450        -24          8         15      30.61       6.65       8.99       0.33
       451        -24          8         17      30.56       7.25      36.59      -0.90
       452        -24          8         18      67.54      15.35      50.22       0.79
       453        -24          8         20      61.16      14.66      69.57      -0.50
       454        -24          8         22      37.32       4.64      31.17      -1.07
       455        -24          8         24      74.33       2.82      68.01       1.41
       456        -24          8         25      52.59      11.39      44.25       1.37
       457        -24          9          4      30.66       4.67      55.96       1.18
       458        -24          9          5      24.77       6.18      41.53       0.54
       459        -24          9          9      28.95       3.85      34.77       2.02
       460        -24          9         10      33.37       4.74      62.83       0.79
       461        -24          9         11      25.69       5.85      26.59      -2.89
       462        -24          9         12      28.43       6.82      30.49       1.92
       463        -24          9         13      24.09       5.53      10.46      -2.80
       464        -24          9         14      29.46       7.23      14.91      -0.95
       465        -24          9         18      29.99       7.27      22.15       0.54
       466        -24          9         19      31.94       6.29      17.98       2.47
       467        -24          9         22      39.83       9.39      45.37       2.44
       468        -24          9         23      33.34       7.56      26.50      -0.61
       469        -24          9         24      38.71       6.77      35.17       2.33
       470        -24         10          1      30.76       4.58      48.27      -0.73
       471        -24         10          3      46.13       9.05      88.52      -1.85
       472        -24         10          4      29.18       6.08      43.63      -2.10
       473        -24         10          6      22.76       6.80      43.17       3.01
       474        -24         10         10      39.96       5.88      36.63       1.05
       475        -24         10         12      25.57       5.83      73.68      -2.91
       476        -24         10         14      26.22       7.37      37.63       3.09
       477        -24         10         16      28.64       6.60      23.09      -1.18
       478        -24         10         18      30.63       7.13      55.14       0.19
       479        -24         10         22      41.60      11.43      14.19       0.07
       480        -24         11          2      37.62       9.83      42.92      -1.51
       481        -24         11          3      43.73       8.14      13.92      -2.27
       482        -24         11          5      24.32       7.25      36.88      -0.61
       483        -24         11          6      31.04       6.90      31.04      -0.38
       484        -24         11          8      31.96       9.81      62.34      -0.26
       485        -24         11         10      26.68       3.58      39.67       1.34
       486        -24         11         12      27.81       8.86      39.92      -1.77
       487        -24         11         13      39.48       5.98      33.86      -2.34
       488        -24         11         14      28.11       8.02      35.36      -0.91
       489        -24         11         15      28.42       7.19      37.16       2.89
       490        -24         11         16      26.11       7.46      14.44       2.35
       491        -24         11         19      30.13       8.44      46.82      -0.62
       492        -24         11         20      32.87       6.15      51.30      -0.90
       493        -24         12          3      45.07      14.67      54.38      -1.40
       494        -24         12          5      22.09       7.10      45.33      -2.53
       495        -24         12          6      27.38       5.36      16.92       0.26
       496        -24         12          7      30.88       8.29      35.91       2.71
       497        -24         12          8      28.66       4.68      45.40       2.63
       498        -24         12          9      30.90       9.03      36.59      -2.93
       499        -24         12         10      25.74       6.97      49.35       2.59
       500        -24         12         15      26.56       6.73      28.34      -2.63
       501        -24         12         16      26.62       6.83      32.38      -1.15
       502        -24         12         17      25.13       7.63      39.59      -2.27
       503        -24         12         20      29.87       7.22      16.04      -2.22
       504        -24         13          6      37.05       7.34      35.03      -0.69
       505        -24         13          7      30.80       5.04      24.38      -2.76
       506        -24         13          8      27.03       5.31      21.69       2.31
       507        -24         13          9      49.54       2.83      59.41      -0.32
       508        -24         13         11      32.16       7.92      36.91       1.80
       509        -24         13         13      34.98       6.44      13.18       0.32
       510        -24         13         15      26.07       8.21      37.33      -0.24
       511        -24         14          8      32.72       5.60      42.19      -2.84
