                    h          k          l         FP      SIGFP      FCalc    PHICalc
        84        -28          3         15      32.10       7.27      28.04      -2.58
        85        -28          3         16      31.03       8.14      38.10       1.21
        86        -28          3         18      38.34       7.39      37.12      -0.73
        87        -28          4          1      44.02       6.30      50.73       1.44
        88        -28          4          7      50.93       5.20      55.28       1.86
        89        -28          4          8      33.37       7.48      33.37       1.64
        90        -28          4          9      49.83       5.42      31.38       0.93
        91        -28          4         10      60.45       5.52      67.98       0.06
        92        -28          4         16       6.73      34.93      14.05      -0.59
        93        -28          4         17      36.04       6.51      43.92      -0.25
        94        -28          5          5      17.57      14.64      33.58       0.79
        95        -28          5          7      42.37       6.39      29.81      -1.61
        96        -28          5          8      30.77       7.69      41.21       1.28
        97        -28          5          9      50.91       5.96      55.81       1.81
        98        -28          5         10      19.61      13.32      19.69      -2.62
        99        -28          5         11      72.90       4.12      65.46      -1.71
       100        -28          5         12       8.88      27.63       8.83       2.92
       101        -28          5         13      14.52      18.64       4.98      -2.21
       102        -28          5         15      18.65      14.10      34.71       1.00
       103        -28          5         17      22.47       9.33      16.80      -2.13
       104        -28          6          2       9.99      26.17      30.32       0.35
       105        -28          6          3      37.77       6.84      33.71       2.23
       106        -28          6          4      13.99      18.87       5.39      -1.51
       107        -28          6          5      18.11      13.66      17.75      -1.81
       108        -28          6          6      21.68      12.57      51.30      -1.38
       109        -28          6          8      28.38       9.10      30.15       1.84
       110        -28          6          9       2.92      89.04      23.16       1.45
       111        -28          6         10      23.83      11.05      12.15      -1.43
       112        -28          6         11      55.78       4.87      52.77       1.71
       113        -28          6         12      56.98       4.77      48.22       1.81
       114        -28          6         14      21.24      12.14      32.08       1.60
       115        -28          7          1      27.71       8.80      28.37       1.31
       116        -28          7          2      32.90       7.93      23.87      -0.22
       117        -28          7          3      31.15       7.92      39.39       0.72
       118        -28          7          4      20.83      11.28      29.40       1.73
       119        -28          7          5      25.26       9.97      18.57      -0.82
       120        -28          7          6      18.10      12.57      23.95      -0.14
       121        -28          7         10       8.01      28.38      26.66       0.29
       122        -28          7         11      52.96       4.87      40.51       2.86
       123        -28          7         12      21.12      10.62      22.12      -0.57
       124        -28          7         14      29.59       7.26      53.81       0.13
       125        -28          7         15      25.80       8.46      10.12      -1.38
       126        -28          8          1      37.38       7.17      41.87       0.65
       127        -28          8          2      20.96      12.92      35.18       0.26
       128        -28          8          3      43.73       5.75      40.69       0.03
       129        -28          8          4      19.74      12.47      10.06       0.00
       130        -28          8          7      38.03       6.39      48.56      -1.81
       131        -28          8          9      35.96       6.82      23.86       2.63
       132        -28          8         10      16.89      13.65      15.68       2.27
       133        -28          8         11      47.87       5.85      42.49       0.95
       134        -28          8         12      18.63      13.11      48.12       2.77
       135        -28          8         13      35.21       7.04      38.12       2.97
       136        -28          8         15      27.43       9.21      21.36      -1.54
       137        -28          9          1      22.05      12.49      31.42       0.90
       138        -28          9          2      24.75      10.75      29.18       1.39
       139        -28          9          3      24.09      10.74      23.25      -0.39
       140        -28          9          4       8.78      27.44      19.57       1.16
       141        -28          9          5      17.45      14.42      25.26      -2.21
       142        -28          9          6      38.25       6.93       7.80      -2.03
       143        -28          9          7      26.54       9.53      26.88      -1.56
       144        -28          9          8      35.74       6.71      19.92       2.36
       145        -28          9          9      25.56       9.53      35.27       0.40
       146        -28          9         10      23.39      10.61      17.51       2.31
       147        -28          9         12      18.95      12.45       7.98       1.49
       148        -28          9         13      17.44      12.67       8.47       0.97
       149        -28          9         14      34.13      14.95      40.19       1.14
       150        -28         10          3       7.59      31.89       5.26       3.03
       151        -28         10          5      14.96      18.10      22.25      -2.15
       152        -28         10          6      13.54      19.93       9.41       0.82
       153        -28         10          7      27.73       9.64      31.72      -3.10
       154        -28         10          8      29.56       9.64      26.93      -1.35
       155        -28         10          9      20.25      11.91      10.46      -1.73
       156        -28         10         10      34.75       7.69      31.48       1.66
       157        -28         10         11      14.83      16.02      11.02      -1.76
       158        -28         10         12      15.27      16.68      32.70      -3.11
       159        -28         10         13      18.95      12.46      22.75       2.98
       160        -28         11          7       3.14      75.70      10.85      -1.17
       161        -28         11          8      11.48      22.63      38.39       1.08
       162        -28         11          9      12.02      21.11      19.73       2.60
       163        -28         11         10       8.77      29.66      24.25       0.41
       164        -28         11         11      30.85       8.12      12.08      -0.28
       165        -27          0          3      47.48       6.75      30.69       3.14
       166        -27          0          4      31.35       9.25      32.73       3.14
       167        -27          0          5      50.16       5.44      53.04       3.14
       168        -27          0          6      85.71       5.00      51.42       0.00
       169        -27          0          7      76.01       4.02      74.78       0.00
       170        -27          0          8      78.60       3.81      97.82       0.00
       171        -27          0          9      29.35       9.46      40.00       3.14
       172        -27          0         10      30.87       9.24      32.28       0.00
       173        -27          0         11      74.04       3.91      87.33       3.14
       174        -27          0         12      19.35      13.81       6.30       0.00
       175        -27          0         13      71.67       5.33      79.19       3.14
       176        -27          0         14      40.69       6.53       1.11       0.00
       177        -27          0         19      26.51       8.62       8.44       3.14
       178        -27          1          1      10.25      25.30      16.03      -1.62
       179        -27          1          2      35.74       7.85      33.42       0.36
       180        -27          1          3       6.32      44.21      15.02      -2.98
       181        -27          1          4      18.40      19.16      22.27      -0.50
       182        -27          1          5      36.88       8.49      56.28       0.89
       183        -27          1          6      58.41       5.55      61.67       0.37
       184        -27          1          7      38.49       7.83      33.98      -0.97
       185        -27          1          8      81.97       5.65      64.79      -1.76
       186        -27          1          9      34.79       8.37      41.67      -0.95
       187        -27          1         11      75.45       5.00      64.26       2.39
       188        -27          1         13      69.39       5.22      43.94       1.98
       189        -27          1         14      66.80       4.57      74.14       1.86
       190        -27          1         15      24.49      10.67      30.70       2.37
       191        -27          1         16      49.87       5.12      37.59      -1.05
       192        -27          1         17      33.56       7.41      28.83      -1.17
       193        -27          1         18      55.82       4.69      35.51      -2.85
       194        -27          1         19       4.58      50.08      15.68      -0.23
       195        -27          1         20      26.31       8.52      17.02      -1.37
       196        -27          2          1      30.86       4.58      27.87       0.15
       197        -27          2          2      30.84      10.57      57.63       0.19
       198        -27          2         15      42.66       6.31      43.28      -0.87
       199        -27          2         16      40.83       4.03      40.86       1.63
       200        -27          2         17      21.68       8.39      11.86      -1.58
       201        -27          2         20      24.35       5.79      10.57       2.41
       202        -27          3          3      48.13       6.75      43.69       2.18
       203        -27          3          6      29.47      10.55      28.52      -0.42
       204        -27          3          7      30.55       9.02      34.44      -2.67
       205        -27          3          8      25.76      10.87      20.92      -0.55
       206        -27          3          9      13.81      19.78      42.22       0.39
       207        -27          3         10      51.20       5.65      67.71       2.21
       208        -27          3         11      53.05       5.65      54.37      -3.03
       209        -27          3         14      31.55       9.14      25.51       1.17
       210        -27          3         15      67.80       5.55      44.48      -2.77
       211        -27          3         16       6.53      20.69      16.52      -2.04
       212        -27          3         17      23.10       9.04      37.51      -0.26
       213        -27          3         20      35.59       6.33      27.86      -1.14
       214        -27          4          4      60.19       5.88      79.64       1.55
       215        -27          4          5      33.62       5.77      43.34       1.08
       216        -27          4          6      47.20       4.46      60.19      -2.90
       217        -27          4          7      53.82       5.44      32.94      -0.22
       218        -27          4          8      14.13      17.83      13.58       1.63
       219        -27          4          9      49.67       6.41      40.67      -0.78
       220        -27          4         10      27.50       9.13      13.07      -1.62
       221        -27          4         11      91.31       4.13      86.73       0.47
       222        -27          4         12      43.81       4.89      43.36       1.63
       223        -27          4         13      24.69       6.96      23.36       1.20
       224        -27          4         14      60.70       6.20      73.89      -1.57
       225        -27          4         18      12.65      17.77      30.27      -0.74
       226        -27          4         19      26.95       9.05      30.39      -2.27
       227        -27          5          2      40.64       6.43      25.99      -2.79
       228        -27          5          3      36.15       7.08       8.90       1.20
       229        -27          5          4      38.63       6.97       5.80      -2.37
       230        -27          5          5      30.46       8.49      41.44       0.69
       231        -27          5          6      52.85       5.22      38.03       1.28
       232        -27          5          7      41.42       6.85      40.36       1.45
       233        -27          5          8      30.00       8.91      27.57      -1.12
       234        -27          5          9      34.56       7.50      21.51       3.02
       235        -27          5         10      81.30       4.35     100.67       2.52
       236        -27          5         11      50.00       6.20      52.86       3.04
       237        -27          5         12      25.22       9.35      24.21      -1.66
       238        -27          5         13      36.97       7.18      24.98       1.09
       239        -27          5         14      27.08       9.68      27.47      -1.78
       240        -27          5         17      31.92       7.73      33.75       0.35
       241        -27          5         18      20.49       6.65      21.91      -2.75
       242        -27          5         19      19.64      12.44      16.10      -1.34
       243        -27          6          1      60.39       5.34      48.72      -0.96
       244        -27          6          2      32.57       8.28      39.49      -2.33
       245        -27          6          3      34.73       7.95      27.64       2.83
       246        -27          6         13      36.32       7.61      37.02      -3.04
       247        -27          6         14      42.53       5.87      33.46      -0.39
       248        -27          6         15      33.19       7.73       9.51      -0.64
       249        -27          6         18      40.22       5.78      38.23      -1.25
       250        -27          6         19      12.87      16.03       7.49      -2.77
       251        -27          7          1      28.01       8.83      25.79      -0.40
       252        -27          7          2      46.30       6.64      48.70       2.97
       253        -27          7          3      36.69       6.97      40.03      -3.01
       254        -27          7         12      46.63       5.98      27.64      -1.22
       255        -27          7         13      44.25       5.87      42.23      -2.88
       256        -27          7         14      17.94      13.05      22.42       2.93
       257        -27          7         15      21.98      10.77      12.07      -0.21
       258        -27          7         16      29.28       7.62      12.74      -0.50
       259        -27          7         18      20.27      10.68      21.11       1.76
       260        -27          8          3      25.80       9.91      44.04       2.68
       261        -27          8          5      34.04       7.72      32.43      -2.85
       262        -27          8          6      30.88       8.05      18.69       0.76
       263        -27          8          7      18.69      15.43      19.45       1.44
       264        -27          8          8      31.95       7.93      31.47       2.42
       265        -27          8          9      45.64       5.76      43.57       0.06
       266        -27          8         10      32.16       8.58      28.78       3.12
       267        -27          8         11      40.21       7.06      58.99      -1.84
       268        -27          8         12      48.91       5.22      46.88      -1.35
       269        -27          8         13      18.92      25.44       9.12      -1.98
       270        -27          8         14      18.05      14.68      26.29      -3.10
       271        -27          8         15      42.54       6.42      32.01       1.74
       272        -27          8         16      28.19       8.71      47.11       2.79
       273        -27          8         17       6.21      35.50      30.91      -0.09
       274        -27          8         18      15.15      14.82      39.79      -0.64
       275        -27          9          1      50.13       5.23      29.79       2.83
       276        -27          9          2      42.80       6.43      47.96       1.25
       277        -27          9          3      23.07      10.99      21.09      -0.64
       278        -27          9          4      32.20       7.62      40.15      -1.72
       279        -27          9          5      29.47       9.03       9.90       0.75
       280        -27          9          7      27.17       8.91      39.75       0.85
       281        -27          9          9      28.68       9.78      26.51      -1.80
       282        -27          9         10      33.03       7.06      27.12       0.55
       283        -27          9         11      21.95      10.97      33.54      -0.67
       284        -27          9         12      49.66       5.00      38.73      -2.88
       285        -27          9         13      35.65       6.96      48.46      -2.49
       286        -27          9         14      14.35      18.05      58.47      -2.85
       287        -27          9         15      15.12      16.43      29.08      -0.03
       288        -27          9         16      23.62      10.45      19.05       3.08
       289        -27         10          1      40.97       6.97      41.05       1.71
       290        -27         10          2      32.01       7.84      22.70       0.97
       291        -27         10          4       5.44      52.97      11.06      -1.34
       292        -27         10          5      43.60       6.52      43.05       1.72
       293        -27         10          6      36.85       6.96      23.37      -0.58
       294        -27         10          7      29.45       9.45      16.18      -3.09
       295        -27         10          8      26.40       9.67      21.09      -0.31
       296        -27         10          9      21.29      13.58      29.97      -2.42
       297        -27         10         11      11.41      19.12       6.59      -1.79
       298        -27         10         12      28.69       9.78      42.92      -0.87
       299        -27         10         13      17.06      15.43      34.98       2.70
       300        -27         10         14      19.79      13.48      20.07       2.87
       301        -27         10         15      26.32       8.92      29.78      -1.92
       302        -27         10         16      23.72       9.68      28.47      -2.55
       303        -27         10         17      31.36       8.38      28.75       1.63
       304        -27         11          2      21.34      13.07      15.97       0.33
       305        -27         11          3      10.01      26.01      15.99       0.35
       306        -27         11          4      16.31      15.99       7.24       1.51
       307        -27         11          5      30.22       8.70      47.21      -0.77
       308        -27         11          6      48.69       6.30      43.03      -1.34
       309        -27         11          7      35.31       7.61      34.96      -0.57
       310        -27         11          8      29.87       9.67      33.03      -2.07
       311        -27         11          9      28.35       9.88      29.78      -1.77
       312        -27         11         12      21.29      12.06      33.26      -0.35
       313        -27         11         13      27.71       9.78      28.40      -0.29
       314        -27         11         15      59.92       5.33      51.32      -0.77
       315        -27         12          2      17.31      15.57      26.68       2.89
       316        -27         12          3      32.64       7.83      22.26       1.14
       317        -27         12          4      17.51      16.64      14.30       1.69
       318        -27         12          5      46.96       6.20      38.86      -0.38
       319        -27         12          6      31.08       8.80      27.63      -1.87
       320        -27         12          7      23.90      10.21      26.06       0.09
       321        -27         12          8      12.27      21.72      22.47       2.37
       322        -27         12         11      31.39      16.29      30.52      -2.95
       323        -27         12         13      34.44       7.93      31.05      -0.97
       324        -27         12         14      35.76       8.15      44.33       0.47
       325        -27         13          3      21.97      12.40      31.71       1.75
       326        -27         13          4      32.29       8.81      19.84       1.82
       327        -27         13          5       8.59      31.95      17.22      -2.77
       328        -27         13          6      31.07       9.23      13.84      -2.76
       329        -27         13          7      29.65       9.12      41.06      -1.88
       330        -27         13          8      15.42      18.24      17.84      -0.67
       331        -27         13          9      16.40      16.61       7.64       0.11
       332        -27         13         12      10.97      21.94      37.21      -0.99
       333        -27         14          9      15.52      17.04      13.70      -0.85
       334        -26          0          1      24.83      11.48      24.27       3.14
       335        -26          0          2      40.22       7.10      59.62       0.00
       336        -26          0         14      41.15       6.22       5.77       0.00
       337        -26          0         15      28.83       8.63      44.83       3.14
       338        -26          0         16      67.85       5.14      67.21       0.00
       339        -26          0         19      53.76       5.58       6.80       3.14
       340        -26          0         20      60.16       4.82      16.36       0.00
       341        -26          1          1      76.12       4.05      93.04       1.78
       342        -26          1          2      39.02       8.09      31.68      -0.34
       343        -26          1          3      69.47       5.79      57.04      -2.09
       344        -26          1          4      42.58       8.30      35.59       0.67
       345        -26          1          7      84.54       3.93      70.79       0.74
       346        -26          1          8      57.70       5.24      46.91       2.52
       347        -26          1          9      24.76      11.78       7.00      -2.66
       348        -26          1         10      32.61       8.29      26.21       1.17
       349        -26          1         12      36.33       7.64       3.98       0.90
       350        -26          1         13      34.59       8.40      42.31       2.97
       351        -26          1         14      23.91      11.68      20.43       2.96
       352        -26          1         15      10.81      22.82       3.67      -2.03
       353        -26          1         16       6.12      40.54      20.20      -2.08
       354        -26          1         17      29.08       9.29      24.63      -1.14
       355        -26          1         18      61.38       5.47      74.02      -0.75
       356        -26          1         19      30.11       7.66      49.79      -2.00
       357        -26          1         22      33.38       7.47      34.27       2.14
       358        -26          2          4      85.82       2.29      72.37      -2.46
       359        -26          2          5      24.45       7.20      23.70       1.16
       360        -26          2          6      64.37       3.49      59.12       1.04
       361        -26          2          7      16.80      17.13      29.75      -2.78
       362        -26          2          8      35.88       5.13      37.83       0.74
       363        -26          2          9      87.57       2.51     107.72       0.93
       364        -26          2         10      60.96       2.94      86.23       1.85
       365        -26          2         11      33.92       5.78      44.78      -0.61
       366        -26          2         12      56.07       6.33      43.57      -1.10
       367        -26          2         13      53.14       5.46      59.65      -2.97
       368        -26          2         14      50.76       6.00      29.33       1.58
       369        -26          2         16      34.64       6.99      38.86      -1.06
       370        -26          2         17      44.28       5.25      48.59       0.95
       371        -26          2         18      46.17      13.89      44.07      -1.11
       372        -26          2         20      22.57       9.75      16.47      -1.27
       373        -26          2         21      43.76       5.92      25.88       0.97
       374        -26          2         22      20.09      11.75       3.15      -2.85
       375        -26          3          3      18.79      15.18      21.24      -2.48
       376        -26          3          4      28.60      10.04      28.20      -0.64
       377        -26          3          5       9.82      28.59      29.09      -2.55
       378        -26          3          6      32.62       8.95      14.30      -1.90
       379        -26          3          7      48.65       4.14      48.57       0.24
       380        -26          3          8     123.89       3.16     111.64       1.95
       381        -26          3          9      31.63       9.27      18.20       0.35
       382        -26          3         10      66.31       3.93      69.51      -0.00
       383        -26          3         11      37.08       8.51      58.90       0.51
       384        -26          3         12      43.42       5.24      44.64      -2.44
       385        -26          3         13      35.46       7.97      10.90      -2.18
       386        -26          3         17      41.98       4.15      40.54      -0.53
       387        -26          3         18      50.21       4.38      64.45      -0.54
       388        -26          3         21      21.50       6.69      19.21      -1.80
       389        -26          4          1      36.85       8.75      35.60       2.91
       390        -26          4          2      22.95      10.82      33.07       0.89
       391        -26          4          4      64.52       4.69      86.42      -2.15
       392        -26          4          5      76.72       4.26      43.11       1.91
       393        -26          4          6      15.49      17.24      33.61       1.59
       394        -26          4          7      63.70       5.56      57.18       2.00
       395        -26          4          8      26.28      11.01      66.19      -0.15
       396        -26          4          9      32.93       8.51      36.77       0.73
       397        -26          4         10      39.26       6.98      27.67       2.71
       398        -26          4         11      72.09       4.58      63.94      -1.38
       399        -26          4         12      54.00       5.13      51.22      -1.00
       400        -26          4         13      27.61       9.82      14.01       1.26
       401        -26          4         14      33.73       7.75      45.37       1.40
       402        -26          4         15      62.13       6.33      78.70      -0.70
       403        -26          4         16      45.12       6.23      29.79      -1.28
       404        -26          4         17      26.13       8.64       3.63      -1.36
       405        -26          4         18      34.13       6.78      21.76       1.31
       406        -26          4         19      48.50       5.80      58.14      -1.02
       407        -26          4         20       8.44      29.36      27.72       2.21
       408        -26          4         22      36.67       6.59      13.30      -2.34
       409        -26          5          1      24.49      11.81      32.11      -0.13
       410        -26          5          2      17.70      14.53      30.56       2.31
       411        -26          5          3      37.79       7.86      31.10      -1.10
       412        -26          5         12       6.76      38.50      35.30      -2.22
       413        -26          5         13      67.86       3.93      53.08      -1.69
       414        -26          5         14      19.97      13.21      18.50      -2.42
       415        -26          5         15      52.19       5.02      55.29       0.90
       416        -26          5         18      36.43       6.78      27.05       0.77
       417        -26          5         19      23.75       9.52      25.52       0.25
       418        -26          5         21      37.94       5.81      42.33       0.24
       419        -26          5         22      24.04       6.26      34.36       0.12
       420        -26          6          1      24.82      10.82      15.68       1.68
       421        -26          6          2      12.68      21.42      41.75       1.03
       422        -26          6         14      30.34       8.29      36.83       1.66
       423        -26          6         15      35.05       7.53      23.64      -0.15
       424        -26          6         16      24.69       9.39      34.72       0.95
       425        -26          6         19      21.78       9.85      21.11      -0.34
       426        -26          6         20      13.26      15.78      13.04       1.74
       427        -26          7          1      30.18       8.53      35.33       3.08
       428        -26          7          2      33.22       7.32      30.40       0.62
       429        -26          7          6      22.25      12.22      21.17      -2.34
       430        -26          7          7      27.48      10.69      24.67       1.06
       431        -26          7          8      27.91      11.01      38.07       1.97
       432        -26          7          9      44.48       6.32      41.58      -1.36
       433        -26          7         10      15.70      17.99      30.72      -2.27
       434        -26          7         14      47.36       5.35      55.15       0.98
       435        -26          7         15      25.44       9.61      30.98      -1.01
       436        -26          7         16      42.38       5.46      63.87       1.99
       437        -26          7         17      16.28      13.44      30.60      -2.27
       438        -26          7         19      35.02       7.11      40.01      -1.00
       439        -26          7         20      21.36       9.97      28.48       1.92
       440        -26          8          1      28.31      18.26      50.56      -1.93
       441        -26          8          2      24.36      10.27      27.49       0.45
       442        -26          8          4      56.21       5.57      68.68      -2.74
       443        -26          8          5      40.69       7.53      30.43       3.05
       444        -26          8          6      40.79       6.00      40.09       2.33
       445        -26          8          7      31.18       8.61      67.10      -0.90
       446        -26          8          8      37.07       7.30      25.18      -1.61
       447        -26          8         10      56.03       4.80      57.06       1.47
       448        -26          8         11      20.17      12.21      33.19      -1.46
       449        -26          8         12       5.56      51.47      16.01       3.02
       450        -26          8         14      18.55      13.31      32.43      -2.36
       451        -26          8         15      39.84       6.11      22.09      -0.27
       452        -26          8         16      33.64       7.32      41.21       0.03
       453        -26          8         17      21.97      10.93      15.97       2.04
       454        -26          8         18      26.25       8.64      37.70       1.70
       455        -26          8         19      23.42       9.52      30.72      -0.97
       456        -26          9          1      10.38      25.14      28.78      -1.23
       457        -26          9          2       9.18      26.33       5.22      -2.62
       458        -26          9          3      21.84      12.23      22.89      -2.15
       459        -26          9          4      33.17       7.75      26.37      -1.40
       460        -26          9          5      32.18       9.05      29.96       2.81
       461        -26          9          6      29.01       8.83      25.75      -1.17
       462        -26          9          7      27.36       9.92      38.62       2.89
       463        -26          9          8      45.57       6.00      65.85       0.32
       464        -26          9          9      28.01       9.27      14.81       0.14
       465        -26          9         10      28.23       9.37      15.58      -2.13
       466        -26          9         11      36.19       7.85       4.23      -0.32
       467        -26          9         12      31.07       7.63      35.84      -0.51
       468        -26          9         13      41.34       6.76      39.32      -0.67
       469        -26          9         14       7.96      29.89      41.74      -0.39
       470        -26          9         15      68.87       5.02      81.13       1.93
       471        -26          9         16      24.13      10.37      26.15      -0.86
       472        -26          9         17      24.26       9.07      39.59      -1.22
       473        -26          9         19      18.27      26.37      12.57      -2.72
       474        -26          9         20      23.77      10.73      31.20      -0.20
       475        -26         10          1      27.87      10.05      28.77      -2.44
       476        -26         10          2      15.40      17.26      12.51      -2.12
       477        -26         10          4      69.61       5.35      52.35       2.07
       478        -26         10          5      35.34       8.18      33.99       1.28
       479        -26         10          7      38.15       7.52      23.72      -2.84
       480        -26         10          8      16.02      18.42       6.59       1.54
       481        -26         10          9      23.32      12.32      16.67       1.10
       482        -26         10         10      28.34      10.46      31.33      -1.59
       483        -26         10         11       6.65      41.09      47.23       2.30
       484        -26         10         12      27.69       9.38      36.36      -2.72
       485        -26         10         13      38.28       6.76      12.45      -2.39
       486        -26         10         14      31.74       8.18      22.49       3.02
       487        -26         10         15      27.72       9.17      35.18      -1.03
       488        -26         10         17      36.93       7.32      16.38       3.05
       489        -26         10         18      24.49      10.39      32.64       2.34
       490        -26         10         19      18.82      13.35      20.56      -1.57
       491        -26         11          1      23.17      11.36      44.46       0.41
       492        -26         11          2      48.38       6.22      28.36      -3.10
       493        -26         11          3       7.20      36.24      14.68      -0.15
       494        -26         11          4      35.35       8.29      13.19       1.64
       495        -26         11          5      35.66       7.85      29.99       0.84
       496        -26         11         10      35.74       8.39      52.44      -0.86
       497        -26         11         11      18.53      14.71      32.05      -1.00
       498        -26         11         12      44.04       6.43      21.64       0.28
       499        -26         11         13      34.35       7.96      60.60      -1.32
       500        -26         11         14      35.67       6.54      21.82      -1.75
       501        -26         11         15      47.36       5.78      64.63       0.87
       502        -26         11         16      28.82       8.84      18.13       1.40
       503        -26         11         17      21.30      11.91      30.55      -1.55
       504        -26         11         18      52.25       4.81      48.55       2.23
       505        -26         12          1      34.74       7.21      20.66      -1.43
       506        -26         12          2      14.63      20.31      36.06      -1.74
       507        -26         12          3      37.76      15.71      32.54       2.17
       508        -26         12          4      12.22      22.36      25.25      -1.68
       509        -26         12          7      31.93       8.83      47.66       3.12
       510        -26         12          8      64.40       5.01      51.89      -0.88
       511        -26         12         10      45.76       7.08      52.88       2.13
