                    h          k          l         FP      SIGFP      FCalc    PHICalc          
      1221         -5         25          9     139.05     306.30     120.92      -0.38
      1222         -5         25         11     270.41     169.34     322.32      -1.69
      1223         -5         25         12     356.53     124.09     264.66      -1.37
      1224         -5         25         13     229.89     189.17     211.03      -1.57
      1225         -5         25         14     717.52      69.65     662.17       2.81
      1226         -5         25         15     246.49     176.82     317.98      -1.61
      1227         -5         25         16     590.50      90.09     762.06       0.23
      1228         -5         25         17     478.90     100.65     531.11      -1.27
      1229         -5         25         18     406.69     140.83     435.25      -0.30
      1230         -5         25         19     304.81     190.26     335.58       0.61
      1231         -5         25         20     387.92     134.36     367.63      -1.92
      1232         -5         25         21     278.05     173.94     235.62      -0.68
      1233         -5         26          1     580.12      72.51     503.24       2.03
      1234         -5         26          2     290.15     145.07     424.77       1.46
      1235         -5         26          3     573.94      87.59     571.83      -2.16
      1236         -5         26          4     386.46     134.05     345.32       0.90
      1237         -5         26          5     487.32     102.04     258.46       1.01
      1238         -5         26          6     535.90      82.45     597.59      -0.71
      1239         -5         26          7     284.73     178.04     319.21       0.87
      1240         -5         26          8     322.80     137.50     442.60       2.22
      1241         -5         26          9     898.66      59.61     958.56       0.65
      1242         -5         26         11     475.87      99.63     524.56       0.92
      1243         -5         26         12     186.22     237.36     216.47      -0.42
      1244         -5         26         13     232.20     190.88     325.98      -2.16
      1245         -5         26         14     667.34      80.05     768.50       2.86
      1246         -5         26         15     301.30     150.32     325.43      -2.37
      1247         -5         26         16     301.42     150.38     351.46       1.18
      1248         -5         26         17     167.52     287.74     225.82      -0.68
      1249         -5         26         18     416.01     144.58     648.46       0.14
      1250         -5         26         19     276.79     174.88     304.37      -0.00
      1251         -5         26         20      63.80     764.27     171.14      -2.41
      1252         -5         26         21     392.82     136.20     529.82       2.90
      1253         -5         26         22     371.92     130.99     441.42      -1.85
      1254         -5         26         23     168.59     289.10     179.96      -1.41
      1255         -5         27          1     332.71     131.78     425.15      -0.54
      1256         -5         27          2     779.17      63.95     765.77      -3.06
      1257         -5         27          3     344.01     127.94     304.23      -1.84
      1258         -5         27          4     400.28     139.09     333.50      -2.15
      1259         -5         27          5     502.31     105.17     538.14      -1.71
      1260         -5         27          6     262.02     167.27     259.15      -2.47
      1261         -5         27          7     585.00      89.55     334.34       2.89
      1262         -5         27          8     598.28      91.54     372.46       2.18
      1263         -5         27          9     124.28     357.13     199.53      -3.08
      1264         -5         27         11     223.20     206.18     203.44       0.04
      1265         -5         27         12     479.30     100.84     403.28       2.37
      1266         -5         27         13     406.12     140.83     268.39       1.24
      1267         -5         27         14     368.26     127.78     274.92      -2.08
      1268         -5         27         15     494.91     104.23     579.08      -0.36
      1269         -5         27         16     324.60     139.02     275.22       2.96
      1270         -5         27         17     200.09     240.10     268.99       0.73
      1271         -5         27         18     210.01     229.04     215.57       1.42
      1272         -5         27         19      63.03     760.27     328.72       2.91
      1273         -5         27         20     304.10     189.82     275.03       1.23
      1274         -5         27         21     298.31     186.61     245.82       2.32
      1275         -5         27         22     311.58     155.79     344.25      -1.63
      1276         -5         27         23     407.72     141.39     367.08       0.69
      1277         -5         28          1     500.95     105.53     444.66      -2.52
      1278         -5         28          2     628.82      75.59     652.58      -2.52
      1279         -5         28          3     619.89      74.31     725.97       1.47
      1280         -5         28          4     474.03      99.76     548.10       1.39
      1281         -5         28          5     326.78     140.23     308.09       0.17
      1282         -5         28          6     722.28      70.47     935.87       1.72
      1283         -5         28          7     355.72     129.23     304.62       0.22
      1284         -5         28          9     366.41     127.36     420.40      -2.80
      1285         -5         28         11     320.92     142.48     189.86      -1.78
      1286         -5         28         12     231.46     198.11     154.71       2.69
      1287         -5         28         13     381.33     132.12     396.46       1.27
      1288         -5         28         14     474.38      99.46     440.07      -1.25
      1289         -5         28         15     329.90     136.80     285.07      -0.66
      1290         -5         28         16     324.13     138.82     325.99      -2.15
      1291         -5         28         17     245.65     191.94     248.57      -1.38
      1292         -5         28         18     268.03     178.90     247.63       2.55
      1293         -5         28         19     340.91     146.85     376.11      -1.91
      1294         -5         28         20     358.10     139.70     368.58       0.23
      1295         -5         28         21     291.32     181.75     258.66       0.03
      1296         -5         28         22     304.57     190.35     285.98       1.42
      1297         -5         28         23     324.39     155.63     318.81       1.12
      1298         -5         29          1     307.66     147.65     323.42       0.01
      1299         -5         29          2     162.66     279.13     278.46      -1.42
      1300         -5         29          3     439.98     103.49     471.53      -0.03
      1301         -5         29          4     663.43      79.43     803.41       3.09
      1302         -5         29          5     666.25      80.11     669.17       1.38
      1303         -5         29          6     295.78     185.02     373.95       1.63
      1304         -5         29          7     349.97     130.99     254.29      -2.21
      1305         -5         29          8     381.38     132.34     455.21       1.42
      1306         -5         29          9     214.56     214.56     164.14      -1.45
      1307         -5         29         11     276.06     172.29     321.99       2.50
      1308         -5         29         12     516.41     108.37     585.67      -0.03
      1309         -5         29         13     107.11     445.41      96.04      -2.89
      1310         -5         29         14     305.76     152.88     378.86       0.16
      1311         -5         29         15     377.12     130.72     475.27       2.39
      1312         -5         29         16     323.65     144.50     419.06       2.38
      1313         -5         29         17     372.83     129.51     207.61      -2.11
      1314         -5         29         18     368.40     135.45     293.59       2.39
      1315         -5         29         19     357.41     139.43     359.68      -1.35
      1316         -5         29         20     275.70     181.40     210.21      -0.54
      1317         -5         29         21     296.12     185.40     229.05      -3.13
      1318         -5         30          1     820.24      67.54     782.33       1.26
      1319         -5         30          2     543.10      87.05     650.29       0.23
      1320         -5         30          3     393.80     136.47     375.96      -1.72
      1321         -5         30          4     378.98     131.31     304.88       2.52
      1322         -5         30          6     364.27     130.10     287.66       2.27
      1323         -5         30          7     404.73     140.55     395.79       1.42
      1324         -5         30          8     247.35     193.32     256.06      -2.54
      1325         -5         30          9     289.76     181.02     254.19       1.55
      1326         -5         30         10     231.24     206.48     218.72      -2.96
      1327         -5         30         11     359.03     132.28     379.90      -2.43
      1328         -5         30         12     353.95     134.28     276.47       0.46
      1329         -5         30         13     268.66     176.71     344.93      -1.10
      1330         -5         30         14     361.39     129.16     231.08      -0.97
      1331         -5         30         15     427.43     148.13     470.51       0.76
      1332         -5         30         16     356.44     131.22     310.42      -1.80
      1333         -5         30         17     280.17     175.02     266.15       0.66
      1334         -5         30         18     327.32     151.57     338.71       1.10
      1335         -5         30         19     281.70     176.47     296.59       1.65
      1336         -5         31          1     294.37     184.14     290.23      -2.00
      1337         -5         31          2     347.65     135.56     305.44       3.13
      1338         -5         31          3     463.89     101.86     429.99       1.48
      1339         -5         31          4     619.80      94.75     567.09       0.10
      1340         -5         31          5     438.87     107.77     363.97      -3.03
      1341         -5         31          6     174.05     271.46      98.32      -0.34
      1342         -5         31          7     354.06     133.83     371.74       2.74
      1343         -5         31          8     658.32      79.28     693.84      -2.08
      1344         -5         31          9     431.66     149.52     468.55       2.08
      1345         -5         31         11     412.45     143.12     431.39       2.12
      1346         -5         31         12     358.59     132.11     221.92      -3.01
      1347         -5         31         13     319.66     154.29     258.89       2.65
      1348         -5         31         14     236.41     204.50     200.14       0.42
      1349         -5         31         15     192.85     241.06     161.97      -0.69
      1350         -5         32          2     330.23     142.45     420.24      -3.06
      1351         -5         32          3     324.51     145.09     268.21       2.35
      1352         -5         32          4     312.30     150.32     407.01       1.57
      1353         -5         32          5     335.74     140.00     279.25      -1.82
      1354         -5         32          6     509.61     106.98     398.54      -0.42
      1355         -5         32          7     295.10     184.84     314.96      -3.00
      1356         -5         32          8     319.85     153.76     242.84       0.03
      1357         -5         32         10     342.80     144.13     325.39       0.68
      1358         -5         32         12     287.82     179.97     316.14      -1.80
      1359         -5         32         13     245.68     199.53     405.26      -0.35
      1360         -5         33          1     356.71     131.18     334.50      -0.79
      1361         -5         33          2     335.49     145.44     250.09      -1.55
      1362         -5         33          3     432.58     150.01     560.86      -1.12
      1363         -5         33          4     445.66     109.31     555.52      -3.13
      1364         -5         33          5     351.34     138.46     407.04      -2.20
      1365         -5         33          6     299.67     187.70     248.63      -1.13
      1366         -5         33          7     274.52     178.70     260.27      -2.12
      1367         -5         33          8     430.06     148.97     318.43       2.49
      1368         -5         33          9     184.65     266.29     179.17      -0.92
      1369         -4          0          1     177.27      53.78     282.81       3.14
      1370         -4          0          2     253.68      55.78      91.51       3.14
      1371         -4          0          3     517.45      19.93     359.75       3.14
      1372         -4          0          4    1142.14      31.89    1148.12       3.14
      1373         -4          0          5    1840.27      31.90    1502.64       0.00
      1374         -4          0          6     613.59      23.93     448.40       3.14
      1375         -4          0          8     341.22      27.94    1323.51       0.00
      1376         -4          0          9     292.08      35.26     154.43       3.14
      1377         -4          1          1     635.35      22.57     605.22      -0.96
      1378         -4          1          2    2035.35      17.27    1989.30      -1.20
      1379         -4          1          3    1993.36      20.59    1342.14      -0.02
      1380         -4          1          4     679.02      12.62    1018.27      -0.49
      1381         -4          1          5     360.20      25.92     536.85       0.81
      1382         -4          1          6    1483.08      12.63    1595.30       1.42
      1383         -4          1          7     799.93      13.30     246.74       0.08
      1384         -4          1          8     736.30      13.30     310.17       2.52
      1385         -4          1          9     553.55      12.64     466.65       2.71
      1386         -4          2          1    1236.08      13.94     837.15       1.17
      1387         -4          2          2     796.81      15.27     724.89      -0.88
      1388         -4          2          3     503.45      21.92     724.58       0.31
      1389         -4          2          4     399.94      32.55     881.15      -2.69
      1390         -4          2          5    1685.24      26.58     672.58      -2.37
      1391         -4          2          6     145.57      34.56     651.32      -1.01
      1392         -4          2          7     229.39      23.94     466.12       1.53
      1393         -4          2          8     642.46      20.62     801.59      -0.27
      1394         -4          3          1     392.94      22.57     851.77       2.86
      1395         -4          3          2     618.78      11.95     696.94       1.85
      1396         -4          3          3     738.47      13.28     358.51       2.19
      1397         -4          3          4     744.64      12.62     659.56       1.06
      1398         -4          3          5     150.16      34.55     672.06      -1.13
      1399         -4          3          6    1371.78      15.29     924.06      -0.47
      1400         -4          3          7     748.57      14.63     324.58       0.02
      1401         -4          3          8     535.32      31.92     113.88       0.83
      1402         -4          3          9     310.64      47.23     619.43      -1.55
      1403         -4          3         10    1120.49      30.61    1411.01      -1.80
      1404         -4          4          1    2709.62      35.84    1903.68      -1.53
      1405         -4          4          2     416.20      17.92     410.04       2.50
      1406         -4          4          3    1264.86     104.91    1346.29      -2.21
      1407         -4          4          4     614.33      38.52     651.08      -0.22
      1408         -4          4          5     793.20      26.57     468.93       1.02
      1409         -4          4          6     215.30      35.88     535.63      -0.20
      1410         -4          4          7     328.35      41.21     204.98      -1.12
      1411         -4          4          8     652.23      29.92     711.53       0.39
      1412         -4          4          9     687.67      28.60      74.94      -0.12
      1413         -4          4         10     471.66      38.58     692.05       1.13
      1414         -4          4         11     854.43      31.28     769.09      -1.50
      1415         -4          5          1     779.59      25.21    1089.95      -0.35
      1416         -4          5          2     151.97      94.90     128.73      -2.03
      1417         -4          5          3    1577.22      16.60    1014.58      -2.60
      1418         -4          5          4     361.21      54.45     267.58      -1.54
      1419         -4          5          5     662.17      13.95     110.07       3.09
      1420         -4          5          6     938.71      26.57     844.09      -3.11
      1421         -4          5          7     495.73      29.24     584.48      -0.47
      1422         -4          5          8     475.93      31.24     701.64      -1.98
      1423         -4          5          9    1212.11      31.92    1043.58       0.62
      1424         -4          5         10     407.70      40.57     245.98      -3.00
      1425         -4          5         11     511.61      37.26     348.74      -1.13
      1426         -4          5         12     360.70      55.24     199.89      -0.77
      1427         -4          5         13    1033.16      34.62     529.13      -1.62
      1428         -4          6          1     749.51      25.20     305.10       2.09
      1429         -4          6          2     450.48      29.86     432.93      -2.32
      1430         -4          6          3     650.35      25.88     482.17       0.72
      1431         -4          6          4     343.84      43.15     546.00      -1.26
      1432         -4          6          5     984.66      33.86     987.56       2.02
      1433         -4          6          6     747.16      29.22     617.61      -0.52
      1434         -4          6          7     173.39      75.73     597.20       1.49
      1435         -4          6          8    1637.37      33.23    1171.19      -0.78
      1436         -4          6          9     496.54      36.56    1142.33      -0.92
      1437         -4          6         10     621.02      33.24     626.83      -0.80
      1438         -4          6         11     703.01      35.25     930.40      -0.32
      1439         -4          6         12     886.17      32.60     645.77      -1.45
      1440         -4          6         13     565.01      41.26     262.27       2.94
      1441         -4          6         14     310.89      67.90     274.35      -0.78
      1442         -4          6         15     561.37      45.95     680.43       2.61
      1443         -4          7          1    1143.77      30.50     855.07      -1.67
      1444         -4          7          2     884.74      28.52     545.51      -1.71
      1445         -4          7          3     498.21      29.85     496.07      -2.22
      1446         -4          7          4     866.61      25.88     749.49       1.25
      1447         -4          7          5     499.13      33.19     488.06      -3.06
      1448         -4          7          6     904.26      29.21     385.68       0.56
      1449         -4          7          7     470.18      34.53     260.51       2.22
      1450         -4          7          9     661.16      33.22     612.16       2.90
      1451         -4          7         10     209.37      75.77      71.51       2.35
      1452         -4          7         11     676.84      33.91     163.35       1.44
      1453         -4          7         12     328.54      69.17      79.16      -1.87
      1454         -4          7         13     597.41      39.25     302.99      -2.76
      1455         -4          7         14     451.19      53.90     504.64       2.89
      1456         -4          7         15     493.28      47.93     461.30       0.66
      1457         -4          7         16     558.03      45.95     238.37      -0.30
      1458         -4          7         17     522.91      50.63     595.52       0.07
      1459         -4          8          1     184.26      71.58     346.82       1.67
      1460         -4          8          2     578.76      31.16     724.32       1.93
      1461         -4          8          4     791.32      31.18     731.59       2.11
      1462         -4          8          5     971.33      29.86     686.54      -0.84
      1463         -4          8          6     566.76      33.85     596.45      -0.60
      1464         -4          8          7     645.25      29.87     866.82      -1.10
      1465         -4          8          8    1191.26      31.21     473.76       2.52
      1466         -4          8         10     239.85      83.05     408.17       2.54
      1467         -4          8         11     218.65      81.75     409.24      -3.11
      1468         -4          8         12     281.88      70.47     464.01       2.99
      1469         -4          8         13     682.30      36.58     716.10      -1.22
      1470         -4          8         14     370.53      61.87     408.32      -1.33
      1471         -4          8         15     830.45      38.59     348.89      -1.05
      1472         -4          8         16     386.74      59.24     516.02      -1.12
      1473         -4          8         17     282.32      97.88     159.32       0.40
      1474         -4          8         18     530.87      51.29     605.68      -1.11
      1475         -4          8         19     658.31      48.64     776.94      -0.60
      1476         -4          9          1     738.69      29.15     835.18       0.65
      1477         -4          9          2     122.59     107.35     547.36      -0.63
      1478         -4          9          3     894.82      29.83     906.57       0.16
      1479         -4          9          4     950.08      30.50    1204.93      -1.83
      1480         -4          9          5     616.76      31.17     787.85       1.37
      1481         -4          9          6    1243.80      35.16    1272.86      -2.73
      1482         -4          9          7     968.11      31.85    1430.65       2.68
      1483         -4          9          8     441.38      43.14     498.09      -2.27
      1484         -4          9          9     367.15      45.81     302.53      -1.81
      1485         -4          9         11      87.69     218.56     416.06       0.98
      1486         -4          9         12     484.43      47.18      52.30      -0.55
      1487         -4          9         13     209.38      95.05     259.53      -0.52
      1488         -4          9         14     218.76     100.40     550.63       1.13
      1489         -4          9         15     258.07      89.13     372.70      -1.26
      1490         -4          9         16     441.79      67.86     412.89      -1.50
      1491         -4          9         17     280.87      97.84     416.23      -0.36
      1492         -4          9         18     745.01      43.94     811.98      -2.81
      1493         -4          9         19     183.15     149.19     269.64       3.01
      1494         -4          9         20     317.79     110.59     324.61       2.64
      1495         -4          9         21     311.24     107.97     317.78      -1.03
      1496         -4         10          1     548.27      36.42     714.85       2.80
      1497         -4         10          2     203.34      74.18      98.26       0.74
      1498         -4         10          3     691.65      32.46     439.32      -0.57
      1499         -4         10          4     722.31      30.48     611.59      -0.77
      1500         -4         10          5    1017.47      30.49     669.47      -2.79
      1501         -4         10          6     867.90      31.83     995.10       2.68
      1502         -4         10          7     546.48      35.81     519.90       1.13
      1503         -4         10          8     391.40      47.10     254.08       2.19
      1504         -4         10          9     386.87      48.44     104.41      -0.70
      1505         -4         10         10     580.14      38.50     411.16      -2.45
      1506         -4         10         12     834.87      35.20     853.21      -2.37
      1507         -4         10         13     661.06      39.20     673.50       0.56
      1508         -4         10         14     243.90      89.72     274.10      -1.20
      1509         -4         10         15     446.08      53.85     406.23      -2.24
      1510         -4         10         16     275.31      95.76     236.42       0.36
      1511         -4         10         17     370.53      77.83     400.18      -2.15
      1512         -4         10         18     309.43     107.14     346.97       2.27
      1513         -4         10         19     531.87      63.90     596.77      -2.50
      1514         -4         10         20     317.63     110.54     260.81       2.84
      1515         -4         10         21     324.41     112.58     250.73       0.93
      1516         -4         10         22     349.18     121.28     292.82      -0.03
      1517         -4         10         23     194.65     173.32     180.13       2.07
      1518         -4         10         24     642.84      62.68     635.24      -2.48
      1519         -4         11          1     369.95      56.25     393.41       1.93
      1520         -4         11          2      61.56     244.93     498.64       2.83
      1521         -4         11          3     687.96      32.44     408.95       3.03
      1522         -4         11          4     513.95      42.39     309.26       2.46
      1523         -4         11          5     677.05      34.45     762.97      -2.49
      1524         -4         11          6     438.02      42.41     475.05      -0.43
      1525         -4         11          7     526.30      38.44     565.43      -0.25
      1526         -4         11          8     170.40     106.75     300.25      -0.26
      1527         -4         11          9     726.89      33.82     610.38       2.41
      1528         -4         11         10     323.74      67.67     164.07      -1.37
      1529         -4         11         11     410.11      50.43     269.87      -2.65
      1530         -4         11         13     642.10      27.22     666.74       0.04
      1531         -4         11         14     138.16     166.05     100.90      -2.05
      1532         -4         11         15     441.18      67.77     488.84      -0.77
      1533         -4         11         16     588.21      48.52     591.66      -2.97
      1534         -4         11         17     227.38     113.69     265.94      -2.98
      1535         -4         11         18     182.23     148.31     356.84       0.31
      1536         -4         11         19     754.45      49.90     693.42       2.46
      1537         -4         11         20     193.67     150.41     183.28       1.05
      1538         -4         11         21     879.47      47.27    1033.23       2.94
      1539         -4         11         22     324.34     112.55     303.49       3.04
      1540         -4         11         23     807.48      53.30     753.07      -2.23
      1541         -4         12          1     800.29      36.38     584.79      -0.73
      1542         -4         12          2     377.75      57.56     730.93      -1.78
      1543         -4         12          3     641.22      37.72     547.19       2.66
      1544         -4         12          4    1163.63      33.10     857.08       2.07
      1545         -4         12          5     613.75      36.41     477.86       1.74
      1546         -4         12          6     416.56      50.33     549.52       1.25
      1547         -4         12          7     657.80      35.11     678.23       2.91
      1548         -4         12          8     377.03      57.65     152.81       1.22
      1549         -4         12          9     386.42      58.99     263.71       2.24
      1550         -4         12         10     208.85      95.47     312.25      -2.11
      1551         -4         12         11     856.20      21.89     719.07       1.41
      1552         -4         12         12     490.26      47.10     648.66      -0.21
      1553         -4         12         13     363.66      76.31     424.21      -2.66
      1554         -4         12         14     576.85      61.07     478.71      -1.16
      1555         -4         12         15     254.99      97.61     429.07       0.90
      1556         -4         12         16     475.59      58.45     319.52      -2.19
      1557         -4         12         17     467.78      71.76     403.76      -1.45
      1558         -4         12         18     422.73      65.80     519.66       2.25
      1559         -4         12         19     244.02     122.34     259.12      -1.99
      1560         -4         12         20     666.46      54.54     638.30      -2.93
      1561         -4         12         21     550.92      65.87     532.15      -2.46
      1562         -4         12         22     547.12      65.89     579.81      -2.26
      1563         -4         13          1     816.95      34.37     826.42      -1.04
      1564         -4         13          2     497.17      40.99     608.55       1.26
      1565         -4         13          3     540.94      39.68     555.47      -2.24
      1566         -4         13          4     867.18      36.38     805.05       2.71
      1567         -4         13          6     433.49      52.28     538.97       1.65
      1568         -4         13          7     721.58      36.41     586.18      -2.96
      1569         -4         13          8     933.69      37.08     935.09       0.78
      1570         -4         13          9     376.89      40.41     298.65      -1.33
      1571         -4         13         10     617.52      29.15     803.63       0.41
      1572         -4         13         11     492.44      34.46     632.86      -1.22
      1573         -4         13         12     403.08      43.09     273.24      -1.08
      1574         -4         13         13     370.05      47.09     455.26      -1.82
      1575         -4         13         14     321.07      76.95     418.78      -1.41
      1576         -4         13         15     317.86      59.72     414.69       0.79
      1577         -4         13         16     419.52      64.39     321.98       1.50
      1578         -4         13         17     440.91      67.73     400.87       0.29
      1579         -4         13         18     534.71      64.43     484.86       3.10
      1580         -4         13         19     687.72      50.50     480.38      -1.31
      1581         -4         13         20     252.58     126.29     113.11      -3.00
      1582         -4         13         21     527.28      80.46     631.66      -1.51
      1583         -4         13         22     240.79     150.99     272.32      -2.98
      1584         -4         14          1     700.78      37.65     581.53       0.79
      1585         -4         14          2     515.31      42.28     657.51       1.38
      1586         -4         14          3     122.25     168.51     628.82      -2.51
      1587         -4         14          4     678.18      40.32     290.89       0.28
      1588         -4         14          5    1131.93      36.36     440.72      -2.60
      1589         -4         14          6     552.89      29.10     459.27       2.58
      1590         -4         14          7     500.78      32.42     266.54      -1.60
      1591         -4         14          8     740.46      26.47     757.54      -2.76
      1592         -4         14          9     336.91      47.00     331.43      -2.91
      1593         -4         14         10     926.28      21.85     808.84      -0.46
      1594         -4         14         11     586.79      30.47     558.70      -1.74
      1595         -4         14         12     373.65      45.71     445.53      -0.29
      1596         -4         14         13     629.56      30.48     631.16       1.42
      1597         -4         14         14     766.32      29.83     756.29       1.99
      1598         -4         14         15     651.84      47.74     717.32      -1.65
      1599         -4         14         16     315.08     109.45     423.14       2.65
      1600         -4         14         17     642.31      52.42     740.91      -2.21
      1601         -4         14         18     909.36      45.80     984.13      -1.62
      1602         -4         14         19     639.42      52.46     712.47      -1.27
      1603         -4         14         20     441.04      92.33     474.26      -0.57
      1604         -4         14         21     267.77     126.25     255.02      -1.34
      1605         -4         15          1     597.95      27.72     550.66       1.89
      1606         -4         15          2     257.46      57.43     287.45       2.58
      1607         -4         15          3     823.42      23.11     760.97       0.72
      1608         -4         15          4     749.00      23.78     811.23       0.22
      1609         -4         15          5     340.90      48.23     270.04       1.65
      1610         -4         15          6     188.34     117.63     266.58      -0.56
      1611         -4         15          8     261.18      61.49     431.61      -0.90
      1612         -4         15          9    1055.60      21.16    1064.36      -0.95
      1613         -4         15         10     113.79     142.90     238.51       1.12
      1614         -4         15         11     514.21      34.41     789.30      -0.03
      1615         -4         15         12     383.95      47.66     385.68      -1.14
      1616         -4         15         13     798.60      26.49    1007.13       0.38
      1617         -4         15         14     753.81      29.15     837.33      -1.85
      1618         -4         15         15     655.98      32.47     620.80      -0.91
      1619         -4         15         16     703.25      51.70     589.38      -1.08
      1620         -4         15         17     938.86      43.76     909.68      -2.94
      1621         -4         15         18     535.25      64.34     618.63       1.22
      1622         -4         15         19     633.62      61.70     662.51       2.55
      1623         -4         16          1     166.84     100.24     223.50      -2.90
      1624         -4         16          2     341.68      56.73     371.40      -1.78
      1625         -4         16          3     108.20     149.77     252.07       1.07
      1626         -4         16          4     558.98      31.68     803.48      -2.69
      1627         -4         16          5     427.76      42.25     329.57      -3.11
      1628         -4         16          6     505.13      35.66     485.20      -1.60
      1629         -4         16          7     738.42      25.10     557.47       0.18
      1630         -4         16          8     488.90      58.80     474.29      -0.75
      1631         -4         16          9     887.53      23.79     896.30      -0.26
      1632         -4         16         10     335.81      52.88     335.50      -1.87
      1633         -4         16         11     826.56      25.13     863.07       2.11
      1634         -4         16         12     650.20      30.43     540.76      -0.01
      1635         -4         16         13     645.11      32.42     703.52      -2.07
      1636         -4         16         14     833.94      27.80     969.74      -0.96
      1637         -4         16         15     479.34      46.34     536.51      -1.17
      1638         -4         16         16     584.79      39.07     802.99      -2.80
      1639         -4         16         17     702.91      51.67     724.69      -0.70
      1640         -4         16         18     662.05      54.34     631.80       3.10
      1641         -4         17          1     256.30      67.86     256.98      -0.12
      1642         -4         17          2     606.31      30.32     706.04       0.15
      1643         -4         17          3     692.17      32.30     597.08      -2.98
      1644         -4         17          4     513.00      34.29     374.79       1.66
      1645         -4         17          5     827.74      25.06     865.48       0.68
      1646         -4         17          6     604.97      31.67     460.29       1.24
      1647         -4         17          7    1244.59      41.57    1154.27      -0.06
      1648         -4         17          8     302.32      60.07     374.64       3.00
      1649         -4         17          9     658.96      30.37     629.27       2.45
      1650         -4         17         10     303.82      60.10     371.86      -1.08
      1651         -4         17         11     613.10      33.03     574.61      -1.63
      1652         -4         17         12     458.64      42.96     501.64      -0.97
      1653         -4         17         13     473.33      44.29     582.34      -0.25
      1654         -4         17         14     715.51      32.40     719.81      -0.83
      1655         -4         17         15     939.32      27.78    1006.96       1.55
      1656         -4         17         16     584.28      41.03     484.95      -1.91
      1657         -4         17         17     483.20      72.81     524.18      -0.05
      1658         -4         17         18     435.03      91.38     339.70       1.39
      1659         -4         18          1     426.56      44.10     506.31       0.17
      1660         -4         18          2     584.03      32.92     416.54       1.96
      1661         -4         18          3     518.97      36.22     425.70       1.08
      1662         -4         18          4     428.20      44.14     472.72      -0.55
      1663         -4         18          5     811.16      26.36     861.48       0.88
      1664         -4         18          6     553.00      36.91     600.67      -2.34
      1665         -4         18          7     418.00      46.15     623.62      -1.26
      1666         -4         18          8     643.66      43.53     540.03       0.48
      1667         -4         18          9     300.15      66.63     236.99       2.98
      1668         -4         18         10     461.91      44.87     531.83       0.98
      1669         -4         18         11     653.46      33.00     732.86      -1.86
      1670         -4         18         12     745.44      30.37     800.83      -1.78
      1671         -4         18         13     464.97      46.89     492.54      -1.65
      1672         -4         18         14     584.03      38.98     575.91       2.61
      1673         -4         18         15     395.87      58.16     490.63      -0.78
      1674         -4         18         16     436.98      91.89     327.65      -1.84
      1675         -4         18         17     659.32      64.15     643.66      -0.33
      1676         -4         18         18     496.15      76.08     405.40      -1.17
      1677         -4         19          1     399.18      49.98     416.43      -2.35
      1678         -4         19          2     320.34      59.86     314.03       2.51
      1679         -4         19          3     679.01      32.24     617.26       0.01
      1680         -4         19          4     600.87      33.56     562.39      -1.43
      1681         -4         19          5     870.93      28.97     913.71      -1.18
      1682         -4         19          6     385.21      53.34     558.17      -2.78
      1683         -4         19          7     304.30      67.18     361.57      -2.33
      1684         -4         19          8     966.52      44.14    1144.32       1.32
      1685         -4         19          9    1106.52      43.50    1062.09      -0.74
      1686         -4         19         10     548.47      41.53     476.98       2.35
      1687         -4         19         11     323.12      64.62     448.75       0.47
      1688         -4         19         12     732.84      31.66     852.29      -1.89
      1689         -4         19         13     774.63      40.91     588.43       1.82
      1690         -4         19         14     842.19      50.16     600.83      -1.41
      1691         -4         19         15     305.69     112.90     295.13      -0.76
      1692         -4         19         16     750.93      55.48     770.32       0.60
      1693         -4         19         17     306.55     120.24     291.09       2.79
      1694         -4         19         18     344.32     119.62     263.08       2.17
      1695         -4         19         19     723.91      59.50     694.56      -2.72
      1696         -4         20          1     599.79      37.45     626.14       2.77
      1697         -4         20          2    1160.46      36.14    1061.34      -0.44
      1698         -4         20          3     607.98      67.70     692.38       1.73
      1699         -4         20          4     499.66      61.14     374.42      -1.14
      1700         -4         20          5     649.73      34.85     672.47      -1.87
      1701         -4         20          6     646.62      35.52     638.42       0.61
      1702         -4         20          7     596.79      38.82     608.53       2.70
      1703         -4         20          8     637.76      36.20     876.82      -3.05
      1704         -4         20         10     826.48      30.29    1123.31      -0.69
      1705         -4         20         11     760.19      32.94     672.43      -2.83
      1706         -4         20         12    1100.43      46.13    1216.11       0.75
      1707         -4         20         13     473.92      72.51     560.39      -2.17
      1708         -4         20         14     632.31      61.32     844.92      -1.80
      1709         -4         20         15     246.67     154.34     285.34      -1.05
      1710         -4         20         16     950.73      50.80     946.11      -1.62
      1711         -4         20         17     725.98      59.40     690.47      -1.12
      1712         -4         20         18     156.47     248.24     355.83      -0.40
      1713         -4         20         19     332.19     122.84     225.97      -1.92
      1714         -4         20         20     519.93      79.28     500.15      -0.11
      1715         -4         21          1     505.96      45.94     585.51      -1.31
      1716         -4         21          2    1090.94      90.58    1239.99      -0.48
      1717         -4         21          3     565.96      94.55     617.03      -0.16
      1718         -4         21          4     258.10      82.75     213.03       0.84
      1719         -4         21          5     961.72      27.59    1026.67       0.54
      1720         -4         21          6     394.25      57.82     247.29       0.99
      1721         -4         21          7     392.39      59.15     458.40       1.55
      1722         -4         21          8     690.33      35.50     774.81      -1.90
      1723         -4         21          9     601.74      58.53     483.50       2.97
      1724         -4         21         10     351.94     122.36     407.97      -0.00
      1725         -4         21         11     398.11      87.52     382.54      -1.61
