         h          k          l       FREE         FP      SIGFP      FCalc    PHICalc         h          k          l       FREE         FP      SIGFP      FCalc    PHICalc         h          k          l       FREE         FP      SIGFP      FCalc    PHICalc         h          k          l       FREE         FP      SIGFP      FCalc    PHICalc         h          k          l       FREE         FP      SIGFP      FCalc    PHICalc         h          k          l       FREE         FP      SIGFP      FCalc    PHICalc 	h 	k 	l 	FREE 	FP 	SIGFP 	FCalc 	PHICalc 	
4267	0  	9  	8  	1  	58.29 	0.00 	85.32 	-2.32
4268	0  	9  	9  	1  	169.29 	0.00 	131.58 	-1.37
4269	0  	9  	10  	1  	47.48 	0.00 	16.05 	-1.53
4270	0  	9  	11  	1  	50.39 	0.00 	13.99 	0.72
4271	0  	9  	12  	1  	54.89 	0.00 	62.54 	-1.70
4272	0  	9  	13  	0  	72.83 	0.00 	67.69 	2.67
4273	0  	10  	1  	0  	64.06 	0.00 	149.68 	2.70
4274	0  	10  	2  	0  	118.75 	0.00 	124.05 	-0.91
4275	0  	10  	3  	1  	62.22 	0.00 	107.96 	1.06
4276	0  	10  	4  	1  	94.24 	0.00 	78.25 	0.01
4277	0  	10  	5  	1  	100.76 	0.00 	88.97 	0.14
4278	0  	10  	6  	1  	161.55 	0.00 	171.55 	2.40
4279	0  	10  	7  	1  	62.65 	0.00 	74.56 	0.82
4280	0  	10  	9  	1  	84.36 	0.00 	88.28 	-2.66
4281	0  	10  	10  	1  	63.16 	0.00 	48.71 	-0.07
4282	0  	10  	11  	1  	69.25 	0.00 	47.14 	1.60
4283	0  	10  	12  	0  	68.56 	0.00 	40.34 	1.37
4284	0  	11  	1  	1  	147.56 	0.00 	181.79 	-2.95
4285	0  	11  	2  	1  	52.39 	0.00 	64.13 	2.91
4286	0  	11  	3  	1  	87.75 	0.00 	78.67 	2.28
4287	0  	11  	4  	1  	122.44 	0.00 	135.81 	-2.51
4288	0  	11  	5  	1  	66.35 	0.00 	54.84 	-1.57
4289	0  	11  	6  	1  	90.72 	0.00 	121.55 	-1.66
4290	0  	11  	7  	1  	70.53 	0.00 	65.44 	2.79
4291	0  	11  	8  	1  	61.64 	0.00 	79.56 	2.88
4292	0  	11  	9  	1  	72.31 	0.00 	84.18 	2.20
4293	0  	11  	11  	1  	64.94 	0.00 	83.55 	0.88
4294	0  	12  	0  	1  	219.74 	0.00 	260.05 	1.57
4295	0  	12  	3  	1  	144.49 	0.00 	227.29 	1.03
4296	0  	12  	4  	1  	182.02 	0.01 	153.72 	1.24
4297	0  	12  	5  	1  	63.62 	0.01 	26.66 	-2.64
4298	0  	12  	6  	1  	106.02 	0.01 	106.74 	1.12
4299	0  	12  	7  	1  	79.50 	0.01 	61.61 	0.60
4300	0  	13  	3  	1  	62.23 	0.01 	62.93 	-2.47
4301	0  	13  	4  	1  	60.48 	0.01 	70.21 	2.10
4302	0  	13  	6  	1  	72.42 	0.01 	88.06 	2.90
4303	0  	13  	7  	1  	100.24 	0.01 	104.08 	2.70
4304	0  	14  	0  	1  	76.12 	0.01 	79.21 	-2.13
4305	1  	0  	6  	1  	30.37 	0.00 	68.51 	3.14
4306	1  	0  	7  	1  	74.23 	0.00 	29.88 	0.00
4307	1  	0  	8  	1  	280.44 	0.00 	250.06 	3.14
4308	1  	0  	9  	1  	152.70 	0.00 	193.60 	3.14
4309	1  	0  	10  	0  	336.50 	0.00 	358.40 	0.00
4310	1  	0  	11  	0  	246.54 	0.00 	185.97 	0.00
4311	1  	0  	13  	1  	174.10 	0.00 	209.23 	0.00
4312	1  	0  	15  	1  	104.26 	0.00 	96.06 	3.14
4313	1  	1  	6  	1  	14.07 	0.00 	58.16 	1.71
4314	1  	1  	7  	1  	81.85 	0.00 	123.93 	-0.87
4315	1  	1  	8  	1  	251.45 	0.00 	213.58 	1.53
4316	1  	1  	9  	1  	161.45 	0.00 	150.90 	0.10
4317	1  	1  	10  	1  	124.49 	0.00 	107.94 	2.99
4318	1  	1  	11  	1  	220.70 	0.00 	209.86 	1.83
4319	1  	1  	12  	1  	38.43 	0.00 	92.89 	2.27
4320	1  	1  	13  	1  	113.69 	0.00 	132.03 	2.12
4321	1  	1  	14  	1  	145.11 	0.00 	135.28 	0.13
4322	1  	1  	15  	1  	47.34 	0.00 	31.97 	-2.20
4323	1  	1  	16  	1  	50.50 	0.00 	39.50 	1.21
4324	1  	2  	6  	1  	174.29 	0.00 	166.17 	1.78
4325	1  	2  	7  	1  	134.68 	0.00 	148.84 	1.14
4326	1  	2  	8  	1  	173.07 	0.00 	198.96 	-0.70
4327	1  	2  	9  	1  	150.30 	0.00 	161.24 	-0.53
4328	1  	2  	10  	1  	129.46 	0.00 	144.14 	2.56
4329	1  	2  	11  	1  	168.35 	0.00 	200.19 	-1.14
4330	1  	2  	12  	0  	42.89 	0.00 	38.46 	2.60
4331	1  	2  	13  	1  	135.45 	0.00 	112.64 	-1.31
4332	1  	2  	14  	1  	58.13 	0.00 	74.81 	-1.21
4333	1  	2  	15  	1  	63.59 	0.00 	65.99 	2.36
4334	1  	2  	16  	1  	64.04 	0.00 	72.96 	-0.81
4335	1  	3  	5  	1  	283.73 	0.00 	256.88 	1.82
4336	1  	3  	6  	1  	228.75 	0.00 	171.34 	0.41
4337	1  	3  	7  	1  	172.21 	0.00 	167.24 	0.86
4338	1  	3  	8  	1  	290.23 	0.00 	279.99 	0.80
4339	1  	3  	9  	1  	116.69 	0.00 	139.06 	-2.38
4340	1  	3  	10  	1  	202.08 	0.00 	191.71 	-2.80
4341	1  	3  	11  	1  	135.17 	0.00 	150.79 	1.58
4342	1  	3  	12  	1  	51.60 	0.00 	38.14 	2.36
4343	1  	3  	13  	1  	169.99 	0.00 	189.29 	2.30
4344	1  	3  	14  	1  	164.55 	0.00 	168.27 	1.18
4345	1  	3  	15  	1  	24.95 	0.00 	33.87 	-2.44
4346	1  	3  	16  	1  	60.88 	0.00 	43.33 	0.03
4347	1  	4  	4  	0  	370.62 	0.00 	419.57 	-0.09
4348	1  	4  	5  	1  	375.57 	0.00 	341.01 	-1.32
4349	1  	4  	7  	1  	135.53 	0.00 	192.06 	-2.97
4350	1  	4  	8  	0  	149.86 	0.00 	190.24 	-2.21
4351	1  	4  	9  	1  	199.65 	0.00 	171.13 	-2.37
4352	1  	4  	10  	1  	45.77 	0.00 	96.09 	-0.19
4353	1  	4  	11  	1  	151.27 	0.00 	118.68 	2.18
4354	1  	4  	12  	1  	188.51 	0.00 	180.17 	-0.14
4355	1  	4  	13  	1  	104.34 	0.00 	93.61 	0.23
4356	1  	4  	14  	1  	44.29 	0.00 	51.59 	-2.83
4357	1  	4  	15  	1  	62.14 	0.00 	86.21 	-1.21
4358	1  	5  	2  	1  	260.10 	0.00 	260.06 	-1.86
4359	1  	5  	3  	1  	106.23 	0.00 	112.74 	1.85
4360	1  	5  	4  	1  	98.20 	0.00 	121.53 	-1.19
4361	1  	5  	5  	1  	245.15 	0.00 	247.00 	2.47
4362	1  	5  	6  	1  	190.81 	0.00 	204.30 	2.35
4363	1  	5  	7  	1  	163.39 	0.00 	169.51 	-2.39
4364	1  	5  	8  	1  	61.04 	0.00 	51.39 	1.15
4365	1  	5  	9  	1  	186.02 	0.00 	214.42 	2.57
4366	1  	5  	10  	1  	288.60 	0.00 	246.82 	1.71
4367	1  	5  	11  	1  	192.66 	0.00 	255.03 	-2.49
4368	1  	5  	12  	1  	56.16 	0.00 	75.08 	2.35
4369	1  	5  	13  	1  	50.25 	0.00 	68.13 	2.69
4370	1  	5  	14  	1  	145.61 	0.00 	141.73 	-2.45
4371	1  	5  	15  	1  	61.72 	0.00 	67.03 	-0.09
4372	1  	6  	4  	1  	413.65 	0.00 	383.77 	-2.01
4373	1  	6  	5  	0  	306.54 	0.00 	277.64 	0.45
4374	1  	6  	6  	1  	163.22 	0.00 	94.37 	0.13
4375	1  	6  	7  	1  	230.18 	0.00 	220.78 	2.94
4376	1  	6  	8  	1  	199.42 	0.00 	208.50 	-2.78
4377	1  	6  	9  	1  	76.65 	0.00 	79.37 	-1.99
4378	1  	6  	10  	1  	66.75 	0.00 	110.19 	0.88
4379	1  	6  	11  	1  	71.86 	0.00 	75.54 	2.20
4380	1  	6  	12  	1  	117.64 	0.00 	132.90 	-2.50
4381	1  	6  	13  	1  	77.98 	0.00 	91.06 	-2.80
4382	1  	6  	14  	0  	58.38 	0.00 	46.67 	-1.61
4383	1  	6  	15  	1  	74.30 	0.00 	77.60 	0.05
4384	1  	7  	2  	1  	251.30 	0.00 	235.18 	-0.96
4385	1  	7  	3  	1  	242.51 	0.00 	211.99 	-0.78
4386	1  	7  	4  	1  	254.17 	0.00 	235.92 	1.94
4387	1  	7  	5  	1  	90.03 	0.00 	43.88 	0.49
4388	1  	7  	6  	1  	143.25 	0.00 	105.65 	2.19
4389	1  	7  	7  	1  	281.99 	0.00 	265.73 	0.40
4390	1  	7  	8  	1  	49.56 	0.00 	69.53 	-3.10
4391	1  	7  	9  	1  	100.97 	0.00 	100.91 	1.57
4392	1  	7  	10  	1  	103.83 	0.00 	120.25 	-1.00
4393	1  	7  	11  	1  	48.76 	0.00 	46.16 	-0.64
4394	1  	7  	12  	1  	40.13 	0.00 	33.58 	2.38
4395	1  	7  	13  	1  	46.07 	0.00 	62.86 	-0.62
4396	1  	7  	14  	1  	25.51 	0.00 	45.17 	-2.31
4397	1  	8  	2  	1  	196.87 	0.00 	130.43 	-2.29
4398	1  	8  	3  	1  	90.90 	0.00 	134.11 	2.08
4399	1  	8  	4  	1  	172.55 	0.00 	182.07 	1.32
4400	1  	8  	5  	1  	96.58 	0.00 	144.23 	-2.89
4401	1  	8  	6  	1  	54.45 	0.00 	59.66 	1.36
4402	1  	8  	7  	1  	287.15 	0.00 	270.77 	-1.90
4403	1  	8  	8  	0  	209.89 	0.00 	176.59 	-0.48
4404	1  	8  	9  	1  	63.55 	0.00 	74.71 	1.69
4405	1  	8  	10  	1  	131.37 	0.00 	146.27 	2.54
4406	1  	8  	11  	1  	72.83 	0.00 	103.80 	1.31
4407	1  	8  	12  	1  	49.85 	0.00 	44.80 	-0.90
4408	1  	8  	13  	1  	65.54 	0.00 	34.06 	3.01
4409	1  	9  	2  	1  	172.27 	0.00 	164.40 	2.64
4410	1  	9  	3  	0  	320.10 	0.00 	277.90 	-0.64
4411	1  	9  	4  	0  	277.99 	0.00 	229.24 	1.68
4412	1  	9  	5  	1  	130.71 	0.00 	111.64 	2.97
4413	1  	9  	6  	1  	92.15 	0.00 	86.57 	2.52
4414	1  	9  	7  	1  	62.91 	0.00 	73.83 	3.14
4415	1  	9  	8  	0  	77.09 	0.00 	29.31 	-0.82
4416	1  	9  	9  	1  	66.88 	0.00 	63.98 	1.30
4417	1  	9  	10  	1  	82.07 	0.00 	66.98 	-0.34
4418	1  	9  	11  	1  	75.42 	0.00 	41.09 	2.38
4419	1  	9  	12  	1  	89.58 	0.00 	65.36 	-1.78
4420	1  	9  	13  	1  	70.73 	0.00 	44.33 	-1.53
4421	1  	10  	1  	1  	150.91 	0.00 	172.20 	0.37
4422	1  	10  	2  	1  	186.86 	0.00 	171.94 	-0.67
4423	1  	10  	3  	1  	162.76 	0.00 	200.26 	-1.43
4424	1  	10  	4  	1  	100.53 	0.00 	98.84 	-0.04
4425	1  	10  	5  	1  	56.02 	0.00 	63.17 	-2.50
4426	1  	10  	6  	1  	90.29 	0.00 	106.76 	-0.99
4427	1  	10  	8  	1  	71.11 	0.00 	61.27 	-0.01
4428	1  	10  	9  	1  	69.30 	0.00 	34.94 	1.13
4429	1  	10  	10  	1  	107.12 	0.00 	71.74 	1.87
4430	1  	10  	12  	1  	56.51 	0.00 	66.21 	-1.91
4431	1  	11  	3  	1  	79.60 	0.00 	110.71 	-0.90
4432	1  	11  	4  	1  	124.25 	0.00 	134.48 	0.64
4433	1  	11  	5  	1  	135.20 	0.00 	150.33 	-2.99
4434	1  	11  	6  	1  	148.19 	0.00 	189.09 	2.80
4435	1  	11  	7  	1  	227.84 	0.00 	207.92 	-2.85
4436	1  	11  	8  	1  	87.46 	0.00 	61.80 	-2.65
4437	1  	11  	9  	1  	99.56 	0.00 	119.48 	-1.08
4438	1  	11  	10  	1  	143.96 	0.00 	136.77 	-0.84
4439	1  	12  	3  	1  	83.79 	0.00 	93.31 	-1.42
4440	1  	12  	4  	1  	71.26 	0.00 	85.89 	-2.62
4441	1  	12  	8  	1  	103.64 	0.01 	120.28 	-2.02
4442	1  	12  	9  	1  	65.86 	0.01 	52.30 	-1.13
4443	1  	13  	0  	1  	47.26 	0.01 	60.73 	2.24
4444	1  	13  	1  	1  	85.20 	0.01 	69.93 	-0.94
4445	1  	13  	5  	1  	79.45 	0.01 	74.16 	-1.43
4446	1  	13  	6  	0  	20.14 	0.01 	101.63 	-0.27
4447	1  	14  	2  	1  	69.46 	0.01 	75.37 	0.25
4448	1  	14  	3  	1  	104.59 	0.01 	140.52 	-1.48
4449	1  	14  	5  	1  	72.16 	0.01 	41.26 	-2.67
4450	2  	0  	6  	1  	300.93 	0.00 	315.20 	0.00
4451	2  	0  	8  	1  	145.42 	0.00 	150.07 	0.00
4452	2  	0  	10  	0  	135.40 	0.00 	70.90 	3.14
4453	2  	0  	12  	1  	279.98 	0.00 	230.08 	3.14
4454	2  	0  	13  	1  	39.98 	0.00 	9.21 	3.14
4455	2  	0  	14  	1  	131.79 	0.00 	139.53 	3.14
4456	2  	1  	7  	1  	229.54 	0.00 	164.03 	1.89
4457	2  	1  	9  	1  	180.75 	0.00 	166.54 	-2.52
4458	2  	1  	10  	1  	183.97 	0.00 	158.32 	-1.02
4459	2  	1  	11  	1  	149.67 	0.00 	126.22 	-1.24
4460	2  	1  	12  	1  	132.10 	0.00 	133.75 	1.17
4461	2  	1  	13  	1  	38.37 	0.00 	34.55 	-0.35
4462	2  	1  	14  	1  	72.23 	0.00 	110.08 	-2.53
4463	2  	1  	15  	1  	93.88 	0.00 	85.03 	1.62
4464	2  	2  	6  	1  	168.52 	0.00 	173.02 	-0.76
4465	2  	2  	7  	1  	367.69 	0.00 	396.51 	1.84
4466	2  	2  	8  	1  	69.14 	0.00 	85.36 	0.37
4467	2  	2  	9  	1  	95.89 	0.00 	128.12 	-2.22
4468	2  	2  	10  	1  	72.42 	0.00 	49.34 	-2.95
4469	2  	2  	11  	0  	130.09 	0.00 	179.54 	0.66
4470	2  	2  	12  	1  	54.39 	0.00 	73.20 	2.16
4471	2  	2  	13  	1  	38.11 	0.00 	45.37 	2.28
4472	2  	2  	14  	1  	51.42 	0.00 	46.77 	-2.21
4473	2  	2  	15  	1  	44.11 	0.00 	52.91 	-0.74
4474	2  	2  	16  	1  	43.38 	0.00 	56.11 	1.77
4475	2  	3  	5  	1  	120.46 	0.00 	117.26 	-1.01
4476	2  	3  	6  	1  	148.01 	0.00 	150.03 	1.75
4477	2  	3  	7  	1  	301.42 	0.00 	246.38 	2.11
4478	2  	3  	8  	1  	179.19 	0.00 	144.89 	-2.07
4479	2  	3  	9  	1  	273.11 	0.00 	233.07 	-0.48
4480	2  	3  	10  	1  	57.24 	0.00 	44.30 	-0.41
4481	2  	3  	11  	1  	249.34 	0.00 	178.90 	0.08
4482	2  	3  	12  	1  	73.30 	0.00 	88.49 	0.23
4483	2  	3  	13  	1  	39.25 	0.00 	73.51 	-2.47
4484	2  	3  	14  	1  	108.27 	0.00 	113.60 	2.58
4485	2  	3  	15  	1  	58.21 	0.00 	69.88 	0.46
4486	2  	3  	16  	1  	42.30 	0.00 	57.60 	0.54
4487	2  	4  	3  	1  	139.13 	0.00 	158.27 	-2.00
4488	2  	4  	4  	1  	412.34 	0.00 	428.59 	-1.03
4489	2  	4  	5  	1  	184.93 	0.00 	214.77 	-1.06
4490	2  	4  	6  	1  	244.50 	0.00 	222.77 	1.22
4491	2  	4  	8  	1  	230.94 	0.00 	237.34 	-3.08
4492	2  	4  	9  	1  	70.25 	0.00 	79.20 	0.57
4493	2  	4  	10  	1  	135.07 	0.00 	155.92 	-3.00
4494	2  	4  	11  	1  	144.96 	0.00 	180.12 	-1.24
4495	2  	4  	12  	1  	39.26 	0.00 	94.47 	-2.38
4496	2  	4  	13  	1  	68.40 	0.00 	82.29 	1.30
4497	2  	4  	14  	1  	82.64 	0.00 	88.77 	1.11
4498	2  	4  	15  	1  	59.07 	0.00 	78.05 	2.48
4499	2  	5  	2  	1  	81.13 	0.00 	102.02 	-2.78
4500	2  	5  	3  	1  	443.11 	0.00 	370.30 	-0.43
4501	2  	5  	4  	1  	258.30 	0.00 	251.36 	-1.50
4502	2  	5  	5  	1  	135.74 	0.00 	107.69 	-1.72
4503	2  	5  	6  	1  	131.90 	0.00 	111.53 	2.24
4504	2  	5  	7  	1  	233.98 	0.00 	189.16 	1.33
4505	2  	5  	8  	1  	59.76 	0.00 	80.10 	1.10
4506	2  	5  	9  	1  	80.61 	0.00 	150.49 	-1.98
4507	2  	5  	10  	1  	41.38 	0.00 	56.71 	2.43
4508	2  	5  	11  	1  	108.05 	0.00 	61.66 	1.08
4509	2  	5  	12  	1  	159.86 	0.00 	127.12 	-0.28
4510	2  	5  	13  	1  	64.43 	0.00 	88.58 	1.93
4511	2  	5  	14  	1  	108.32 	0.00 	99.25 	1.12
4512	2  	5  	15  	0  	55.45 	0.00 	42.25 	1.14
4513	2  	6  	2  	1  	122.08 	0.00 	196.22 	-1.72
4514	2  	6  	3  	1  	272.79 	0.00 	207.07 	-2.74
4515	2  	6  	4  	1  	120.34 	0.00 	179.70 	-2.87
4516	2  	6  	5  	1  	228.10 	0.00 	263.63 	0.79
4517	2  	6  	6  	1  	83.64 	0.00 	67.35 	0.74
4518	2  	6  	7  	1  	84.57 	0.00 	68.27 	-1.54
4519	2  	6  	8  	1  	210.27 	0.00 	271.77 	3.14
4520	2  	6  	9  	1  	92.22 	0.00 	58.64 	1.92
4521	2  	6  	10  	1  	89.97 	0.00 	114.46 	0.21
4522	2  	6  	11  	1  	129.90 	0.00 	146.04 	-2.44
4523	2  	6  	12  	1  	118.50 	0.00 	110.71 	-1.51
4524	2  	6  	13  	1  	113.41 	0.00 	76.55 	0.15
4525	2  	6  	14  	1  	51.24 	0.00 	53.41 	-2.39
4526	2  	6  	15  	1  	83.61 	0.00 	74.35 	1.79
4527	2  	7  	2  	1  	140.92 	0.00 	154.37 	2.06
4528	2  	7  	3  	0  	500.56 	0.00 	453.84 	-3.10
4529	2  	7  	4  	1  	354.69 	0.00 	329.54 	-2.47
4530	2  	7  	5  	0  	303.89 	0.00 	371.39 	-0.47
4531	2  	7  	6  	1  	195.57 	0.00 	171.08 	-2.77
4532	2  	7  	7  	1  	224.18 	0.00 	208.07 	1.37
4533	2  	7  	8  	1  	104.15 	0.00 	122.43 	-3.06
4534	2  	7  	9  	1  	41.88 	0.00 	64.85 	-1.79
4535	2  	7  	10  	1  	128.23 	0.00 	113.58 	1.52
4536	2  	7  	11  	1  	92.65 	0.00 	96.45 	-2.48
4537	2  	7  	12  	1  	103.51 	0.00 	93.11 	-0.87
4538	2  	7  	13  	1  	53.17 	0.00 	46.63 	-0.57
4539	2  	7  	14  	1  	54.59 	0.00 	82.17 	1.24
4540	2  	8  	3  	1  	108.77 	0.00 	82.34 	-2.40
4541	2  	8  	4  	1  	146.15 	0.00 	108.16 	-3.14
4542	2  	8  	5  	1  	77.46 	0.00 	106.61 	1.65
4543	2  	8  	6  	1  	62.41 	0.00 	51.34 	0.19
4544	2  	8  	7  	1  	188.23 	0.00 	172.13 	-0.48
4545	2  	8  	8  	1  	92.50 	0.00 	95.22 	2.01
4546	2  	8  	9  	1  	43.12 	0.00 	48.38 	-2.68
4547	2  	8  	10  	1  	157.21 	0.00 	148.24 	-1.68
4548	2  	8  	11  	1  	69.46 	0.00 	75.95 	2.99
4549	2  	8  	12  	1  	54.19 	0.00 	21.15 	2.88
4550	2  	8  	13  	1  	48.23 	0.00 	68.87 	-0.85
4551	2  	9  	1  	1  	330.51 	0.00 	386.36 	-1.48
4552	2  	9  	2  	0  	275.54 	0.00 	248.18 	-1.79
4553	2  	9  	3  	1  	172.95 	0.00 	127.65 	2.74
4554	2  	9  	4  	1  	272.34 	0.00 	223.02 	-2.92
4555	2  	9  	5  	1  	283.48 	0.00 	275.86 	-2.73
4556	2  	9  	7  	1  	64.69 	0.00 	96.93 	-1.04
4557	2  	9  	8  	1  	68.25 	0.00 	58.50 	1.46
4558	2  	9  	9  	0  	204.15 	0.00 	147.73 	-2.02
4559	2  	9  	10  	1  	80.39 	0.00 	95.11 	0.55
4560	2  	9  	11  	1  	63.05 	0.00 	73.84 	2.99
4561	2  	9  	12  	0  	64.85 	0.00 	54.49 	-2.26
4562	2  	9  	13  	1  	60.32 	0.00 	36.95 	2.36
4563	2  	10  	1  	1  	84.77 	0.00 	166.17 	-2.09
4564	2  	10  	2  	0  	136.30 	0.00 	178.08 	2.08
4565	2  	10  	4  	1  	148.54 	0.00 	139.02 	3.02
4566	2  	10  	5  	0  	129.92 	0.00 	178.18 	-0.08
4567	2  	10  	6  	0  	60.84 	0.00 	139.44 	-1.12
4568	2  	10  	7  	1  	94.01 	0.00 	135.41 	0.05
4569	2  	10  	8  	1  	159.27 	0.00 	152.81 	0.26
4570	2  	10  	9  	1  	55.26 	0.00 	33.05 	-0.03
4571	2  	10  	10  	1  	60.63 	0.00 	52.40 	-1.93
4572	2  	10  	11  	1  	109.44 	0.00 	133.64 	1.06
4573	2  	11  	0  	1  	66.13 	0.00 	89.59 	-2.65
4574	2  	11  	3  	1  	63.15 	0.00 	65.84 	1.16
4575	2  	11  	4  	1  	71.23 	0.00 	70.06 	-1.70
4576	2  	11  	5  	1  	78.83 	0.00 	90.13 	-2.64
4577	2  	11  	7  	1  	60.46 	0.00 	97.46 	2.19
4578	2  	11  	8  	1  	116.62 	0.00 	120.54 	1.32
4579	2  	11  	9  	1  	88.20 	0.00 	51.91 	2.54
4580	2  	11  	10  	1  	68.73 	0.00 	55.55 	-0.68
4581	2  	12  	0  	1  	64.03 	0.00 	108.35 	1.41
4582	2  	12  	1  	1  	85.51 	0.00 	66.38 	1.51
4583	2  	12  	3  	1  	80.73 	0.00 	113.18 	2.34
4584	2  	12  	4  	1  	73.93 	0.00 	88.08 	0.87
4585	2  	12  	6  	1  	67.94 	0.00 	84.56 	-2.95
4586	2  	12  	8  	1  	63.22 	0.00 	39.43 	-1.21
4587	2  	13  	3  	1  	74.19 	0.01 	102.15 	2.96
4588	2  	13  	5  	1  	93.47 	0.01 	133.64 	1.99
4589	2  	13  	7  	1  	65.51 	0.01 	66.52 	2.86
4590	2  	14  	2  	1  	64.79 	0.01 	105.71 	2.77
4591	2  	14  	3  	1  	71.81 	0.01 	87.66 	-2.69
4592	3  	0  	6  	1  	56.40 	0.00 	89.17 	0.00
4593	3  	0  	7  	1  	260.19 	0.00 	221.30 	3.14
4594	3  	0  	10  	0  	48.03 	0.00 	91.80 	3.14
4595	3  	0  	12  	1  	38.98 	0.00 	47.25 	3.14
4596	3  	0  	13  	1  	176.34 	0.00 	116.29 	3.14
4597	3  	0  	14  	1  	47.42 	0.00 	57.51 	0.00
4598	3  	0  	16  	1  	100.16 	0.00 	24.56 	3.14
4599	3  	1  	5  	1  	145.37 	0.00 	166.00 	-0.48
4600	3  	1  	6  	1  	354.20 	0.00 	394.00 	1.66
4601	3  	1  	7  	1  	311.98 	0.00 	263.42 	1.86
4602	3  	1  	8  	1  	128.08 	0.00 	147.81 	-1.03
4603	3  	1  	10  	1  	53.75 	0.00 	51.50 	2.25
4604	3  	1  	11  	1  	123.94 	0.00 	109.55 	-1.54
4605	3  	1  	12  	1  	40.21 	0.00 	54.67 	-1.19
4606	3  	1  	13  	1  	40.42 	0.00 	48.79 	-1.73
4607	3  	1  	14  	1  	36.48 	0.00 	27.56 	1.39
4608	3  	1  	15  	0  	110.46 	0.00 	114.07 	1.47
4609	3  	2  	6  	0  	417.14 	0.00 	347.84 	2.31
4610	3  	2  	7  	1  	190.37 	0.00 	249.85 	2.07
4611	3  	2  	8  	1  	184.55 	0.00 	203.67 	-1.00
4612	3  	2  	9  	1  	187.34 	0.00 	205.30 	2.10
4613	3  	2  	10  	0  	265.14 	0.00 	291.72 	0.53
4614	3  	2  	11  	1  	102.45 	0.00 	131.08 	2.69
4615	3  	2  	12  	1  	45.29 	0.00 	56.76 	-0.29
4616	3  	2  	13  	1  	152.25 	0.00 	133.98 	1.63
4617	3  	2  	14  	1  	51.81 	0.00 	16.22 	2.78
4618	3  	2  	15  	1  	98.04 	0.00 	95.61 	-0.00
4619	3  	2  	16  	1  	34.48 	0.00 	27.32 	-3.10
4620	3  	3  	4  	1  	101.25 	0.00 	111.34 	-1.02
4621	3  	3  	5  	1  	229.67 	0.00 	237.74 	-1.05
4622	3  	3  	7  	1  	183.79 	0.00 	177.84 	-2.71
4623	3  	3  	10  	1  	93.41 	0.00 	103.17 	-0.56
4624	3  	3  	11  	1  	84.96 	0.00 	102.89 	-3.11
4625	3  	3  	12  	1  	97.62 	0.00 	77.09 	0.53
4626	3  	3  	13  	1  	105.81 	0.00 	121.50 	-2.70
4627	3  	3  	14  	1  	57.58 	0.00 	35.63 	-1.14
4628	3  	3  	15  	1  	53.08 	0.00 	62.46 	-0.41
4629	3  	4  	3  	1  	108.75 	0.00 	101.84 	-2.52
4630	3  	4  	4  	0  	96.40 	0.00 	77.53 	-2.67
4631	3  	4  	5  	1  	263.50 	0.00 	222.17 	1.68
4632	3  	4  	6  	1  	279.24 	0.00 	308.33 	-1.43
4633	3  	4  	7  	1  	98.04 	0.00 	106.64 	-3.03
4634	3  	4  	8  	1  	57.85 	0.00 	55.17 	1.88
4635	3  	4  	9  	1  	160.46 	0.00 	116.43 	-0.99
4636	3  	4  	10  	1  	146.26 	0.00 	150.14 	-0.25
4637	3  	4  	11  	1  	98.43 	0.00 	72.91 	-0.36
4638	3  	4  	12  	1  	51.67 	0.00 	35.88 	-0.29
4639	3  	4  	13  	1  	49.01 	0.00 	82.60 	3.07
4640	3  	4  	14  	1  	30.27 	0.00 	36.49 	0.65
4641	3  	4  	15  	0  	59.75 	0.00 	52.27 	2.93
4642	3  	5  	2  	1  	315.23 	0.00 	297.41 	-0.51
4643	3  	5  	3  	1  	109.52 	0.00 	149.25 	-0.10
4644	3  	5  	4  	1  	142.06 	0.00 	130.53 	-1.83
4645	3  	5  	5  	1  	179.44 	0.00 	196.02 	1.21
4646	3  	5  	6  	1  	135.98 	0.00 	87.71 	-0.91
4647	3  	5  	7  	1  	235.28 	0.00 	180.99 	-1.57
4648	3  	5  	8  	1  	57.67 	0.00 	115.36 	-1.03
4649	3  	5  	9  	1  	64.40 	0.00 	60.38 	0.81
4650	3  	5  	10  	1  	190.58 	0.00 	177.63 	-2.09
4651	3  	5  	11  	1  	112.39 	0.00 	99.22 	2.33
4652	3  	5  	12  	1  	171.06 	0.00 	145.89 	-2.83
4653	3  	5  	13  	1  	53.38 	0.00 	67.47 	1.31
4654	3  	5  	14  	1  	50.23 	0.00 	50.15 	0.91
4655	3  	5  	15  	1  	37.96 	0.00 	66.88 	-2.81
4656	3  	6  	2  	1  	308.96 	0.00 	281.67 	-1.98
4657	3  	6  	4  	1  	242.62 	0.00 	250.79 	1.61
4658	3  	6  	5  	1  	277.21 	0.00 	257.75 	-0.97
4659	3  	6  	6  	1  	82.06 	0.00 	68.21 	1.36
4660	3  	6  	7  	1  	140.86 	0.00 	193.42 	-1.82
4661	3  	6  	9  	1  	240.98 	0.00 	237.05 	-1.07
4662	3  	6  	10  	1  	38.65 	0.00 	55.64 	0.72
4663	3  	6  	11  	1  	90.12 	0.00 	80.16 	-0.80
4664	3  	6  	12  	1  	48.84 	0.00 	60.40 	0.90
4665	3  	6  	13  	1  	31.93 	0.00 	74.51 	2.47
